,game_id,fav_side,dog_side,full_date,away_score,home_score,away,home,ou_total,spread,ou,spread_away_cover,spread_home_cover,ml_fav,ml_dog,match_key,favorite_covered
0,2007-10-11_Florida State_Wake Forest,away,home,2007-10-11,21,24,Florida State,Wake Forest,44.0,4.5,O,y,n,-309.2950819672131,392.8196721311475,Florida State_Wake Forest,n
1,2007-10-12_Hawaii_San Jose State,away,home,2007-10-12,42,35,Hawaii,San Jose State,66.5,15.5,O,n,y,-700,185,Hawaii_San Jose State,n
2,2007-10-13_Air Force_Colorado State,home,away,2007-10-13,45,21,Air Force,Colorado State,45.5,2.5,O,y,n,-378.39325842696627,412.0,Air Force_Colorado State,n
3,2007-10-13_Akron_Temple,home,away,2007-10-13,24,20,Temple,Akron,51.0,12.5,U,y,n,-425,400,Akron_Temple,n
4,2007-10-13_Arizona State_Washington,home,away,2007-10-13,20,44,Washington,Arizona State,57.0,11.5,O,y,n,-495.29411764705884,1050,Arizona State_Washington,y
5,2007-10-13_Arizona_USC,home,away,2007-10-13,13,20,Arizona,USC,56.0,21.0,U,y,n,-855.2,704.6285714285714,Arizona_USC,n
6,2007-10-13_Arkansas State_Louisiana Lafayette,home,away,2007-10-13,21,52,Louisiana Lafayette,Arkansas State,57.5,10.5,O,y,n,-305,345,Arkansas State_Louisiana Lafayette,y
7,2007-10-13_Arkansas_Auburn,home,away,2007-10-13,9,7,Auburn,Arkansas,51.5,3.0,U,y,n,-276.2142857142857,120,Arkansas_Auburn,n
8,2007-10-13_Army_Central Michigan,home,away,2007-10-13,23,47,Army,Central Michigan,54.0,13.5,O,y,n,-448.22222222222223,1000,Army_Central Michigan,y
9,2007-10-13_BYU_UNLV,away,home,2007-10-13,24,14,BYU,UNLV,52.5,11.5,U,y,n,-495.29411764705884,393.0,BYU_UNLV,n
10,2007-10-13_Baylor_Kansas,home,away,2007-10-13,10,58,Baylor,Kansas,57.5,26.0,O,y,n,-767.8571428571429,145,Baylor_Kansas,y
11,2007-10-13_Boston College_Notre Dame,away,home,2007-10-13,27,14,Boston College,Notre Dame,48.0,13.5,U,y,n,-240,1511.4888888888888,Boston College_Notre Dame,n
12,2007-10-13_Bowling Green_Miami OH,away,home,2007-10-13,14,47,Bowling Green,Miami OH,56.5,1.5,O,y,n,-323.8360655737705,588.6229508196722,Bowling Green_Miami OH,n
13,2007-10-13_Buffalo_Toledo,home,away,2007-10-13,33,43,Toledo,Buffalo,56.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Buffalo_Toledo,y
14,2007-10-13_California_Oregon State,home,away,2007-10-13,31,28,Oregon State,California,57.5,14.0,O,y,n,-480.8358208955224,125,California_Oregon State,n
15,2007-10-13_Cincinnati_Louisville,home,away,2007-10-13,28,24,Louisville,Cincinnati,67.0,8.0,U,y,n,-434.64102564102564,358.0,Cincinnati_Louisville,n
16,2007-10-13_Colorado_Kansas State,home,away,2007-10-13,20,47,Colorado,Kansas State,50.5,4.0,O,y,n,-252.21686746987953,275,Colorado_Kansas State,y
17,2007-10-13_Connecticut_Virginia,home,away,2007-10-13,16,17,Connecticut,Virginia,45.5,3.0,U,y,n,-276.2142857142857,250,Connecticut_Virginia,n
18,2007-10-13_Duke_Virginia Tech,away,home,2007-10-13,43,14,Virginia Tech,Duke,45.5,13.5,O,y,n,-525,265,Duke_Virginia Tech,y
19,2007-10-13_East Carolina_UTEP,home,away,2007-10-13,45,42,East Carolina,UTEP,65.0,3.0,O,y,n,-430,140,East Carolina_UTEP,n
20,2007-10-13_Eastern Michigan_Ohio,home,away,2007-10-13,42,48,Eastern Michigan,Ohio,46.0,4.0,O,y,n,-252.21686746987953,446.71084337349396,Eastern Michigan_Ohio,y
21,2007-10-13_FCS_Memphis,home,away,2007-10-13,21,7,FCS,Memphis,56.0,3.5,U,y,n,-252.70491803278688,1150,FCS_Memphis,n
22,2007-10-13_Georgia Tech_Miami FL,home,away,2007-10-13,17,14,Georgia Tech,Miami FL,44.0,2.0,U,y,n,-474.98,1152.84,Georgia Tech_Miami FL,n
23,2007-10-13_Georgia_Vanderbilt,away,home,2007-10-13,20,17,Georgia,Vanderbilt,47.5,7.0,U,y,n,-290,145,Georgia_Vanderbilt,n
24,2007-10-13_Illinois_Iowa,away,home,2007-10-13,6,10,Illinois,Iowa,44.5,3.5,U,y,n,-252.70491803278688,1557.639344262295,Illinois_Iowa,n
25,2007-10-13_Indiana_Michigan State,home,away,2007-10-13,27,52,Indiana,Michigan State,62.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Indiana_Michigan State,y
26,2007-10-13_Iowa State_Texas,away,home,2007-10-13,56,3,Texas,Iowa State,52.0,16.5,O,n,y,-175,539.65,Iowa State_Texas,y
27,2007-10-13_Kent State_Ohio State,home,away,2007-10-13,3,48,Kent State,Ohio State,47.0,30.0,O,y,n,-2039.0,2622.8333333333335,Kent State_Ohio State,y
28,2007-10-13_Kentucky_LSU,away,home,2007-10-13,37,43,LSU,Kentucky,54.0,10.0,O,y,n,-521.3134328358209,471.5074626865672,Kentucky_LSU,n
29,2007-10-13_Louisiana Monroe_North Texas,away,home,2007-10-13,21,31,Louisiana Monroe,North Texas,61.0,8.0,U,y,n,-434.64102564102564,358.0,Louisiana Monroe_North Texas,n
30,2007-10-13_Louisiana Tech_New Mexico State,home,away,2007-10-13,21,22,New Mexico State,Louisiana Tech,48.5,7.5,U,y,n,-367.5833333333333,977.5555555555555,Louisiana Tech_New Mexico State,n
31,2007-10-13_Marshall_Tulsa,home,away,2007-10-13,31,38,Marshall,Tulsa,70.0,14.0,U,y,n,-480.8358208955224,145,Marshall_Tulsa,n
32,2007-10-13_Michigan_Purdue,home,away,2007-10-13,21,48,Purdue,Michigan,57.5,5.0,O,y,n,-398.10526315789474,415.05263157894734,Michigan_Purdue,y
33,2007-10-13_Minnesota_Northwestern,home,away,2007-10-13,48,49,Minnesota,Northwestern,66.0,6.5,O,y,n,-398.2073170731707,3500,Minnesota_Northwestern,n
34,2007-10-13_Mississippi State_Tennessee,away,home,2007-10-13,33,21,Tennessee,Mississippi State,51.0,7.0,O,y,n,-125,1887.4812030075188,Mississippi State_Tennessee,y
35,2007-10-13_Missouri_Oklahoma,home,away,2007-10-13,31,41,Missouri,Oklahoma,63.0,13.0,O,y,n,-462.03125,577.53125,Missouri_Oklahoma,n
36,2007-10-13_Nebraska_Oklahoma State,home,away,2007-10-13,45,14,Oklahoma State,Nebraska,64.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Nebraska_Oklahoma State,n
37,2007-10-13_New Mexico_Wyoming,home,away,2007-10-13,20,3,New Mexico,Wyoming,47.5,3.5,U,y,n,-252.70491803278688,1557.639344262295,New Mexico_Wyoming,n
38,2007-10-13_North Carolina_South Carolina,away,home,2007-10-13,21,15,South Carolina,North Carolina,47.0,7.0,U,y,n,-290,110,North Carolina_South Carolina,n
39,2007-10-13_Oregon_Washington State,home,away,2007-10-13,7,53,Washington State,Oregon,69.0,20.0,U,y,n,-887.578947368421,627.2631578947369,Oregon_Washington State,y
40,2007-10-13_Penn State_Wisconsin,home,away,2007-10-13,7,38,Wisconsin,Penn State,46.5,7.0,U,y,n,-470.5263157894737,150,Penn State_Wisconsin,y
41,2007-10-13_Rutgers_Syracuse,away,home,2007-10-13,38,14,Rutgers,Syracuse,54.0,17.0,U,n,y,-800,155,Rutgers_Syracuse,y
42,2007-10-13_SMU_Southern Miss,home,away,2007-10-13,7,28,SMU,Southern Miss,55.5,9.0,U,y,n,-311.2972972972973,422.86486486486484,SMU_Southern Miss,y
43,2007-10-13_Stanford_TCU,away,home,2007-10-13,38,36,TCU,Stanford,46.0,6.0,O,y,n,-524.776119402985,786.1044776119403,Stanford_TCU,n
44,2007-10-13_Texas A&M_Texas Tech,home,away,2007-10-13,7,35,Texas A&M,Texas Tech,68.0,10.0,U,y,n,-521.3134328358209,400,Texas A&M_Texas Tech,y
45,2007-10-13_Tulane_UAB,home,away,2007-10-13,21,26,Tulane,UAB,51.0,2.5,U,y,n,-378.39325842696627,412.0,Tulane_UAB,y
46,2007-10-14_Boise State_Nevada,home,away,2007-10-14,67,69,Nevada,Boise State,62.0,25.0,O,y,n,-1559.4444444444443,1209.5555555555557,Boise State_Nevada,n
47,2007-10-18_FCS_Rutgers,away,home,2007-10-18,27,30,FCS,Rutgers,51.5,1.0,O,y,n,-130,140,FCS_Rutgers,n
48,2007-10-18_TCU_Utah,home,away,2007-10-18,27,20,Utah,TCU,48.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,TCU_Utah,n
49,2007-10-19_Connecticut_Louisville,away,home,2007-10-19,17,21,Louisville,Connecticut,56.5,3.0,U,y,n,-165,150,Connecticut_Louisville,n
50,2007-10-20_Alabama_Tennessee,away,home,2007-10-20,17,41,Tennessee,Alabama,55.0,2.0,O,y,n,-474.98,1152.84,Alabama_Tennessee,n
51,2007-10-20_Arizona_Stanford,home,away,2007-10-20,21,20,Stanford,Arizona,54.5,13.5,U,y,n,-448.22222222222223,1511.4888888888888,Arizona_Stanford,n
52,2007-10-20_Army_Georgia Tech,home,away,2007-10-20,10,34,Army,Georgia Tech,44.5,24.0,U,y,n,-1007.78125,1114.375,Army_Georgia Tech,n
53,2007-10-20_Auburn_LSU,home,away,2007-10-20,24,30,Auburn,LSU,41.5,10.5,O,y,n,-421.2708333333333,438.6041666666667,Auburn_LSU,n
54,2007-10-20_Ball State_Western Michigan,home,away,2007-10-20,27,23,Ball State,Western Michigan,69.0,1.0,U,y,n,-160,100,Ball State_Western Michigan,n
55,2007-10-20_Baylor_Texas,away,home,2007-10-20,31,10,Texas,Baylor,60.0,26.5,U,n,y,-3500,130,Baylor_Texas,n
56,2007-10-20_Boise State_Louisiana Tech,away,home,2007-10-20,45,31,Boise State,Louisiana Tech,53.5,16.5,O,n,y,-800,235,Boise State_Louisiana Tech,n
57,2007-10-20_Bowling Green_Kent State,home,away,2007-10-20,31,20,Bowling Green,Kent State,57.0,5.0,U,y,n,-398.10526315789474,415.05263157894734,Bowling Green_Kent State,n
58,2007-10-20_Buffalo_Syracuse,home,away,2007-10-20,12,20,Buffalo,Syracuse,56.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Buffalo_Syracuse,y
59,2007-10-20_California_UCLA,away,home,2007-10-20,21,30,California,UCLA,57.0,3.0,U,y,n,-276.2142857142857,695.625,California_UCLA,n
60,2007-10-20_Central Michigan_Clemson,home,away,2007-10-20,14,70,Central Michigan,Clemson,61.0,16.5,O,y,n,-1718.775,539.65,Central Michigan_Clemson,y
61,2007-10-20_Cincinnati_Pittsburgh,away,home,2007-10-20,17,24,Cincinnati,Pittsburgh,50.0,10.5,U,y,n,-135,438.6041666666667,Cincinnati_Pittsburgh,n
62,2007-10-20_Colorado State_UNLV,home,away,2007-10-20,48,23,Colorado State,UNLV,47.5,3.0,O,y,n,-276.2142857142857,695.625,Colorado State_UNLV,n
63,2007-10-20_Colorado_Kansas,away,home,2007-10-20,19,14,Kansas,Colorado,54.0,3.0,U,y,n,-276.2142857142857,695.625,Colorado_Kansas,y
64,2007-10-20_East Carolina_FCS,home,away,2007-10-20,34,20,FCS,East Carolina,54.5,5.5,U,y,n,-404.5111111111111,395,East Carolina_FCS,n
65,2007-10-20_FCS_Louisiana Lafayette,away,home,2007-10-20,39,32,FCS,Louisiana Lafayette,60.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,FCS_Louisiana Lafayette,y
66,2007-10-20_FCS_Louisiana Monroe,home,away,2007-10-20,14,28,FCS,Louisiana Monroe,50.5,13.0,U,y,n,-160,400,FCS_Louisiana Monroe,y
67,2007-10-20_FCS_New Mexico State,home,away,2007-10-20,31,45,FCS,New Mexico State,59.0,8.0,O,y,n,-434.64102564102564,400,FCS_New Mexico State,y
68,2007-10-20_Florida State_Miami FL,home,away,2007-10-20,37,29,Miami FL,Florida State,42.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,Florida State_Miami FL,n
69,2007-10-20_Florida_Kentucky,away,home,2007-10-20,45,37,Florida,Kentucky,63.5,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Florida_Kentucky,y
70,2007-10-20_Houston_UAB,away,home,2007-10-20,49,10,Houston,UAB,61.0,13.0,U,y,n,-305,577.53125,Houston_UAB,y
71,2007-10-20_Illinois_Michigan,away,home,2007-10-20,27,17,Michigan,Illinois,50.5,2.0,U,y,n,-474.98,1152.84,Illinois_Michigan,y
72,2007-10-20_Indiana_Penn State,away,home,2007-10-20,36,31,Penn State,Indiana,53.0,7.0,O,y,n,-300,500,Indiana_Penn State,n
73,2007-10-20_Iowa State_Oklahoma,away,home,2007-10-20,17,7,Oklahoma,Iowa State,57.5,30.0,U,n,y,-2039.0,2622.8333333333335,Iowa State_Oklahoma,n
74,2007-10-20_Iowa_Purdue,home,away,2007-10-20,6,31,Iowa,Purdue,46.5,7.0,U,y,n,-470.5263157894737,1887.4812030075188,Iowa_Purdue,y
75,2007-10-20_Kansas State_Oklahoma State,home,away,2007-10-20,39,41,Kansas State,Oklahoma State,60.0,3.0,O,y,n,-276.2142857142857,695.625,Kansas State_Oklahoma State,n
76,2007-10-20_Maryland_Virginia,home,away,2007-10-20,18,17,Virginia,Maryland,44.0,4.0,U,y,n,-252.21686746987953,205,Maryland_Virginia,n
77,2007-10-20_Memphis_Rice,home,away,2007-10-20,38,35,Memphis,Rice,64.5,1.0,O,y,n,-180.61666666666667,210,Memphis_Rice,n
78,2007-10-20_Miami OH_Temple,away,home,2007-10-20,17,24,Miami OH,Temple,50.5,6.5,U,y,n,-260,1750,Miami OH_Temple,n
79,2007-10-20_Michigan State_Ohio State,home,away,2007-10-20,17,24,Michigan State,Ohio State,51.5,17.0,U,y,n,-620.0,635.2702702702703,Michigan State_Ohio State,n
80,2007-10-20_Mississippi State_West Virginia,home,away,2007-10-20,13,38,Mississippi State,West Virginia,57.5,26.0,U,y,n,-767.8571428571429,3287.8571428571427,Mississippi State_West Virginia,n
81,2007-10-20_Missouri_Texas Tech,home,away,2007-10-20,10,41,Texas Tech,Missouri,73.5,3.5,U,y,n,-160,150,Missouri_Texas Tech,y
82,2007-10-20_Nebraska_Texas A&M,home,away,2007-10-20,36,14,Texas A&M,Nebraska,58.5,1.5,U,y,n,-7000,105,Nebraska_Texas A&M,n
83,2007-10-20_Nevada_Utah State,away,home,2007-10-20,31,28,Nevada,Utah State,60.5,7.0,U,y,n,-130,1887.4812030075188,Nevada_Utah State,n
84,2007-10-20_New Mexico_San Diego State,away,home,2007-10-20,20,17,New Mexico,San Diego State,53.5,9.0,U,y,n,-350,130,New Mexico_San Diego State,n
85,2007-10-20_North Texas_Troy,home,away,2007-10-20,7,45,North Texas,Troy,64.5,23.5,U,y,n,-235,1150,North Texas_Troy,y
86,2007-10-20_Notre Dame_USC,away,home,2007-10-20,38,0,USC,Notre Dame,44.5,17.0,U,n,y,-700,190,Notre Dame_USC,y
87,2007-10-20_Oregon_Washington,away,home,2007-10-20,55,34,Oregon,Washington,63.0,12.0,O,y,n,-425,700,Oregon_Washington,y
88,2007-10-20_SMU_Tulane,home,away,2007-10-20,41,34,Tulane,SMU,56.0,6.0,O,y,n,-524.776119402985,786.1044776119403,SMU_Tulane,n
89,2007-10-20_South Carolina_Vanderbilt,home,away,2007-10-20,17,6,Vanderbilt,South Carolina,48.0,12.5,U,y,n,-628.1851851851852,1750,South Carolina_Vanderbilt,n
90,2007-10-21_Marshall_Southern Miss,away,home,2007-10-21,33,24,Southern Miss,Marshall,55.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Marshall_Southern Miss,y
91,2007-10-25_Boston College_Virginia Tech,home,away,2007-10-25,14,10,Boston College,Virginia Tech,41.0,3.0,U,y,n,-135,140,Boston College_Virginia Tech,n
92,2007-10-26_Boise State_Fresno State,away,home,2007-10-26,34,21,Boise State,Fresno State,63.5,2.0,U,y,n,-474.98,1152.84,Boise State_Fresno State,y
93,2007-10-27_Akron_Buffalo,home,away,2007-10-27,10,26,Akron,Buffalo,49.5,1.0,U,y,n,-180.61666666666667,415.98333333333335,Akron_Buffalo,y
94,2007-10-27_Arizona State_California,home,away,2007-10-27,20,31,California,Arizona State,63.0,3.0,U,y,n,-276.2142857142857,695.625,Arizona State_California,y
95,2007-10-27_Arkansas State_Troy,away,home,2007-10-27,27,0,Troy,Arkansas State,59.0,5.0,U,y,n,-435,415.05263157894734,Arkansas State_Troy,y
96,2007-10-27_Auburn_FCS,home,away,2007-10-27,3,17,FCS,Auburn,48.0,18.0,U,y,n,-813.6111111111111,2500,Auburn_FCS,n
97,2007-10-27_Ball State_Illinois,home,away,2007-10-27,17,28,Ball State,Illinois,60.0,13.5,U,y,n,-448.22222222222223,1511.4888888888888,Ball State_Illinois,n
98,2007-10-27_Baylor_Kansas State,home,away,2007-10-27,13,51,Baylor,Kansas State,60.5,26.0,O,y,n,-767.8571428571429,3287.8571428571427,Baylor_Kansas State,y
99,2007-10-27_Bowling Green_Ohio,home,away,2007-10-27,38,27,Ohio,Bowling Green,60.5,7.0,O,y,n,-470.5263157894737,450,Bowling Green_Ohio,n
100,2007-10-27_Central Michigan_Kent State,away,home,2007-10-27,41,32,Central Michigan,Kent State,59.0,3.0,O,y,n,-150,2000,Central Michigan_Kent State,y
101,2007-10-27_Clemson_Maryland,away,home,2007-10-27,30,17,Clemson,Maryland,48.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Clemson_Maryland,y
102,2007-10-27_Colorado State_Utah,away,home,2007-10-27,27,3,Utah,Colorado State,51.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Colorado State_Utah,y
103,2007-10-27_Colorado_Texas Tech,home,away,2007-10-27,31,26,Colorado,Texas Tech,62.5,14.0,U,y,n,-480.8358208955224,508.25373134328356,Colorado_Texas Tech,n
104,2007-10-27_Connecticut_FCS,away,home,2007-10-27,15,22,FCS,Connecticut,43.0,4.0,U,y,n,-190,275,Connecticut_FCS,n
105,2007-10-27_Duke_Florida State,home,away,2007-10-27,6,25,Duke,Florida State,49.5,17.5,U,y,n,-678.28125,1150,Duke_Florida State,y
106,2007-10-27_East Carolina_UAB,home,away,2007-10-27,6,41,UAB,East Carolina,56.5,14.5,U,y,n,-730.8421052631579,250,East Carolina_UAB,y
107,2007-10-27_Eastern Michigan_Western Michigan,away,home,2007-10-27,2,19,Western Michigan,Eastern Michigan,56.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Eastern Michigan_Western Michigan,n
108,2007-10-27_FCS_Nevada,home,away,2007-10-27,21,37,FCS,Nevada,66.0,18.0,U,y,n,-813.6111111111111,666.3888888888889,FCS_Nevada,n
109,2007-10-27_FCS_North Texas,away,home,2007-10-27,48,28,FCS,North Texas,54.5,12.0,O,y,n,-411.86206896551727,430.82758620689657,FCS_North Texas,y
110,2007-10-27_FCS_Toledo,home,away,2007-10-27,21,70,FCS,Toledo,57.0,3.5,O,y,n,-252.70491803278688,390,FCS_Toledo,y
111,2007-10-27_Florida_Georgia,home,away,2007-10-27,42,30,Georgia,Florida,55.0,7.5,O,y,n,-367.5833333333333,977.5555555555555,Florida_Georgia,n
112,2007-10-27_Hawaii_New Mexico State,home,away,2007-10-27,13,50,New Mexico State,Hawaii,79.5,29.5,U,y,n,-2493.3333333333335,5000,Hawaii_New Mexico State,y
113,2007-10-27_Houston_UTEP,away,home,2007-10-27,34,31,Houston,UTEP,74.5,6.0,U,y,n,-230,130,Houston_UTEP,n
114,2007-10-27_Indiana_Wisconsin,home,away,2007-10-27,3,33,Indiana,Wisconsin,59.5,9.0,U,y,n,-311.2972972972973,422.86486486486484,Indiana_Wisconsin,y
115,2007-10-27_Iowa State_Missouri,home,away,2007-10-27,28,42,Iowa State,Missouri,57.0,29.0,O,y,n,-4525.0,1705.0,Iowa State_Missouri,n
116,2007-10-27_Iowa_Michigan State,away,home,2007-10-27,27,34,Michigan State,Iowa,41.5,3.0,O,y,n,-160,695.625,Iowa_Michigan State,n
117,2007-10-27_Kansas_Texas A&M,away,home,2007-10-27,19,11,Kansas,Texas A&M,54.0,2.5,U,y,n,-135,410,Kansas_Texas A&M,y
118,2007-10-27_Kentucky_Mississippi State,home,away,2007-10-27,31,14,Mississippi State,Kentucky,60.5,14.0,U,y,n,-480.8358208955224,508.25373134328356,Kentucky_Mississippi State,n
119,2007-10-27_Louisiana Tech_Utah State,away,home,2007-10-27,31,21,Louisiana Tech,Utah State,51.5,2.5,O,y,n,-205,412.0,Louisiana Tech_Utah State,y
120,2007-10-27_Louisville_Pittsburgh,home,away,2007-10-27,17,24,Pittsburgh,Louisville,61.5,10.0,U,y,n,-521.3134328358209,400,Louisville_Pittsburgh,n
121,2007-10-27_Marshall_Rice,home,away,2007-10-27,21,34,Rice,Marshall,67.0,9.0,U,y,n,-210,255,Marshall_Rice,y
122,2007-10-27_Memphis_Tulane,home,away,2007-10-27,28,27,Memphis,Tulane,56.5,2.5,U,y,n,-378.39325842696627,130,Memphis_Tulane,n
123,2007-10-27_Miami OH_Vanderbilt,home,away,2007-10-27,13,24,Miami OH,Vanderbilt,44.0,13.5,U,y,n,-105,450,Miami OH_Vanderbilt,n
124,2007-10-27_Michigan_Minnesota,home,away,2007-10-27,10,34,Minnesota,Michigan,59.0,23.0,U,y,n,-566.0769230769231,1060.8461538461538,Michigan_Minnesota,y
125,2007-10-27_Nebraska_Texas,home,away,2007-10-27,25,28,Nebraska,Texas,58.5,20.5,U,y,n,-999.9047619047619,600,Nebraska_Texas,n
126,2007-10-27_North Carolina_Wake Forest,home,away,2007-10-27,10,37,North Carolina,Wake Forest,50.5,5.5,U,y,n,-404.5111111111111,991.0444444444445,North Carolina_Wake Forest,y
127,2007-10-27_Northwestern_Purdue,home,away,2007-10-27,17,35,Northwestern,Purdue,65.5,13.5,U,y,n,-448.22222222222223,200,Northwestern_Purdue,y
128,2007-10-27_Ohio State_Penn State,away,home,2007-10-27,37,17,Ohio State,Penn State,40.0,3.0,O,y,n,-276.2142857142857,695.625,Ohio State_Penn State,y
129,2007-10-27_Oregon State_Stanford,home,away,2007-10-27,6,23,Stanford,Oregon State,52.5,14.0,U,y,n,-480.8358208955224,508.25373134328356,Oregon State_Stanford,y
130,2007-10-27_Oregon_USC,home,away,2007-10-27,17,24,USC,Oregon,59.0,3.0,U,y,n,-276.2142857142857,695.625,Oregon_USC,y
131,2007-10-27_Rutgers_West Virginia,away,home,2007-10-27,31,3,West Virginia,Rutgers,56.5,6.5,U,y,n,-160,667.0243902439024,Rutgers_West Virginia,y
132,2007-10-27_SMU_Tulsa,home,away,2007-10-27,23,29,SMU,Tulsa,73.0,13.5,U,y,n,-448.22222222222223,1511.4888888888888,SMU_Tulsa,n
133,2007-10-27_South Carolina_Tennessee,home,away,2007-10-27,24,27,South Carolina,Tennessee,53.0,2.5,U,y,n,-378.39325842696627,412.0,South Carolina_Tennessee,y
134,2007-10-27_UCLA_Washington State,away,home,2007-10-27,7,27,UCLA,Washington State,55.0,5.5,U,y,n,-230,125,UCLA_Washington State,n
135,2007-10-27_UNLV_Wyoming,home,away,2007-10-27,24,29,UNLV,Wyoming,44.0,10.0,O,y,n,-521.3134328358209,400,UNLV_Wyoming,n
136,2007-10-28_FCS_Southern Miss,home,away,2007-10-28,34,17,FCS,Southern Miss,57.5,3.0,U,y,n,-276.2142857142857,120,FCS_Southern Miss,n
137,2007-10-02_Marshall_Memphis,home,away,2007-10-02,21,24,Marshall,Memphis,59.5,2.5,U,y,n,-378.39325842696627,412.0,Marshall_Memphis,y
138,2007-10-03_Rice_Southern Miss,home,away,2007-10-03,31,29,Rice,Southern Miss,54.0,20.5,O,y,n,-999.9047619047619,170,Rice_Southern Miss,n
139,2007-10-04_Kentucky_South Carolina,home,away,2007-10-04,23,38,Kentucky,South Carolina,56.5,4.5,O,y,n,-309.2950819672131,392.8196721311475,Kentucky_South Carolina,y
140,2007-10-05_Louisville_Utah,home,away,2007-10-05,44,35,Utah,Louisville,63.0,14.5,O,y,n,-175,480,Louisville_Utah,n
141,2007-10-06_Air Force_UNLV,home,away,2007-10-06,14,31,UNLV,Air Force,44.0,5.5,O,y,n,-404.5111111111111,991.0444444444445,Air Force_UNLV,y
142,2007-10-06_Akron_Western Michigan,home,away,2007-10-06,39,38,Akron,Western Michigan,56.5,9.0,O,y,n,-160,290,Akron_Western Michigan,n
143,2007-10-06_Alabama_Houston,home,away,2007-10-06,24,30,Houston,Alabama,58.0,10.5,U,y,n,-421.2708333333333,438.6041666666667,Alabama_Houston,n
144,2007-10-06_Arizona_Oregon State,home,away,2007-10-06,16,31,Arizona,Oregon State,53.5,2.5,U,y,n,-378.39325842696627,4000,Arizona_Oregon State,y
145,2007-10-06_Arkansas State_Louisiana Monroe,away,home,2007-10-06,13,30,Arkansas State,Louisiana Monroe,57.0,2.5,U,y,n,-145,310,Arkansas State_Louisiana Monroe,n
146,2007-10-06_Army_Tulane,home,away,2007-10-06,17,20,Tulane,Army,44.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Army_Tulane,n
147,2007-10-06_Auburn_Vanderbilt,home,away,2007-10-06,7,35,Vanderbilt,Auburn,43.5,7.5,U,y,n,-367.5833333333333,1000,Auburn_Vanderbilt,y
148,2007-10-06_Ball State_Central Michigan,home,away,2007-10-06,58,38,Central Michigan,Ball State,67.5,13.0,O,y,n,-462.03125,577.53125,Ball State_Central Michigan,n
149,2007-10-06_Baylor_Colorado,away,home,2007-10-06,43,23,Colorado,Baylor,48.5,8.0,O,y,n,-330,200,Baylor_Colorado,y
150,2007-10-06_Boston College_Bowling Green,home,away,2007-10-06,24,55,Bowling Green,Boston College,58.5,19.0,O,y,n,-725.7692307692307,1304.5384615384614,Boston College_Bowling Green,y
151,2007-10-06_Buffalo_Ohio,away,home,2007-10-06,10,31,Ohio,Buffalo,52.5,3.5,U,y,n,-175,185,Buffalo_Ohio,n
152,2007-10-06_Cincinnati_Rutgers,home,away,2007-10-06,28,23,Cincinnati,Rutgers,51.0,3.5,E,y,n,-252.70491803278688,120,Cincinnati_Rutgers,n
153,2007-10-06_Clemson_Virginia Tech,home,away,2007-10-06,41,23,Virginia Tech,Clemson,41.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,Clemson_Virginia Tech,n
154,2007-10-06_Colorado State_San Diego State,home,away,2007-10-06,24,20,San Diego State,Colorado State,58.0,13.5,U,y,n,-448.22222222222223,1511.4888888888888,Colorado State_San Diego State,n
155,2007-10-06_Duke_Wake Forest,away,home,2007-10-06,41,36,Wake Forest,Duke,50.5,7.5,O,y,n,-315,405,Duke_Wake Forest,n
156,2007-10-06_East Carolina_FCS,away,home,2007-10-06,38,52,FCS,East Carolina,53.5,4.0,O,y,n,-252.21686746987953,446.71084337349396,East Carolina_FCS,n
157,2007-10-06_Eastern Michigan_Michigan,home,away,2007-10-06,22,33,Eastern Michigan,Michigan,45.5,28.5,O,y,n,-1527.7777777777778,135,Eastern Michigan_Michigan,n
158,2007-10-06_FCS_Florida State,home,away,2007-10-06,10,27,FCS,Florida State,45.0,18.5,U,y,n,-120,650,FCS_Florida State,n
159,2007-10-06_FCS_San Jose State,home,away,2007-10-06,20,28,FCS,San Jose State,50.0,7.0,U,y,n,-470.5263157894737,400,FCS_San Jose State,y
160,2007-10-06_FCS_Temple,away,home,2007-10-06,15,16,FCS,Temple,54.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,FCS_Temple,n
161,2007-10-06_Florida_LSU,home,away,2007-10-06,24,28,Florida,LSU,47.0,7.5,O,y,n,-260,250,Florida_LSU,n
162,2007-10-06_Fresno State_Nevada,home,away,2007-10-06,49,41,Fresno State,Nevada,53.0,3.0,O,y,n,-276.2142857142857,355,Fresno State_Nevada,n
