,game_id,fav_side,dog_side,full_date,away_score,home_score,away,home,ou_total,spread,ou,spread_away_cover,spread_home_cover,ml_fav,ml_dog,match_key,favorite_covered
5772,2015-11-28_Colorado_Utah,home,away,2015-11-28,14,20,Colorado,Utah,49.0,16.5,U,y,n,-1718.775,539.65,Colorado_Utah,n
5773,2015-11-28_Connecticut_Temple,home,away,2015-11-28,3,27,Connecticut,Temple,38.0,13.0,U,y,n,-462.03125,450,Connecticut_Temple,y
5774,2015-11-28_Duke_Wake Forest,away,home,2015-11-28,27,21,Duke,Wake Forest,45.0,3.5,O,y,n,-120,1557.639344262295,Duke_Wake Forest,y
5775,2015-11-28_FCS_Mississippi State,away,home,2015-11-28,38,27,FCS,Mississippi State,66.5,2.0,U,y,n,-474.98,1152.84,FCS_Mississippi State,y
5776,2015-11-28_FCS_Old Dominion,away,home,2015-11-28,33,31,FCS,Old Dominion,54.0,4.0,O,y,n,-252.21686746987953,446.71084337349396,FCS_Old Dominion,n
5777,2015-11-28_Florida_Florida State,away,home,2015-11-28,27,2,Florida State,Florida,44.0,3.0,U,y,n,-200,695.625,Florida_Florida State,y
5778,2015-11-28_Georgia Southern_South Alabama,home,away,2015-11-28,17,55,South Alabama,Georgia Southern,55.5,22.0,O,y,n,-771.0,864.2,Georgia Southern_South Alabama,y
5779,2015-11-28_Georgia_Georgia Tech,away,home,2015-11-28,13,7,Georgia,Georgia Tech,48.5,4.0,U,y,n,-252.21686746987953,446.71084337349396,Georgia_Georgia Tech,y
5780,2015-11-28_Hawaii_Louisiana Monroe,home,away,2015-11-28,26,28,Louisiana Monroe,Hawaii,48.5,6.5,O,y,n,-398.2073170731707,450,Hawaii_Louisiana Monroe,n
5781,2015-11-28_Illinois_Northwestern,away,home,2015-11-28,24,14,Northwestern,Illinois,42.5,1.5,U,y,n,-950,588.6229508196722,Illinois_Northwestern,y
5782,2015-11-28_Indiana_Purdue,away,home,2015-11-28,54,36,Indiana,Purdue,70.0,9.5,O,y,n,-190,437.7307692307692,Indiana_Purdue,y
5783,2015-11-28_Iowa State_West Virginia,home,away,2015-11-28,6,30,Iowa State,West Virginia,58.0,13.5,U,y,n,-448.22222222222223,1511.4888888888888,Iowa State_West Virginia,y
5784,2015-11-28_Kansas_Kansas State,away,home,2015-11-28,45,14,Kansas State,Kansas,53.0,21.0,O,n,y,-2000,220,Kansas_Kansas State,y
5785,2015-11-28_Kentucky_Louisville,away,home,2015-11-28,38,24,Louisville,Kentucky,48.5,6.5,O,y,n,-398.2073170731707,667.0243902439024,Kentucky_Louisville,y
5786,2015-11-28_LSU_Texas A&M,home,away,2015-11-28,7,19,Texas A&M,LSU,55.0,6.5,U,y,n,-398.2073170731707,667.0243902439024,LSU_Texas A&M,y
5787,2015-11-28_Louisiana Tech_Southern Miss,home,away,2015-11-28,58,24,Southern Miss,Louisiana Tech,62.5,4.5,O,y,n,-309.2950819672131,392.8196721311475,Louisiana Tech_Southern Miss,n
5788,2015-11-28_Maryland_Rutgers,away,home,2015-11-28,46,41,Maryland,Rutgers,55.5,1.0,O,y,n,-180.61666666666667,415.98333333333335,Maryland_Rutgers,y
5789,2015-11-28_Memphis_SMU,home,away,2015-11-28,0,63,SMU,Memphis,70.0,19.5,U,y,n,-1500,1000,Memphis_SMU,y
5790,2015-11-28_Michigan State_Penn State,home,away,2015-11-28,16,55,Penn State,Michigan State,44.0,7.5,O,y,n,-125,270,Michigan State_Penn State,y
5791,2015-11-28_Michigan_Ohio State,away,home,2015-11-28,42,13,Ohio State,Michigan,46.5,1.0,O,y,n,-180.61666666666667,415.98333333333335,Michigan_Ohio State,y
5792,2015-11-28_Minnesota_Wisconsin,away,home,2015-11-28,31,21,Wisconsin,Minnesota,44.0,1.5,O,y,n,-323.8360655737705,588.6229508196722,Minnesota_Wisconsin,y
5793,2015-11-28_Nevada_San Diego State,home,away,2015-11-28,14,31,Nevada,San Diego State,48.5,17.0,U,y,n,-430,625,Nevada_San Diego State,n
5794,2015-11-28_North Texas_UTEP,home,away,2015-11-28,20,17,UTEP,North Texas,54.0,3.0,U,y,n,-125,135,North Texas_UTEP,n
5795,2015-11-28_Notre Dame_Stanford,home,away,2015-11-28,36,38,Notre Dame,Stanford,57.5,4.0,O,y,n,-1000,165,Notre Dame_Stanford,n
5796,2015-11-28_Oklahoma_Oklahoma State,away,home,2015-11-28,58,23,Oklahoma,Oklahoma State,63.5,7.5,O,y,n,-130,977.5555555555555,Oklahoma_Oklahoma State,y
5797,2015-11-28_Tennessee_Vanderbilt,home,away,2015-11-28,28,53,Vanderbilt,Tennessee,42.0,18.0,O,y,n,-813.6111111111111,900,Tennessee_Vanderbilt,y
5798,2015-11-28_UCLA_USC,home,away,2015-11-28,21,40,UCLA,USC,61.5,2.5,U,y,n,-400,125,UCLA_USC,y
5799,2015-11-28_UNLV_Wyoming,away,home,2015-11-28,28,35,UNLV,Wyoming,59.0,2.0,O,y,n,-130,550,UNLV_Wyoming,n
5800,2015-11-28_Virginia_Virginia Tech,away,home,2015-11-28,23,20,Virginia Tech,Virginia,48.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Virginia_Virginia Tech,n
5801,2015-11-03_FCS_Toledo,home,away,2015-11-03,32,27,FCS,Toledo,62.0,7.0,U,y,n,-470.5263157894737,1887.4812030075188,FCS_Toledo,n
5802,2015-11-04_Bowling Green_Ohio,home,away,2015-11-04,24,62,Ohio,Bowling Green,65.5,20.5,O,y,n,-800,900,Bowling Green_Ohio,y
5803,2015-11-05_Appalachian State_Arkansas State,home,away,2015-11-05,40,27,Arkansas State,Appalachian State,55.5,12.5,O,y,n,-628.1851851851852,429.48148148148147,Appalachian State_Arkansas State,n
5804,2015-11-05_Ball State_Western Michigan,home,away,2015-11-05,7,54,Ball State,Western Michigan,61.5,15.5,U,y,n,-310,575,Ball State_Western Michigan,y
5805,2015-11-05_Baylor_Kansas State,away,home,2015-11-05,31,24,Baylor,Kansas State,67.0,17.0,U,n,y,-620.0,635.2702702702703,Baylor_Kansas State,n
5806,2015-11-05_Buffalo_Kent State,home,away,2015-11-05,18,17,Buffalo,Kent State,43.5,1.0,U,y,n,-105,381,Buffalo_Kent State,n
5807,2015-11-05_Fresno State_Nevada,away,home,2015-11-05,30,16,Nevada,Fresno State,54.0,4.0,U,y,n,-600,446.71084337349396,Fresno State_Nevada,y
5808,2015-11-05_Mississippi State_Missouri,away,home,2015-11-05,31,13,Mississippi State,Missouri,42.0,7.5,O,y,n,-367.5833333333333,977.5555555555555,Mississippi State_Missouri,y
5809,2015-11-06_BYU_San Jose State,away,home,2015-11-06,17,16,BYU,San Jose State,54.5,11.0,U,y,n,-377.4,748.5,BYU_San Jose State,n
5810,2015-11-06_Rice_UTEP,away,home,2015-11-06,21,24,Rice,UTEP,56.5,4.0,U,y,n,-510,446.71084337349396,Rice_UTEP,n
5811,2015-11-06_SMU_Temple,away,home,2015-11-06,60,40,Temple,SMU,50.0,13.5,O,y,n,-448.22222222222223,1511.4888888888888,SMU_Temple,y
5812,2015-11-07_Air Force_Army,home,away,2015-11-07,3,20,Army,Air Force,49.5,16.5,U,y,n,-195,605,Air Force_Army,y
5813,2015-11-07_Akron_Massachusetts,home,away,2015-11-07,17,13,Akron,Massachusetts,54.0,2.0,U,y,n,-474.98,1152.84,Akron_Massachusetts,n
5814,2015-11-07_Alabama_LSU,home,away,2015-11-07,16,30,LSU,Alabama,46.0,7.5,E,y,n,-367.5833333333333,300,Alabama_LSU,y
5815,2015-11-07_Arizona State_Washington State,home,away,2015-11-07,24,38,Arizona State,Washington State,65.0,2.0,U,y,n,-474.98,1152.84,Arizona State_Washington State,y
5816,2015-11-07_Arizona_USC,home,away,2015-11-07,30,38,Arizona,USC,69.5,19.5,U,y,n,-1123.9473684210527,1319.4736842105262,Arizona_USC,n
5817,2015-11-07_Auburn_Texas A&M,home,away,2015-11-07,26,10,Auburn,Texas A&M,59.0,7.0,U,y,n,-470.5263157894737,115,Auburn_Texas A&M,n
5818,2015-11-07_Boston College_FCS,away,home,2015-11-07,24,8,FCS,Boston College,37.0,4.0,U,y,n,-252.21686746987953,446.71084337349396,Boston College_FCS,y
5819,2015-11-07_California_Oregon,home,away,2015-11-07,28,44,California,Oregon,76.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,California_Oregon,y
5820,2015-11-07_Cincinnati_Houston,home,away,2015-11-07,30,33,Cincinnati,Houston,71.0,8.0,U,y,n,-105,290,Cincinnati_Houston,n
5821,2015-11-07_Clemson_Florida State,home,away,2015-11-07,13,23,Florida State,Clemson,55.0,12.0,U,y,n,-411.86206896551727,325,Clemson_Florida State,n
5822,2015-11-07_Colorado State_Wyoming,away,home,2015-11-07,26,7,Colorado State,Wyoming,55.5,9.5,U,y,n,-810,437.7307692307692,Colorado State_Wyoming,y
5823,2015-11-07_Colorado_Stanford,away,home,2015-11-07,42,10,Stanford,Colorado,55.5,15.5,U,n,y,-607.6153846153846,474.88461538461536,Colorado_Stanford,y
5824,2015-11-07_Connecticut_Tulane,away,home,2015-11-07,7,3,Connecticut,Tulane,44.0,5.5,U,y,n,-215,3035,Connecticut_Tulane,n
5825,2015-11-07_Duke_North Carolina,home,away,2015-11-07,31,66,Duke,North Carolina,60.0,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Duke_North Carolina,y
5826,2015-11-07_East Carolina_FCS,home,away,2015-11-07,22,17,FCS,East Carolina,55.0,4.5,U,y,n,-309.2950819672131,392.8196721311475,East Carolina_FCS,n
5827,2015-11-07_Eastern Michigan_Miami OH,home,away,2015-11-07,13,28,Eastern Michigan,Miami OH,62.5,4.0,U,y,n,-252.21686746987953,1455,Eastern Michigan_Miami OH,y
5828,2015-11-07_FCS_South Alabama,home,away,2015-11-07,45,52,FCS,South Alabama,61.5,7.5,O,y,n,-367.5833333333333,977.5555555555555,FCS_South Alabama,n
5829,2015-11-07_FCS_Tulsa,home,away,2015-11-07,30,45,FCS,Tulsa,61.0,17.0,O,y,n,-1190,670,FCS_Tulsa,n
5830,2015-11-07_FCS_Western Kentucky,home,away,2015-11-07,19,35,FCS,Western Kentucky,67.5,26.0,U,y,n,-767.8571428571429,280,FCS_Western Kentucky,n
5831,2015-11-07_Florida_Vanderbilt,home,away,2015-11-07,7,9,Vanderbilt,Florida,38.5,21.0,U,y,n,-855.2,610,Florida_Vanderbilt,n
5832,2015-11-07_Georgia State_Louisiana Lafayette,away,home,2015-11-07,23,21,Louisiana Lafayette,Georgia State,60.5,2.0,U,y,n,-474.98,1152.84,Georgia State_Louisiana Lafayette,n
5833,2015-11-07_Georgia_Kentucky,home,away,2015-11-07,3,27,Kentucky,Georgia,58.0,17.0,U,y,n,-125,620,Georgia_Kentucky,y
5834,2015-11-07_Hawaii_UNLV,home,away,2015-11-07,21,41,Hawaii,UNLV,54.0,7.5,O,y,n,-367.5833333333333,145,Hawaii_UNLV,y
5835,2015-11-07_Illinois_Purdue,away,home,2015-11-07,48,14,Illinois,Purdue,50.0,4.0,O,y,n,-185,245,Illinois_Purdue,y
5836,2015-11-07_Indiana_Iowa,away,home,2015-11-07,35,27,Iowa,Indiana,58.5,7.0,O,y,n,-300,185,Indiana_Iowa,y
5837,2015-11-07_Iowa State_Oklahoma,home,away,2015-11-07,16,52,Iowa State,Oklahoma,57.5,25.5,O,y,n,-1662.0,888.2,Iowa State_Oklahoma,y
5838,2015-11-07_Kansas_Texas,home,away,2015-11-07,20,59,Kansas,Texas,52.0,28.5,O,y,n,-1527.7777777777778,2232.777777777778,Kansas_Texas,y
5839,2015-11-07_Louisiana Monroe_Troy,home,away,2015-11-07,14,51,Louisiana Monroe,Troy,52.0,8.5,O,y,n,-370.22222222222223,1141.0740740740741,Louisiana Monroe_Troy,y
5840,2015-11-07_Louisiana Tech_North Texas,home,away,2015-11-07,13,56,North Texas,Louisiana Tech,62.0,29.0,O,y,n,-4525.0,1705.0,Louisiana Tech_North Texas,y
5841,2015-11-07_Louisville_Syracuse,home,away,2015-11-07,17,41,Syracuse,Louisville,50.5,17.0,O,y,n,-620.0,635.2702702702703,Louisville_Syracuse,y
5842,2015-11-07_Maryland_Wisconsin,away,home,2015-11-07,31,24,Wisconsin,Maryland,49.0,10.0,O,y,n,-405,3030,Maryland_Wisconsin,n
5843,2015-11-07_Memphis_Navy,home,away,2015-11-07,45,20,Navy,Memphis,63.5,10.5,O,y,n,-421.2708333333333,438.6041666666667,Memphis_Navy,n
5844,2015-11-07_Miami FL_Virginia,home,away,2015-11-07,21,27,Virginia,Miami FL,52.5,6.5,U,y,n,-398.2073170731707,260,Miami FL_Virginia,n
5845,2015-11-07_Michigan State_Nebraska,away,home,2015-11-07,38,39,Michigan State,Nebraska,56.0,4.0,O,y,n,-140,446.71084337349396,Michigan State_Nebraska,n
5846,2015-11-07_Michigan_Rutgers,home,away,2015-11-07,16,49,Rutgers,Michigan,49.0,24.5,O,y,n,-1142.235294117647,1202.0588235294117,Michigan_Rutgers,y
5847,2015-11-07_Minnesota_Ohio State,home,away,2015-11-07,14,28,Minnesota,Ohio State,53.5,23.5,U,y,n,-1360.6666666666667,1017.0,Minnesota_Ohio State,n
5848,2015-11-07_New Mexico State_Texas State,home,away,2015-11-07,31,21,New Mexico State,Texas State,69.0,16.5,U,y,n,-1718.775,539.65,New Mexico State_Texas State,n
5849,2015-11-07_New Mexico_Utah State,away,home,2015-11-07,13,14,Utah State,New Mexico,57.0,20.0,U,n,y,-887.578947368421,627.2631578947369,New Mexico_Utah State,n
5850,2015-11-07_Northwestern_Penn State,away,home,2015-11-07,21,23,Penn State,Northwestern,41.0,2.5,O,y,n,-140,630,Northwestern_Penn State,n
5851,2015-11-07_Notre Dame_Pittsburgh,away,home,2015-11-07,42,30,Notre Dame,Pittsburgh,53.0,9.0,O,y,n,-375,1475,Notre Dame_Pittsburgh,y
5852,2015-11-07_Oklahoma State_TCU,away,home,2015-11-07,29,49,TCU,Oklahoma State,76.0,6.0,O,y,n,-810,786.1044776119403,Oklahoma State_TCU,n
5853,2015-11-07_Oregon State_UCLA,away,home,2015-11-07,41,0,UCLA,Oregon State,59.5,17.0,U,n,y,-620.0,635.2702702702703,Oregon State_UCLA,y
5854,2015-11-07_South Carolina_Tennessee,home,away,2015-11-07,24,27,South Carolina,Tennessee,60.0,17.5,U,y,n,-678.28125,1520,South Carolina_Tennessee,n
5855,2015-11-07_Texas Tech_West Virginia,home,away,2015-11-07,26,31,Texas Tech,West Virginia,81.0,9.0,U,y,n,-311.2972972972973,422.86486486486484,Texas Tech_West Virginia,n
5856,2015-11-07_Utah_Washington,home,away,2015-11-07,34,23,Utah,Washington,43.0,2.5,O,y,n,-378.39325842696627,825,Utah_Washington,n
5857,2015-12-12_Army_Navy,home,away,2015-12-12,17,21,Army,Navy,51.0,22.0,U,y,n,-370,1000,Army_Navy,n
5858,2015-12-19_Appalachian State_Ohio,home,away,2015-12-19,29,31,Ohio,Appalachian State,55.0,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Appalachian State_Ohio,n
5859,2015-12-19_Arizona_New Mexico,away,home,2015-12-19,45,37,Arizona,New Mexico,64.0,9.5,O,y,n,-378.86538461538464,437.7307692307692,Arizona_New Mexico,n
5860,2015-12-19_Arkansas State_Louisiana Tech,home,away,2015-12-19,28,47,Arkansas State,Louisiana Tech,64.0,1.0,O,y,n,-180.61666666666667,415.98333333333335,Arkansas State_Louisiana Tech,y
5861,2015-12-19_BYU_Utah,home,away,2015-12-19,28,35,BYU,Utah,49.5,2.5,O,y,n,-378.39325842696627,230,BYU_Utah,y
5862,2015-12-19_Georgia State_San Jose State,away,home,2015-12-19,27,16,San Jose State,Georgia State,56.0,1.0,U,y,n,-115,100,Georgia State_San Jose State,y
5863,2015-12-22_Akron_Utah State,home,away,2015-12-22,23,21,Akron,Utah State,44.5,7.5,U,y,n,-367.5833333333333,120,Akron_Utah State,n
5864,2015-12-22_Temple_Toledo,home,away,2015-12-22,32,17,Toledo,Temple,50.0,2.5,U,y,n,-378.39325842696627,412.0,Temple_Toledo,n
5865,2015-12-23_Bowling Green_Georgia Southern,home,away,2015-12-23,58,27,Georgia Southern,Bowling Green,63.0,5.5,O,y,n,-404.5111111111111,125,Bowling Green_Georgia Southern,n
5866,2015-12-24_Cincinnati_San Diego State,home,away,2015-12-24,7,42,Cincinnati,San Diego State,56.5,2.5,U,y,n,-378.39325842696627,120,Cincinnati_San Diego State,y
5867,2015-12-24_FCS_Western Michigan,home,away,2015-12-24,31,45,FCS,Western Michigan,67.0,2.5,O,y,n,-378.39325842696627,412.0,FCS_Western Michigan,y
5868,2015-12-26_Connecticut_Marshall,home,away,2015-12-26,10,16,Connecticut,Marshall,44.0,2.5,U,y,n,-378.39325842696627,412.0,Connecticut_Marshall,y
5869,2015-12-26_Duke_Indiana,away,home,2015-12-26,41,44,Indiana,Duke,73.0,3.0,O,y,n,-165,425,Duke_Indiana,n
5870,2015-12-26_Miami FL_Washington State,home,away,2015-12-26,14,20,Miami FL,Washington State,62.5,1.5,U,y,n,-323.8360655737705,270,Miami FL_Washington State,y
5871,2015-12-26_Nebraska_UCLA,home,away,2015-12-26,37,29,Nebraska,UCLA,62.0,5.0,O,y,n,-398.10526315789474,140,Nebraska_UCLA,n
5872,2015-12-26_Southern Miss_Washington,home,away,2015-12-26,31,44,Southern Miss,Washington,51.5,8.0,O,y,n,-434.64102564102564,358.0,Southern Miss_Washington,y
5873,2015-12-26_Tulsa_Virginia Tech,home,away,2015-12-26,52,55,Tulsa,Virginia Tech,62.5,13.5,O,y,n,-448.22222222222223,1511.4888888888888,Tulsa_Virginia Tech,n
5874,2015-12-28_Central Michigan_Minnesota,home,away,2015-12-28,14,21,Central Michigan,Minnesota,50.0,6.0,U,y,n,-524.776119402985,190,Central Michigan_Minnesota,y
5875,2015-12-28_Navy_Pittsburgh,home,away,2015-12-28,28,44,Pittsburgh,Navy,52.5,3.0,O,y,n,-276.2142857142857,695.625,Navy_Pittsburgh,y
5876,2015-12-29_Air Force_California,home,away,2015-12-29,36,55,Air Force,California,71.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,Air Force_California,y
5877,2015-12-29_Baylor_North Carolina,home,away,2015-12-29,49,38,Baylor,North Carolina,74.0,3.0,O,y,n,-276.2142857142857,185,Baylor_North Carolina,n
5878,2015-12-29_Colorado State_Nevada,home,away,2015-12-29,28,23,Nevada,Colorado State,56.0,4.5,U,y,n,-309.2950819672131,392.8196721311475,Colorado State_Nevada,n
5879,2015-12-29_LSU_Texas Tech,home,away,2015-12-29,27,56,Texas Tech,LSU,74.0,7.0,O,y,n,-470.5263157894737,130,LSU_Texas Tech,y
5880,2015-12-30_Auburn_Memphis,home,away,2015-12-30,10,31,Memphis,Auburn,64.5,3.0,U,y,n,-276.2142857142857,695.625,Auburn_Memphis,y
5881,2015-12-30_FCS_Mississippi State,home,away,2015-12-30,28,51,FCS,Mississippi State,61.5,6.0,O,y,n,-165,200,FCS_Mississippi State,y
5882,2015-12-30_Louisville_Texas A&M,away,home,2015-12-30,27,21,Louisville,Texas A&M,49.5,3.0,U,y,n,-276.2142857142857,695.625,Louisville_Texas A&M,y
5883,2015-12-30_USC_Wisconsin,home,away,2015-12-30,23,21,Wisconsin,USC,51.0,4.0,U,y,n,-252.21686746987953,250,USC_Wisconsin,n
5884,2015-12-31_Alabama_Michigan State,home,away,2015-12-31,0,38,Michigan State,Alabama,46.0,10.0,U,y,n,-175,310,Alabama_Michigan State,y
5885,2015-12-31_Clemson_Oklahoma,away,home,2015-12-31,17,37,Oklahoma,Clemson,64.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Clemson_Oklahoma,n
5886,2015-12-31_Florida State_Houston,home,away,2015-12-31,38,24,Houston,Florida State,57.0,7.5,O,y,n,-367.5833333333333,977.5555555555555,Florida State_Houston,n
5887,2015-12-04_Bowling Green_FCS,home,away,2015-12-04,14,34,FCS,Bowling Green,69.0,14.0,U,y,n,-480.8358208955224,508.25373134328356,Bowling Green_FCS,y
5888,2015-12-05_Air Force_San Diego State,home,away,2015-12-05,24,27,Air Force,San Diego State,46.5,4.0,O,y,n,-252.21686746987953,446.71084337349396,Air Force_San Diego State,n
5889,2015-12-05_Alabama_Florida,home,away,2015-12-05,15,29,Florida,Alabama,38.0,17.0,O,y,n,-620.0,155,Alabama_Florida,n
5890,2015-12-05_Appalachian State_South Alabama,away,home,2015-12-05,34,27,Appalachian State,South Alabama,59.5,19.0,O,n,y,-725.7692307692307,1304.5384615384614,Appalachian State_South Alabama,n
5891,2015-12-05_Arkansas State_Texas State,home,away,2015-12-05,17,55,Texas State,Arkansas State,68.0,25.0,O,y,n,-110,1600,Arkansas State_Texas State,y
5892,2015-12-05_Baylor_Texas,home,away,2015-12-05,23,17,Texas,Baylor,64.5,21.0,U,y,n,-855.2,1000,Baylor_Texas,n
5893,2015-12-05_Clemson_North Carolina,home,away,2015-12-05,37,45,North Carolina,Clemson,69.0,6.5,O,y,n,-180,220,Clemson_North Carolina,y
5894,2015-12-05_Georgia Southern_Georgia State,home,away,2015-12-05,34,7,Georgia State,Georgia Southern,58.0,20.5,U,y,n,-999.9047619047619,786.952380952381,Georgia Southern_Georgia State,n
5895,2015-12-05_Houston_Temple,home,away,2015-12-05,13,24,Temple,Houston,53.0,5.0,U,y,n,-398.10526315789474,185,Houston_Temple,y
5896,2015-12-05_Iowa_Michigan State,away,home,2015-12-05,16,13,Michigan State,Iowa,49.5,3.5,U,y,n,-252.70491803278688,1557.639344262295,Iowa_Michigan State,n
5897,2015-12-05_Kansas State_West Virginia,away,home,2015-12-05,23,24,West Virginia,Kansas State,54.5,6.5,U,y,n,-1400,667.0243902439024,Kansas State_West Virginia,n
5898,2015-12-05_Louisiana Lafayette_Troy,home,away,2015-12-05,41,17,Troy,Louisiana Lafayette,57.5,1.5,O,y,n,-323.8360655737705,260,Louisiana Lafayette_Troy,n
5899,2015-12-05_Louisiana Monroe_New Mexico State,none,none,2015-12-05,35,42,New Mexico State,Louisiana Monroe,59.0,0.0,O,y,n,-110.0,-110.0,Louisiana Monroe_New Mexico State,eq
5900,2015-12-05_Southern Miss_Western Kentucky,home,away,2015-12-05,28,45,Southern Miss,Western Kentucky,77.0,7.0,U,y,n,-470.5263157894737,1887.4812030075188,Southern Miss_Western Kentucky,y
5901,2015-12-05_Stanford_USC,home,away,2015-12-05,22,41,USC,Stanford,59.0,4.5,O,y,n,-309.2950819672131,392.8196721311475,Stanford_USC,y
5902,2015-09-10_Louisiana Tech_Western Kentucky,away,home,2015-09-10,38,41,Louisiana Tech,Western Kentucky,63.5,2.5,O,y,n,-378.39325842696627,412.0,Louisiana Tech_Western Kentucky,n
5903,2015-09-11_Utah_Utah State,home,away,2015-09-11,14,24,Utah State,Utah,44.0,11.5,U,y,n,-495.29411764705884,2870,Utah_Utah State,n
5904,2015-09-12_Air Force_San Jose State,home,away,2015-09-12,16,37,San Jose State,Air Force,58.5,4.0,U,y,n,-475,170,Air Force_San Jose State,y
5905,2015-09-12_Akron_Pittsburgh,away,home,2015-09-12,24,7,Pittsburgh,Akron,50.0,12.0,U,y,n,-411.86206896551727,430.82758620689657,Akron_Pittsburgh,y
5906,2015-09-12_Alabama_FCS,home,away,2015-09-12,10,37,FCS,Alabama,56.5,34.5,U,y,n,-3561.875,6212.125,Alabama_FCS,n
5907,2015-09-12_Appalachian State_Clemson,home,away,2015-09-12,10,41,Appalachian State,Clemson,57.0,18.5,U,y,n,-645.2941176470588,748.2352941176471,Appalachian State_Clemson,y
5908,2015-09-12_Arizona State_FCS,home,away,2015-09-12,21,35,FCS,Arizona State,64.5,35.5,U,y,n,-215,9000,Arizona State_FCS,n
5909,2015-09-12_Arizona_Nevada,away,home,2015-09-12,44,20,Arizona,Nevada,63.5,9.5,O,y,n,-378.86538461538464,437.7307692307692,Arizona_Nevada,y
5910,2015-09-12_Arkansas State_Missouri,away,home,2015-09-12,27,20,Missouri,Arkansas State,54.5,9.5,U,y,n,-400,330,Arkansas State_Missouri,n
5911,2015-09-12_Arkansas_Toledo,home,away,2015-09-12,16,12,Toledo,Arkansas,56.0,22.5,U,y,n,-395.0,6335,Arkansas_Toledo,n
5912,2015-09-12_Army_Connecticut,home,away,2015-09-12,17,22,Army,Connecticut,47.5,7.0,U,y,n,-470.5263157894737,910,Army_Connecticut,n
5913,2015-09-12_Auburn_Jacksonville State,home,away,2015-09-12,20,27,Jacksonville State,Auburn,63.0,39.5,U,y,n,-740.0,22425.0,Auburn_Jacksonville State,n
5914,2015-09-12_BYU_Boise State,away,home,2015-09-12,24,35,Boise State,BYU,56.0,2.0,O,y,n,-474.98,1152.84,BYU_Boise State,n
5915,2015-09-12_Ball State_Texas A&M,home,away,2015-09-12,23,56,Ball State,Texas A&M,64.5,31.0,O,y,n,-237.5,830,Ball State_Texas A&M,y
5916,2015-09-12_Boston College_FCS,home,away,2015-09-12,0,76,FCS,Boston College,58.5,44.0,O,y,n,-475.0,4500,Boston College_FCS,y
5917,2015-09-12_Bowling Green_Maryland,home,away,2015-09-12,48,27,Bowling Green,Maryland,70.5,7.0,O,y,n,-375,230,Bowling Green_Maryland,n
5918,2015-09-12_Buffalo_Penn State,home,away,2015-09-12,14,27,Buffalo,Penn State,47.5,17.0,U,y,n,-620.0,635.2702702702703,Buffalo_Penn State,n
5919,2015-09-12_California_San Diego State,home,away,2015-09-12,7,35,San Diego State,California,59.0,12.5,U,y,n,-515,400,California_San Diego State,y
5920,2015-09-12_Central Michigan_FCS,home,away,2015-09-12,10,31,FCS,Central Michigan,56.5,20.5,U,y,n,-999.9047619047619,786.952380952381,Central Michigan_FCS,y
5921,2015-09-12_Cincinnati_Temple,home,away,2015-09-12,34,26,Temple,Cincinnati,55.5,6.0,O,y,n,-524.776119402985,786.1044776119403,Cincinnati_Temple,n
5922,2015-09-12_Colorado State_Minnesota,away,home,2015-09-12,23,20,Minnesota,Colorado State,60.0,4.0,U,y,n,-252.21686746987953,446.71084337349396,Colorado State_Minnesota,n
5923,2015-09-12_Colorado_Massachusetts,home,away,2015-09-12,14,48,Massachusetts,Colorado,61.0,13.0,O,y,n,-185,410,Colorado_Massachusetts,y
5924,2015-09-12_Duke_FCS,home,away,2015-09-12,0,55,FCS,Duke,60.5,32.0,U,y,n,-3513.3333333333335,3500,Duke_FCS,y
5925,2015-09-12_East Carolina_Florida,home,away,2015-09-12,24,31,East Carolina,Florida,53.5,20.5,O,y,n,-999.9047619047619,786.952380952381,East Carolina_Florida,n
5926,2015-09-12_Eastern Michigan_Wyoming,home,away,2015-09-12,48,29,Eastern Michigan,Wyoming,52.0,11.0,O,y,n,-377.4,748.5,Eastern Michigan_Wyoming,n
5927,2015-09-12_FCS_Florida State,home,away,2015-09-12,14,34,FCS,Florida State,53.5,28.5,U,y,n,-1527.7777777777778,2232.777777777778,FCS_Florida State,n
5928,2015-09-12_FCS_Illinois,home,away,2015-09-12,0,44,FCS,Illinois,59.5,23.0,U,y,n,-566.0769230769231,1060.8461538461538,FCS_Illinois,y
5929,2015-09-12_FCS_Indiana,home,away,2015-09-12,22,36,FCS,Indiana,56.0,8.5,O,y,n,-370.22222222222223,1141.0740740740741,FCS_Indiana,y
5930,2015-09-12_FCS_Kent State,home,away,2015-09-12,13,45,FCS,Kent State,43.0,29.5,O,y,n,-2493.3333333333335,3011.3333333333335,FCS_Kent State,y
5931,2015-09-12_FCS_Louisiana Lafayette,home,away,2015-09-12,17,44,FCS,Louisiana Lafayette,59.0,23.0,O,y,n,-566.0769230769231,1060.8461538461538,FCS_Louisiana Lafayette,y
5932,2015-09-12_FCS_Louisiana Monroe,home,away,2015-09-12,0,47,FCS,Louisiana Monroe,57.0,39.5,U,y,n,-740.0,1075,FCS_Louisiana Monroe,y
