,game_id,full_date,spread,ou,ou_total,home,away,match_key,home_score,away_score,fav_side,dog_side,favorite_covered,spread_home_cover,spread_away_cover,ml_fav,ml_dog
0,2023-08-26_FIU_Louisiana Tech,2023-08-26,12.0,U,57.5,Louisiana Tech,FIU,FIU_Louisiana Tech,22,17,away,home,n,n,y,-411.86206896551727,430.82758620689657
1,2023-08-26_Hawaii_Vanderbilt,2023-08-26,17.0,O,54.5,Vanderbilt,Hawaii,Hawaii_Vanderbilt,35,28,away,home,n,n,y,-620.0,635.2702702702703
2,2023-08-26_Jacksonville State_UTEP,2023-08-26,1.5,U,54.5,Jacksonville State,UTEP,Jacksonville State_UTEP,17,14,home,away,y,y,n,-323.8360655737705,588.6229508196722
3,2023-08-26_Massachusetts_New Mexico State,2023-08-26,7.0,O,45.0,New Mexico State,Massachusetts,Massachusetts_New Mexico State,30,41,away,home,y,n,y,-470.5263157894737,1887.4812030075188
4,2023-08-26_Navy_Notre Dame,2023-08-26,20.5,U,49.5,Notre Dame,Navy,Navy_Notre Dame,42,3,away,home,n,y,n,-999.9047619047619,786.952380952381
5,2023-08-26_Ohio_San Diego State,2023-08-26,2.0,U,48.5,San Diego State,Ohio,Ohio_San Diego State,20,13,away,home,n,y,n,-474.98,1152.84
6,2023-08-26_San Jose State_USC,2023-08-26,31.0,O,66.0,USC,San Jose State,San Jose State_USC,56,28,home,away,n,n,y,-237.5,2932.5
7,2023-08-31_Connecticut_NC State,2023-08-31,14.5,U,48.0,Connecticut,NC State,Connecticut_NC State,14,24,home,away,n,n,y,-730.8421052631579,496.3421052631579
8,2023-08-31_Kent State_UCF,2023-08-31,35.5,O,53.5,UCF,Kent State,Kent State_UCF,56,6,home,away,y,y,n,-307.85714285714283,8100.0
9,2023-08-31_Minnesota_Nebraska,2023-08-31,7.5,U,43.0,Minnesota,Nebraska,Minnesota_Nebraska,13,10,away,home,n,n,y,-367.5833333333333,977.5555555555555
10,2023-09-01_Central Michigan_Michigan State,2023-09-01,14.0,U,44.5,Michigan State,Central Michigan,Central Michigan_Michigan State,31,7,away,home,n,y,n,-480.8358208955224,508.25373134328356
11,2023-09-01_Georgia Tech_Louisville,2023-09-01,7.5,O,49.5,Georgia Tech,Louisville,Georgia Tech_Louisville,34,39,away,home,n,y,n,-367.5833333333333,977.5555555555555
12,2023-09-01_Hawaii_Stanford,2023-09-01,2.5,O,54.5,Hawaii,Stanford,Hawaii_Stanford,24,37,away,home,y,n,y,-378.39325842696627,412.0
13,2023-09-02_Akron_Temple,2023-09-02,9.5,U,55.0,Temple,Akron,Akron_Temple,24,21,away,home,n,n,y,-378.86538461538464,437.7307692307692
14,2023-09-02_Alabama_Middle Tennessee,2023-09-02,39.0,O,52.0,Alabama,Middle Tennessee,Alabama_Middle Tennessee,56,7,home,away,y,y,n,-170.0,16000.0
15,2023-09-02_Arkansas State_Oklahoma,2023-09-02,36.5,O,57.5,Oklahoma,Arkansas State,Arkansas State_Oklahoma,73,0,away,home,n,y,n,-103.0,7500.0
16,2023-09-02_Army_Louisiana Monroe,2023-09-02,8.5,U,47.0,Louisiana Monroe,Army,Army_Louisiana Monroe,17,13,away,home,n,n,y,-370.22222222222223,1141.0740740740741
17,2023-09-02_Auburn_Massachusetts,2023-09-02,35.0,O,51.0,Auburn,Massachusetts,Auburn_Massachusetts,59,14,home,away,y,y,n,-1167.1666666666667,6666.666666666667
18,2023-09-02_Ball State_Kentucky,2023-09-02,25.5,O,49.0,Kentucky,Ball State,Ball State_Kentucky,44,14,away,home,n,y,n,-1662.0,888.2
19,2023-09-02_Baylor_Texas State,2023-09-02,27.0,O,59.0,Baylor,Texas State,Baylor_Texas State,31,42,home,away,n,n,y,-917.1111111111111,1494.7777777777778
20,2023-09-02_Boise State_Washington,2023-09-02,14.5,O,59.0,Washington,Boise State,Boise State_Washington,56,19,away,home,n,y,n,-730.8421052631579,496.3421052631579
21,2023-09-02_Boston College_Northern Illinois,2023-09-02,8.0,O,50.0,Boston College,Northern Illinois,Boston College_Northern Illinois,24,27,away,home,n,y,n,-434.64102564102564,358.0
22,2023-09-02_Bowling Green_Liberty,2023-09-02,8.0,O,49.0,Liberty,Bowling Green,Bowling Green_Liberty,34,24,away,home,n,y,n,-434.64102564102564,358.0
23,2023-09-02_Buffalo_Wisconsin,2023-09-02,28.5,O,52.5,Wisconsin,Buffalo,Buffalo_Wisconsin,38,17,away,home,n,n,y,-1527.7777777777778,2232.777777777778
24,2023-09-02_California_North Texas,2023-09-02,5.0,O,53.5,North Texas,California,California_North Texas,21,58,home,away,n,n,y,-398.10526315789474,415.05263157894734
25,2023-09-02_Coastal Carolina_UCLA,2023-09-02,15.5,U,66.5,UCLA,Coastal Carolina,Coastal Carolina_UCLA,27,13,home,away,n,n,y,-607.6153846153846,474.88461538461536
26,2023-09-02_Colorado State_Washington State,2023-09-02,8.5,O,54.0,Colorado State,Washington State,Colorado State_Washington State,24,50,away,home,y,n,y,-370.22222222222223,1141.0740740740741
27,2023-09-02_Colorado_TCU,2023-09-02,21.0,O,63.5,TCU,Colorado,Colorado_TCU,42,45,home,away,n,n,y,-855.2,704.6285714285714
28,2023-09-02_East Carolina_Michigan,2023-09-02,35.5,U,53.5,Michigan,East Carolina,East Carolina_Michigan,30,3,away,home,n,n,y,-307.85714285714283,8100.0
29,2023-09-02_Fresno State_Purdue,2023-09-02,4.0,O,47.0,Purdue,Fresno State,Fresno State_Purdue,35,39,away,home,n,y,n,-252.21686746987953,446.71084337349396
30,2023-09-02_Houston_UTSA,2023-09-02,2.5,U,59.0,Houston,UTSA,Houston_UTSA,17,14,home,away,y,y,n,-378.39325842696627,412.0
31,2023-09-02_Illinois_Toledo,2023-09-02,7.5,O,45.5,Illinois,Toledo,Illinois_Toledo,30,28,home,away,n,n,y,-367.5833333333333,977.5555555555555
32,2023-09-02_Indiana_Ohio State,2023-09-02,30.0,U,59.5,Indiana,Ohio State,Indiana_Ohio State,3,23,away,home,n,y,n,-2039.0,2622.8333333333335
33,2023-09-02_Iowa_Utah State,2023-09-02,24.0,U,43.5,Iowa,Utah State,Iowa_Utah State,24,14,home,away,n,n,y,-1007.78125,1114.375
34,2023-09-02_Louisiana Tech_SMU,2023-09-02,21.0,U,66.5,SMU,Louisiana Tech,Louisiana Tech_SMU,38,14,home,away,y,y,n,-855.2,704.6285714285714
35,2023-09-02_Nevada_USC,2023-09-02,38.0,O,63.5,USC,Nevada,Nevada_USC,66,14,home,away,y,y,n,-575.0,19500.0
36,2023-09-02_New Mexico_Texas A&M,2023-09-02,38.0,O,49.5,Texas A&M,New Mexico,New Mexico_Texas A&M,52,10,away,home,n,y,n,-575.0,19500.0
37,2023-09-02_North Carolina_South Carolina,2023-09-02,2.5,U,63.5,South Carolina,North Carolina,North Carolina_South Carolina,17,31,home,away,n,n,y,-378.39325842696627,412.0
38,2023-09-02_Old Dominion_Virginia Tech,2023-09-02,16.5,O,48.0,Virginia Tech,Old Dominion,Old Dominion_Virginia Tech,36,17,home,away,y,y,n,-1718.775,539.65
39,2023-09-02_Penn State_West Virginia,2023-09-02,21.0,O,48.5,Penn State,West Virginia,Penn State_West Virginia,38,15,home,away,y,y,n,-855.2,704.6285714285714
40,2023-09-02_South Alabama_Tulane,2023-09-02,6.0,O,51.0,Tulane,South Alabama,South Alabama_Tulane,37,17,away,home,n,y,n,-524.776119402985,786.1044776119403
41,2023-09-02_Tennessee_Virginia,2023-09-02,27.5,O,55.5,Tennessee,Virginia,Tennessee_Virginia,49,13,home,away,y,y,n,-3594.4117647058824,1418.1176470588234
42,2023-09-02_Texas Tech_Wyoming,2023-09-02,13.5,O,50.5,Wyoming,Texas Tech,Texas Tech_Wyoming,35,33,home,away,n,n,y,-448.22222222222223,1511.4888888888888
43,2023-09-02_USF_Western Kentucky,2023-09-02,13.0,U,71.5,Western Kentucky,USF,USF_Western Kentucky,41,24,away,home,n,y,n,-462.03125,577.53125
44,2023-09-03_Florida State_LSU,2023-09-03,2.0,O,56.5,Florida State,LSU,Florida State_LSU,45,24,home,away,y,y,n,-474.98,1152.84
45,2023-09-03_Northwestern_Rutgers,2023-09-03,5.0,U,38.5,Rutgers,Northwestern,Northwestern_Rutgers,24,7,away,home,n,y,n,-398.10526315789474,415.05263157894734
46,2023-09-03_Oregon State_San Jose State,2023-09-03,14.0,O,56.5,San Jose State,Oregon State,Oregon State_San Jose State,17,42,home,away,n,n,y,-480.8358208955224,508.25373134328356
47,2023-09-04_Clemson_Duke,2023-09-04,12.0,U,54.5,Duke,Clemson,Clemson_Duke,28,7,home,away,y,y,n,-411.86206896551727,430.82758620689657
48,2023-09-08_Illinois_Kansas,2023-09-08,3.5,U,57.5,Kansas,Illinois,Illinois_Kansas,34,23,away,home,n,y,n,-252.70491803278688,1557.639344262295
49,2023-09-09_Air Force_Sam Houston,2023-09-09,13.5,U,36.5,Sam Houston,Air Force,Air Force_Sam Houston,3,13,away,home,n,y,n,-448.22222222222223,1511.4888888888888
50,2023-09-09_Alabama_Texas,2023-09-09,7.0,O,53.5,Alabama,Texas,Alabama_Texas,24,34,home,away,n,n,y,-470.5263157894737,1887.4812030075188
51,2023-09-09_Appalachian State_North Carolina,2023-09-09,19.5,O,58.0,North Carolina,Appalachian State,Appalachian State_North Carolina,40,34,away,home,n,n,y,-1123.9473684210527,1319.4736842105262
52,2023-09-09_Arizona State_Oklahoma State,2023-09-09,2.5,U,53.5,Arizona State,Oklahoma State,Arizona State_Oklahoma State,15,27,home,away,n,n,y,-378.39325842696627,412.0
53,2023-09-09_Arizona_Mississippi State,2023-09-09,9.0,U,60.0,Mississippi State,Arizona,Arizona_Mississippi State,31,24,away,home,n,n,y,-311.2972972972973,422.86486486486484
54,2023-09-09_Arkansas State_Memphis,2023-09-09,21.0,U,57.0,Arkansas State,Memphis,Arkansas State_Memphis,3,37,away,home,y,n,y,-855.2,704.6285714285714
55,2023-09-09_Arkansas_Kent State,2023-09-09,38.0,U,57.5,Arkansas,Kent State,Arkansas_Kent State,28,6,home,away,n,n,y,-575.0,19500.0
56,2023-09-09_Auburn_California,2023-09-09,5.0,U,55.5,California,Auburn,Auburn_California,10,14,home,away,n,n,y,-398.10526315789474,415.05263157894734
57,2023-09-09_Baylor_Utah,2023-09-09,7.0,U,45.5,Baylor,Utah,Baylor_Utah,13,20,away,home,n,y,n,-470.5263157894737,1887.4812030075188
58,2023-09-09_Boise State_UCF,2023-09-09,3.0,U,58.5,Boise State,UCF,Boise State_UCF,16,18,home,away,n,n,y,-276.2142857142857,695.625
59,2023-09-09_Charlotte_Maryland,2023-09-09,24.5,O,50.0,Maryland,Charlotte,Charlotte_Maryland,38,20,away,home,n,n,y,-1142.235294117647,1202.0588235294117
60,2023-09-09_Coastal Carolina_Jacksonville State,2023-09-09,13.5,U,61.0,Coastal Carolina,Jacksonville State,Coastal Carolina_Jacksonville State,30,16,home,away,y,y,n,-448.22222222222223,1511.4888888888888
61,2023-09-09_Colorado_Nebraska,2023-09-09,2.5,U,56.5,Colorado,Nebraska,Colorado_Nebraska,36,14,home,away,y,y,n,-378.39325842696627,412.0
62,2023-09-09_Connecticut_Georgia State,2023-09-09,3.0,U,54.5,Georgia State,Connecticut,Connecticut_Georgia State,35,14,away,home,n,y,n,-276.2142857142857,695.625
63,2023-09-09_East Carolina_Marshall,2023-09-09,3.0,O,43.5,East Carolina,Marshall,East Carolina_Marshall,13,31,away,home,y,n,y,-276.2142857142857,695.625
64,2023-09-09_Eastern Michigan_Minnesota,2023-09-09,19.5,U,48.0,Minnesota,Eastern Michigan,Eastern Michigan_Minnesota,25,6,away,home,n,n,y,-1123.9473684210527,1319.4736842105262
65,2023-09-09_FIU_North Texas,2023-09-09,11.0,O,51.5,FIU,North Texas,FIU_North Texas,46,39,away,home,n,n,y,-377.4,748.5
66,2023-09-09_Florida State_Southern Miss,2023-09-09,31.0,O,54.0,Florida State,Southern Miss,Florida State_Southern Miss,66,13,home,away,y,y,n,-237.5,2932.5
67,2023-09-09_Georgia Southern_UAB,2023-09-09,7.0,O,63.0,Georgia Southern,UAB,Georgia Southern_UAB,49,35,away,home,n,y,n,-470.5263157894737,1887.4812030075188
68,2023-09-09_Houston_Rice,2023-09-09,7.0,O,51.0,Rice,Houston,Houston_Rice,43,41,home,away,n,n,y,-470.5263157894737,1887.4812030075188
69,2023-09-09_Iowa_Iowa State,2023-09-09,3.5,U,35.0,Iowa State,Iowa,Iowa_Iowa State,13,20,home,away,n,n,y,-252.70491803278688,1557.639344262295
70,2023-09-09_James Madison_Virginia,2023-09-09,6.5,O,40.0,Virginia,James Madison,James Madison_Virginia,35,36,home,away,n,n,y,-398.2073170731707,667.0243902439024
71,2023-09-09_Kansas State_Troy,2023-09-09,15.0,O,50.0,Kansas State,Troy,Kansas State_Troy,42,13,home,away,y,y,n,-540.32,502.0
72,2023-09-09_Liberty_New Mexico State,2023-09-09,9.5,U,54.5,Liberty,New Mexico State,Liberty_New Mexico State,33,17,home,away,y,y,n,-378.86538461538464,437.7307692307692
73,2023-09-09_Miami FL_Texas A&M,2023-09-09,2.5,O,50.0,Miami FL,Texas A&M,Miami FL_Texas A&M,48,33,away,home,n,y,n,-378.39325842696627,412.0
74,2023-09-09_Michigan_UNLV,2023-09-09,38.0,U,57.5,Michigan,UNLV,Michigan_UNLV,35,7,away,home,n,n,y,-575.0,19500.0
75,2023-09-09_Middle Tennessee_Missouri,2023-09-09,21.0,U,47.5,Missouri,Middle Tennessee,Middle Tennessee_Missouri,23,19,home,away,n,n,y,-855.2,704.6285714285714
76,2023-09-09_Northwestern_UTEP,2023-09-09,1.0,O,39.5,Northwestern,UTEP,Northwestern_UTEP,38,7,away,home,n,y,n,-180.61666666666667,415.98333333333335
77,2023-09-09_Oklahoma_SMU,2023-09-09,16.5,U,69.0,Oklahoma,SMU,Oklahoma_SMU,28,11,away,home,n,y,n,-1718.775,539.65
78,2023-09-09_Ole Miss_Tulane,2023-09-09,13.0,U,60.5,Tulane,Ole Miss,Ole Miss_Tulane,20,37,home,away,n,n,y,-462.03125,577.53125
79,2023-09-09_Oregon_Texas Tech,2023-09-09,4.5,U,69.0,Texas Tech,Oregon,Oregon_Texas Tech,30,38,home,away,n,n,y,-309.2950819672131,392.8196721311475
80,2023-09-09_Rutgers_Temple,2023-09-09,7.5,U,43.5,Rutgers,Temple,Rutgers_Temple,36,7,home,away,y,y,n,-367.5833333333333,977.5555555555555
81,2023-09-09_San Diego State_UCLA,2023-09-09,13.0,U,49.0,San Diego State,UCLA,San Diego State_UCLA,10,35,home,away,n,n,y,-462.03125,577.53125
82,2023-09-09_Stanford_USC,2023-09-09,28.5,U,70.0,USC,Stanford,Stanford_USC,56,10,home,away,y,y,n,-1527.7777777777778,2232.777777777778
83,2023-09-09_Syracuse_Western Michigan,2023-09-09,24.5,U,56.5,Syracuse,Western Michigan,Syracuse_Western Michigan,48,7,home,away,y,y,n,-1142.235294117647,1202.0588235294117
84,2023-09-09_Texas State_UTSA,2023-09-09,14.0,U,66.0,UTSA,Texas State,Texas State_UTSA,20,13,home,away,n,n,y,-480.8358208955224,508.25373134328356
85,2023-09-09_Tulsa_Washington,2023-09-09,34.0,U,66.5,Washington,Tulsa,Tulsa_Washington,43,10,away,home,n,n,y,-6605.0,6538.333333333333
86,2023-09-09_Vanderbilt_Wake Forest,2023-09-09,9.5,E,56.0,Wake Forest,Vanderbilt,Vanderbilt_Wake Forest,36,20,away,home,n,y,n,-378.86538461538464,437.7307692307692
87,2023-09-09_Washington State_Wisconsin,2023-09-09,5.5,U,58.0,Washington State,Wisconsin,Washington State_Wisconsin,31,22,away,home,n,y,n,-404.5111111111111,991.0444444444445
88,2023-09-14_Memphis_Navy,2023-09-14,11.5,O,47.0,Memphis,Navy,Memphis_Navy,28,24,home,away,n,n,y,-495.29411764705884,393.0
89,2023-09-15_Air Force_Utah State,2023-09-15,9.0,O,45.5,Air Force,Utah State,Air Force_Utah State,39,21,home,away,y,y,n,-311.2972972972973,422.86486486486484
90,2023-09-15_Army_UTSA,2023-09-15,7.0,O,41.5,UTSA,Army,Army_UTSA,29,37,home,away,n,n,y,-470.5263157894737,1887.4812030075188
91,2023-09-15_Maryland_Virginia,2023-09-15,16.0,O,48.5,Maryland,Virginia,Maryland_Virginia,42,14,home,away,y,y,n,-586.3076923076923,832.8846153846154
92,2023-09-16_Akron_Kentucky,2023-09-16,25.0,U,48.5,Kentucky,Akron,Akron_Kentucky,35,3,away,home,n,y,n,-1559.4444444444443,1209.5555555555557
93,2023-09-16_Alabama_USF,2023-09-16,34.5,U,61.0,USF,Alabama,Alabama_USF,3,17,away,home,n,y,n,-3561.875,6212.125
94,2023-09-16_Appalachian State_East Carolina,2023-09-16,7.5,O,48.5,Appalachian State,East Carolina,Appalachian State_East Carolina,43,28,away,home,n,y,n,-367.5833333333333,977.5555555555555
95,2023-09-16_Arizona State_Fresno State,2023-09-16,3.5,U,48.0,Arizona State,Fresno State,Arizona State_Fresno State,0,29,away,home,y,n,y,-252.70491803278688,1557.639344262295
96,2023-09-16_Arkansas_BYU,2023-09-16,8.0,O,48.0,Arkansas,BYU,Arkansas_BYU,31,38,away,home,n,y,n,-434.64102564102564,358.0
97,2023-09-16_Boston College_Florida State,2023-09-16,25.5,O,48.0,Boston College,Florida State,Boston College_Florida State,29,31,away,home,n,y,n,-1662.0,888.2
98,2023-09-16_Buffalo_Liberty,2023-09-16,3.0,O,54.0,Buffalo,Liberty,Buffalo_Liberty,27,55,away,home,y,n,y,-276.2142857142857,695.625
99,2023-09-16_Central Michigan_Notre Dame,2023-09-16,35.0,O,51.0,Notre Dame,Central Michigan,Central Michigan_Notre Dame,41,17,away,home,n,n,y,-1167.1666666666667,6666.666666666667
100,2023-09-16_Charlotte_Georgia State,2023-09-16,4.5,O,52.0,Charlotte,Georgia State,Charlotte_Georgia State,25,41,away,home,y,n,y,-309.2950819672131,392.8196721311475
101,2023-09-16_Colorado_Colorado State,2023-09-16,23.0,O,63.0,Colorado,Colorado State,Colorado_Colorado State,43,35,away,home,n,n,y,-566.0769230769231,1060.8461538461538
102,2023-09-16_Connecticut_FIU,2023-09-16,7.0,U,44.0,Connecticut,FIU,Connecticut_FIU,17,24,away,home,n,y,n,-470.5263157894737,1887.4812030075188
103,2023-09-16_Eastern Michigan_Massachusetts,2023-09-16,7.5,U,50.0,Eastern Michigan,Massachusetts,Eastern Michigan_Massachusetts,19,17,home,away,n,n,y,-367.5833333333333,977.5555555555555
104,2023-09-16_Florida_Tennessee,2023-09-16,5.5,U,56.5,Florida,Tennessee,Florida_Tennessee,29,16,away,home,n,y,n,-404.5111111111111,991.0444444444445
105,2023-09-16_Georgia Southern_Wisconsin,2023-09-16,20.5,U,65.5,Wisconsin,Georgia Southern,Georgia Southern_Wisconsin,35,14,away,home,n,y,n,-999.9047619047619,786.952380952381
106,2023-09-16_Georgia_South Carolina,2023-09-16,26.5,U,54.0,Georgia,South Carolina,Georgia_South Carolina,24,14,away,home,n,n,y,-1588.5555555555557,1173.111111111111
107,2023-09-16_Hawaii_Oregon,2023-09-16,38.0,U,68.5,Oregon,Hawaii,Hawaii_Oregon,55,10,home,away,y,y,n,-575.0,19500.0
108,2023-09-16_Houston_TCU,2023-09-16,7.0,U,64.0,Houston,TCU,Houston_TCU,13,36,home,away,n,n,y,-470.5263157894737,1887.4812030075188
109,2023-09-16_Illinois_Penn State,2023-09-16,14.0,U,47.5,Illinois,Penn State,Illinois_Penn State,13,30,home,away,n,n,y,-480.8358208955224,508.25373134328356
110,2023-09-16_Indiana_Louisville,2023-09-16,10.0,U,50.5,Indiana,Louisville,Indiana_Louisville,14,21,home,away,n,n,y,-521.3134328358209,471.5074626865672
111,2023-09-16_Iowa State_Ohio,2023-09-16,1.5,U,42.0,Ohio,Iowa State,Iowa State_Ohio,10,7,home,away,y,y,n,-323.8360655737705,588.6229508196722
112,2023-09-16_James Madison_Troy,2023-09-16,2.5,U,46.5,Troy,James Madison,James Madison_Troy,14,16,away,home,n,y,n,-378.39325842696627,412.0
113,2023-09-16_Kansas State_Missouri,2023-09-16,3.5,O,47.5,Missouri,Kansas State,Kansas State_Missouri,30,27,home,away,n,n,y,-252.70491803278688,1557.639344262295
114,2023-09-16_Kansas_Nevada,2023-09-16,28.0,U,58.0,Nevada,Kansas,Kansas_Nevada,24,31,home,away,n,n,y,-1864.1538461538462,2040.3846153846155
115,2023-09-16_Louisiana Monroe_Texas A&M,2023-09-16,36.5,U,53.5,Texas A&M,Louisiana Monroe,Louisiana Monroe_Texas A&M,47,3,away,home,n,y,n,-103.0,7500.0
116,2023-09-16_Louisiana Tech_North Texas,2023-09-16,4.5,O,66.5,Louisiana Tech,North Texas,Louisiana Tech_North Texas,37,40,away,home,n,y,n,-309.2950819672131,392.8196721311475
117,2023-09-16_Michigan State_Washington,2023-09-16,15.0,U,57.0,Michigan State,Washington,Michigan State_Washington,7,41,away,home,y,n,y,-540.32,502.0
118,2023-09-16_Minnesota_North Carolina,2023-09-16,7.0,U,52.0,North Carolina,Minnesota,Minnesota_North Carolina,31,13,home,away,y,y,n,-470.5263157894737,1887.4812030075188
119,2023-09-16_New Mexico_New Mexico State,2023-09-16,2.5,U,52.0,New Mexico,New Mexico State,New Mexico_New Mexico State,17,27,home,away,n,n,y,-378.39325842696627,412.0
120,2023-09-16_Ohio State_Western Kentucky,2023-09-16,29.5,O,65.0,Ohio State,Western Kentucky,Ohio State_Western Kentucky,63,10,home,away,y,y,n,-2493.3333333333335,3011.3333333333335
121,2023-09-16_Oklahoma State_South Alabama,2023-09-16,7.0,U,49.0,Oklahoma State,South Alabama,Oklahoma State_South Alabama,7,33,home,away,n,n,y,-470.5263157894737,1887.4812030075188
122,2023-09-16_Oklahoma_Tulsa,2023-09-16,28.0,O,58.5,Tulsa,Oklahoma,Oklahoma_Tulsa,17,66,away,home,y,n,y,-1864.1538461538462,2040.3846153846155
123,2023-09-16_Old Dominion_Wake Forest,2023-09-16,13.5,U,61.0,Old Dominion,Wake Forest,Old Dominion_Wake Forest,24,27,away,home,n,y,n,-448.22222222222223,1511.4888888888888
124,2023-09-16_Oregon State_San Diego State,2023-09-16,24.5,U,48.5,Oregon State,San Diego State,Oregon State_San Diego State,26,9,away,home,n,n,y,-1142.235294117647,1202.0588235294117
125,2023-09-16_Pittsburgh_West Virginia,2023-09-16,2.5,U,48.0,West Virginia,Pittsburgh,Pittsburgh_West Virginia,17,6,away,home,n,y,n,-378.39325842696627,412.0
126,2023-09-16_Purdue_Syracuse,2023-09-16,1.0,U,56.5,Purdue,Syracuse,Purdue_Syracuse,20,35,away,home,y,n,y,-180.61666666666667,415.98333333333335
127,2023-09-16_San Jose State_Toledo,2023-09-16,9.0,U,56.5,Toledo,San Jose State,San Jose State_Toledo,21,17,away,home,n,n,y,-311.2972972972973,422.86486486486484
128,2023-09-16_Southern Miss_Tulane,2023-09-16,7.5,U,47.5,Southern Miss,Tulane,Southern Miss_Tulane,3,21,away,home,y,n,y,-367.5833333333333,977.5555555555555
129,2023-09-16_Texas_Wyoming,2023-09-16,30.5,U,48.5,Texas,Wyoming,Texas_Wyoming,31,10,away,home,n,n,y,-4873.333333333333,2848.6666666666665
130,2023-09-21_Coastal Carolina_Georgia State,2023-09-21,4.5,U,62.5,Coastal Carolina,Georgia State,Coastal Carolina_Georgia State,17,30,home,away,n,n,y,-309.2950819672131,392.8196721311475
131,2023-09-22_Air Force_San Jose State,2023-09-22,6.5,O,45.0,San Jose State,Air Force,Air Force_San Jose State,20,45,away,home,y,n,y,-398.2073170731707,667.0243902439024
132,2023-09-22_Boise State_San Diego State,2023-09-22,4.5,O,47.0,San Diego State,Boise State,Boise State_San Diego State,31,34,home,away,n,n,y,-309.2950819672131,392.8196721311475
133,2023-09-22_NC State_Virginia,2023-09-22,8.0,U,47.0,Virginia,NC State,NC State_Virginia,21,24,home,away,n,n,y,-434.64102564102564,358.0
134,2023-09-22_Purdue_Wisconsin,2023-09-22,6.0,O,54.0,Purdue,Wisconsin,Purdue_Wisconsin,17,38,away,home,y,n,y,-524.776119402985,786.1044776119403
135,2023-09-23_Akron_Indiana,2023-09-23,16.5,O,45.5,Indiana,Akron,Akron_Indiana,29,27,away,home,n,n,y,-1718.775,539.65
136,2023-09-23_Alabama_Ole Miss,2023-09-23,7.0,U,56.0,Alabama,Ole Miss,Alabama_Ole Miss,24,10,away,home,n,y,n,-470.5263157894737,1887.4812030075188
137,2023-09-23_Appalachian State_Wyoming,2023-09-23,3.0,U,45.0,Wyoming,Appalachian State,Appalachian State_Wyoming,22,19,away,home,n,n,y,-276.2142857142857,695.625
138,2023-09-23_Arkansas State_Southern Miss,2023-09-23,7.0,O,46.5,Arkansas State,Southern Miss,Arkansas State_Southern Miss,44,37,away,home,n,n,y,-470.5263157894737,1887.4812030075188
139,2023-09-23_Arkansas_LSU,2023-09-23,17.5,O,55.5,LSU,Arkansas,Arkansas_LSU,34,31,home,away,n,n,y,-678.28125,564.25
140,2023-09-23_Army_Syracuse,2023-09-23,13.0,U,50.5,Syracuse,Army,Army_Syracuse,29,16,home,away,n,n,y,-462.03125,577.53125
141,2023-09-23_Auburn_Texas A&M,2023-09-23,9.5,U,51.5,Texas A&M,Auburn,Auburn_Texas A&M,27,10,away,home,n,y,n,-378.86538461538464,437.7307692307692
142,2023-09-23_BYU_Kansas,2023-09-23,9.0,O,56.0,Kansas,BYU,BYU_Kansas,38,27,away,home,n,y,n,-311.2972972972973,422.86486486486484
143,2023-09-23_Ball State_Georgia Southern,2023-09-23,5.5,U,60.0,Ball State,Georgia Southern,Ball State_Georgia Southern,3,40,home,away,n,n,y,-404.5111111111111,991.0444444444445
144,2023-09-23_Baylor_Texas,2023-09-23,17.5,U,49.0,Baylor,Texas,Baylor_Texas,6,38,home,away,n,n,y,-678.28125,564.25
145,2023-09-23_Boston College_Louisville,2023-09-23,14.0,O,53.5,Louisville,Boston College,Boston College_Louisville,56,28,away,home,n,y,n,-480.8358208955224,508.25373134328356
146,2023-09-23_Bowling Green_Ohio,2023-09-23,13.0,U,45.5,Bowling Green,Ohio,Bowling Green_Ohio,7,38,away,home,y,n,y,-462.03125,577.53125
147,2023-09-23_Central Michigan_South Alabama,2023-09-23,16.5,O,46.5,South Alabama,Central Michigan,Central Michigan_South Alabama,30,34,away,home,n,y,n,-1718.775,539.65
148,2023-09-23_Charlotte_Florida,2023-09-23,28.0,U,48.5,Florida,Charlotte,Charlotte_Florida,22,7,home,away,n,n,y,-1864.1538461538462,2040.3846153846155
149,2023-09-23_Cincinnati_Oklahoma,2023-09-23,13.0,U,57.5,Cincinnati,Oklahoma,Cincinnati_Oklahoma,6,20,away,home,y,n,y,-462.03125,577.53125
150,2023-09-23_Clemson_Florida State,2023-09-23,1.5,U,56.0,Clemson,Florida State,Clemson_Florida State,24,31,away,home,y,n,y,-323.8360655737705,588.6229508196722
151,2023-09-23_Colorado State_Middle Tennessee,2023-09-23,3.5,O,50.0,Middle Tennessee,Colorado State,Colorado State_Middle Tennessee,23,31,away,home,y,n,y,-252.70491803278688,1557.639344262295
152,2023-09-23_Colorado_Oregon,2023-09-23,21.5,U,71.0,Oregon,Colorado,Colorado_Oregon,42,6,away,home,n,y,n,-1153.3333333333333,1057.8
153,2023-09-23_Eastern Michigan_Jacksonville State,2023-09-23,6.5,U,51.0,Jacksonville State,Eastern Michigan,Eastern Michigan_Jacksonville State,21,0,away,home,n,y,n,-398.2073170731707,667.0243902439024
154,2023-09-23_FAU_Illinois,2023-09-23,16.0,U,45.5,Illinois,FAU,FAU_Illinois,23,17,away,home,n,n,y,-586.3076923076923,832.8846153846154
