,game_id,full_date,spread,ou,ou_total,home,away,match_key,home_score,away_score,fav_side,dog_side,favorite_covered,spread_home_cover,spread_away_cover,ml_fav,ml_dog
663,2023-12-23_Arkansas State_Northern Illinois,2023-12-23,2.5,U,53.5,Northern Illinois,Arkansas State,Arkansas State_Northern Illinois,21,19,home,away,n,n,y,-378.39325842696627,412.0
664,2023-12-23_Coastal Carolina_San Jose State,2023-12-23,7.5,U,48.0,San Jose State,Coastal Carolina,Coastal Carolina_San Jose State,14,24,home,away,n,n,y,-367.5833333333333,977.5555555555555
665,2023-12-23_Duke_Troy,2023-12-23,6.5,U,44.0,Duke,Troy,Duke_Troy,17,10,away,home,n,y,n,-398.2073170731707,667.0243902439024
666,2023-12-23_Eastern Michigan_South Alabama,2023-12-23,17.5,O,43.0,Eastern Michigan,South Alabama,Eastern Michigan_South Alabama,10,59,away,home,y,n,y,-678.28125,564.25
667,2023-12-23_Georgia State_Utah State,2023-12-23,2.0,O,58.5,Utah State,Georgia State,Georgia State_Utah State,22,45,away,home,y,n,y,-474.98,1152.84
668,2023-12-23_Northwestern_Utah,2023-12-23,7.0,U,44.0,Northwestern,Utah,Northwestern_Utah,14,7,away,home,n,n,y,-470.5263157894737,1887.4812030075188
669,2023-12-26_Bowling Green_Minnesota,2023-12-26,2.0,O,44.5,Minnesota,Bowling Green,Bowling Green_Minnesota,30,24,home,away,y,y,n,-474.98,1152.84
670,2023-12-26_Kansas_UNLV,2023-12-26,7.5,O,65.0,UNLV,Kansas,Kansas_UNLV,36,49,away,home,y,n,y,-367.5833333333333,977.5555555555555
671,2023-12-26_Rice_Texas State,2023-12-26,3.5,O,58.5,Rice,Texas State,Rice_Texas State,21,45,home,away,n,n,y,-252.70491803278688,1557.639344262295
672,2023-12-27_North Carolina_West Virginia,2023-12-27,4.5,U,62.0,West Virginia,North Carolina,North Carolina_West Virginia,30,10,home,away,y,y,n,-309.2950819672131,392.8196721311475
673,2023-12-27_Oklahoma State_Texas A&M,2023-12-27,4.0,U,56.0,Oklahoma State,Texas A&M,Oklahoma State_Texas A&M,31,23,home,away,y,y,n,-252.21686746987953,446.71084337349396
674,2023-12-27_Tulane_Virginia Tech,2023-12-27,13.0,O,43.5,Tulane,Virginia Tech,Tulane_Virginia Tech,20,41,away,home,y,n,y,-462.03125,577.53125
675,2023-12-28_Arizona_Oklahoma,2023-12-28,2.5,O,60.0,Oklahoma,Arizona,Arizona_Oklahoma,24,38,home,away,n,n,y,-378.39325842696627,412.0
676,2023-12-28_Boston College_SMU,2023-12-28,13.5,U,49.0,Boston College,SMU,Boston College_SMU,23,14,home,away,n,n,y,-448.22222222222223,1511.4888888888888
677,2023-12-28_Kansas State_NC State,2023-12-28,3.0,U,49.0,Kansas State,NC State,Kansas State_NC State,28,19,away,home,n,y,n,-276.2142857142857,695.625
678,2023-12-28_Miami FL_Rutgers,2023-12-28,2.5,O,41.5,Miami FL,Rutgers,Miami FL_Rutgers,24,31,away,home,y,n,y,-378.39325842696627,412.0
679,2023-12-29_Clemson_Kentucky,2023-12-29,3.5,O,44.0,Kentucky,Clemson,Clemson_Kentucky,35,38,home,away,n,n,y,-252.70491803278688,1557.639344262295
680,2023-12-29_Iowa State_Memphis,2023-12-29,10.5,O,58.5,Iowa State,Memphis,Iowa State_Memphis,26,36,home,away,n,n,y,-421.2708333333333,438.6041666666667
681,2023-12-29_Notre Dame_Oregon State,2023-12-29,5.5,O,40.5,Notre Dame,Oregon State,Notre Dame_Oregon State,40,8,home,away,y,y,n,-404.5111111111111,991.0444444444445
682,2023-12-30_Auburn_Maryland,2023-12-30,4.5,U,48.0,Maryland,Auburn,Auburn_Maryland,31,13,home,away,y,y,n,-309.2950819672131,392.8196721311475
683,2023-12-30_Florida State_Georgia,2023-12-30,23.5,O,47.0,Florida State,Georgia,Florida State_Georgia,3,63,away,home,y,n,y,-1360.6666666666667,1017.0
684,2023-12-30_Ole Miss_Penn State,2023-12-30,5.5,O,53.0,Penn State,Ole Miss,Ole Miss_Penn State,25,38,away,home,y,n,y,-404.5111111111111,991.0444444444445
685,2024-01-01_Alabama_Michigan,2024-01-01,2.0,O,46.0,Michigan,Alabama,Alabama_Michigan,27,20,away,home,n,y,n,-474.98,1152.84
686,2024-01-01_Iowa_Tennessee,2024-01-01,5.0,U,37.0,Tennessee,Iowa,Iowa_Tennessee,35,0,away,home,n,y,n,-398.10526315789474,415.05263157894734
687,2024-01-01_LSU_Wisconsin,2024-01-01,9.5,O,59.0,LSU,Wisconsin,LSU_Wisconsin,35,31,home,away,n,n,y,-378.86538461538464,437.7307692307692
688,2024-01-01_Liberty_Oregon,2024-01-01,18.5,U,71.0,Oregon,Liberty,Liberty_Oregon,45,6,away,home,n,y,n,-645.2941176470588,748.2352941176471
689,2024-01-01_Texas_Washington,2024-01-01,3.5,O,61.5,Washington,Texas,Texas_Washington,37,31,home,away,y,y,n,-252.70491803278688,1557.639344262295
690,2024-01-08_Michigan_Washington,2024-01-08,5.5,U,55.5,Michigan,Washington,Michigan_Washington,34,13,home,away,y,y,n,-404.5111111111111,991.0444444444445
691,2024-08-24_Florida State_Georgia Tech,2024-08-24,10.5,U,54.5,Georgia Tech,Florida State,Florida State_Georgia Tech,24,21,home,away,n,n,y,-421.2708333333333,438.6041666666667
692,2024-08-24_Nevada_SMU,2024-08-24,28.0,U,55.5,Nevada,SMU,Nevada_SMU,24,29,home,away,n,n,y,-1864.1538461538462,2040.3846153846155
693,2024-08-29_Coastal Carolina_Jacksonville State,2024-08-29,3.5,O,54.5,Jacksonville State,Coastal Carolina,Coastal Carolina_Jacksonville State,27,55,away,home,y,n,y,-252.70491803278688,1557.639344262295
694,2024-08-30_Oklahoma_Temple,2024-08-30,42.5,U,57.5,Oklahoma,Temple,Oklahoma_Temple,51,3,home,away,y,y,n,-370.0,35000.0
695,2024-08-30_Western Michigan_Wisconsin,2024-08-30,24.0,U,56.5,Wisconsin,Western Michigan,Western Michigan_Wisconsin,28,14,away,home,n,n,y,-1007.78125,1114.375
696,2024-08-31_Akron_Ohio State,2024-08-31,48.5,O,56.0,Ohio State,Akron,Akron_Ohio State,52,6,away,home,n,n,y,-485.0,36652.5
697,2024-08-31_Alabama_Western Kentucky,2024-08-31,34.5,O,59.5,Alabama,Western Kentucky,Alabama_Western Kentucky,63,0,home,away,y,y,n,-3561.875,6212.125
698,2024-08-31_Arizona State_Wyoming,2024-08-31,6.5,O,47.0,Arizona State,Wyoming,Arizona State_Wyoming,48,7,home,away,y,y,n,-398.2073170731707,667.0243902439024
699,2024-08-31_Arizona_New Mexico,2024-08-31,28.0,O,60.5,Arizona,New Mexico,Arizona_New Mexico,61,39,home,away,n,n,y,-1864.1538461538462,2040.3846153846155
700,2024-08-31_Boise State_Georgia Southern,2024-08-31,13.0,O,57.5,Georgia Southern,Boise State,Boise State_Georgia Southern,45,56,home,away,n,n,y,-462.03125,577.53125
701,2024-08-31_Charlotte_James Madison,2024-08-31,6.5,U,48.0,Charlotte,James Madison,Charlotte_James Madison,7,30,away,home,y,n,y,-398.2073170731707,667.0243902439024
702,2024-08-31_Clemson_Georgia,2024-08-31,10.5,U,49.0,Georgia,Clemson,Clemson_Georgia,34,3,away,home,n,y,n,-421.2708333333333,438.6041666666667
703,2024-08-31_Colorado State_Texas,2024-08-31,35.0,U,62.5,Texas,Colorado State,Colorado State_Texas,52,0,away,home,n,y,n,-1167.1666666666667,6666.666666666667
704,2024-08-31_Connecticut_Maryland,2024-08-31,18.5,O,45.0,Maryland,Connecticut,Connecticut_Maryland,50,7,away,home,n,y,n,-645.2941176470588,748.2352941176471
705,2024-08-31_Eastern Michigan_Massachusetts,2024-08-31,2.5,U,50.5,Massachusetts,Eastern Michigan,Eastern Michigan_Massachusetts,14,28,away,home,y,n,y,-378.39325842696627,412.0
706,2024-08-31_Florida_Miami FL,2024-08-31,2.0,O,54.0,Florida,Miami FL,Florida_Miami FL,17,41,home,away,n,n,y,-474.98,1152.84
707,2024-08-31_Fresno State_Michigan,2024-08-31,21.0,U,44.5,Michigan,Fresno State,Fresno State_Michigan,30,10,away,home,n,n,y,-855.2,704.6285714285714
708,2024-08-31_Georgia State_Georgia Tech,2024-08-31,20.5,U,55.5,Georgia Tech,Georgia State,Georgia State_Georgia Tech,35,12,away,home,n,y,n,-999.9047619047619,786.952380952381
709,2024-08-31_Hawaii_UCLA,2024-08-31,13.5,U,52.5,Hawaii,UCLA,Hawaii_UCLA,13,16,home,away,n,n,y,-448.22222222222223,1511.4888888888888
710,2024-08-31_Houston_UNLV,2024-08-31,3.5,U,55.5,Houston,UNLV,Houston_UNLV,7,27,away,home,y,n,y,-252.70491803278688,1557.639344262295
711,2024-08-31_Kennesaw State_UTSA,2024-08-31,24.0,U,48.5,UTSA,Kennesaw State,Kennesaw State_UTSA,28,16,home,away,n,n,y,-1007.78125,1114.375
712,2024-08-31_Kent State_Pittsburgh,2024-08-31,24.0,O,55.5,Pittsburgh,Kent State,Kent State_Pittsburgh,55,24,home,away,y,y,n,-1007.78125,1114.375
713,2024-08-31_Kentucky_Southern Miss,2024-08-31,25.5,U,50.0,Kentucky,Southern Miss,Kentucky_Southern Miss,31,0,home,away,y,y,n,-1662.0,888.2
714,2024-08-31_Miami OH_Northwestern,2024-08-31,3.0,U,40.5,Northwestern,Miami OH,Miami OH_Northwestern,13,6,away,home,n,y,n,-276.2142857142857,695.625
715,2024-08-31_Nebraska_UTEP,2024-08-31,27.5,U,48.5,Nebraska,UTEP,Nebraska_UTEP,40,7,away,home,n,y,n,-3594.4117647058824,1418.1176470588234
716,2024-08-31_Nevada_Troy,2024-08-31,7.5,O,44.5,Troy,Nevada,Nevada_Troy,26,28,away,home,n,y,n,-367.5833333333333,977.5555555555555
717,2024-08-31_North Texas_South Alabama,2024-08-31,6.0,O,61.5,South Alabama,North Texas,North Texas_South Alabama,38,52,away,home,y,n,y,-524.776119402985,786.1044776119403
718,2024-08-31_Notre Dame_Texas A&M,2024-08-31,3.0,U,47.0,Texas A&M,Notre Dame,Notre Dame_Texas A&M,13,23,away,home,y,n,y,-276.2142857142857,695.625
719,2024-08-31_Ohio_Syracuse,2024-08-31,17.0,O,44.5,Syracuse,Ohio,Ohio_Syracuse,38,22,away,home,n,n,y,-620.0,635.2702702702703
720,2024-08-31_Old Dominion_South Carolina,2024-08-31,20.5,U,49.5,South Carolina,Old Dominion,Old Dominion_South Carolina,23,19,home,away,n,n,y,-999.9047619047619,786.952380952381
721,2024-08-31_Penn State_West Virginia,2024-08-31,7.5,U,49.5,West Virginia,Penn State,Penn State_West Virginia,12,34,home,away,n,n,y,-367.5833333333333,977.5555555555555
722,2024-08-31_Rice_Sam Houston,2024-08-31,9.5,U,49.5,Rice,Sam Houston,Rice_Sam Houston,14,34,away,home,y,n,y,-378.86538461538464,437.7307692307692
723,2024-08-31_Vanderbilt_Virginia Tech,2024-08-31,13.5,O,49.0,Vanderbilt,Virginia Tech,Vanderbilt_Virginia Tech,34,27,away,home,n,n,y,-448.22222222222223,1511.4888888888888
724,2024-09-02_Boston College_Florida State,2024-09-02,16.5,U,51.5,Florida State,Boston College,Boston College_Florida State,13,28,away,home,n,y,n,-1718.775,539.65
725,2024-09-06_Duke_Northwestern,2024-09-06,2.5,O,37.0,Northwestern,Duke,Duke_Northwestern,20,26,home,away,n,n,y,-378.39325842696627,412.0
726,2024-09-07_Akron_Rutgers,2024-09-07,24.5,O,41.5,Rutgers,Akron,Akron_Rutgers,49,17,home,away,y,y,n,-1142.235294117647,1202.0588235294117
727,2024-09-07_Alabama_USF,2024-09-07,30.5,U,64.5,Alabama,USF,Alabama_USF,42,16,away,home,n,n,y,-4873.333333333333,2848.6666666666665
728,2024-09-07_Appalachian State_Clemson,2024-09-07,16.5,O,52.0,Clemson,Appalachian State,Appalachian State_Clemson,66,20,away,home,n,y,n,-1718.775,539.65
729,2024-09-07_Arkansas State_Tulsa,2024-09-07,9.0,U,65.5,Arkansas State,Tulsa,Arkansas State_Tulsa,28,24,away,home,n,n,y,-311.2972972972973,422.86486486486484
730,2024-09-07_Arkansas_Oklahoma State,2024-09-07,10.0,O,61.5,Oklahoma State,Arkansas,Arkansas_Oklahoma State,39,31,away,home,n,n,y,-521.3134328358209,471.5074626865672
731,2024-09-07_Army_FAU,2024-09-07,1.0,U,41.5,FAU,Army,Army_FAU,7,24,home,away,n,n,y,-180.61666666666667,415.98333333333335
732,2024-09-07_Auburn_California,2024-09-07,12.0,U,52.5,Auburn,California,Auburn_California,14,21,home,away,n,n,y,-411.86206896551727,430.82758620689657
733,2024-09-07_Baylor_Utah,2024-09-07,14.5,U,54.5,Utah,Baylor,Baylor_Utah,23,12,away,home,n,n,y,-730.8421052631579,496.3421052631579
734,2024-09-07_Boise State_Oregon,2024-09-07,17.5,O,61.5,Oregon,Boise State,Boise State_Oregon,37,34,away,home,n,n,y,-678.28125,564.25
735,2024-09-07_Bowling Green_Penn State,2024-09-07,34.0,O,51.0,Penn State,Bowling Green,Bowling Green_Penn State,34,27,away,home,n,n,y,-6605.0,6538.333333333333
736,2024-09-07_Buffalo_Missouri,2024-09-07,32.5,U,52.0,Missouri,Buffalo,Buffalo_Missouri,38,0,away,home,n,y,n,-12038.333333333334,3200.3333333333335
737,2024-09-07_Central Michigan_FIU,2024-09-07,3.5,O,51.5,FIU,Central Michigan,Central Michigan_FIU,52,16,away,home,n,y,n,-252.70491803278688,1557.639344262295
738,2024-09-07_Charlotte_North Carolina,2024-09-07,21.0,O,48.0,North Carolina,Charlotte,Charlotte_North Carolina,38,20,away,home,n,n,y,-855.2,704.6285714285714
739,2024-09-07_Cincinnati_Pittsburgh,2024-09-07,1.5,U,63.5,Cincinnati,Pittsburgh,Cincinnati_Pittsburgh,27,28,home,away,n,n,y,-323.8360655737705,588.6229508196722
740,2024-09-07_Colorado_Nebraska,2024-09-07,6.5,U,55.0,Nebraska,Colorado,Colorado_Nebraska,28,10,away,home,n,y,n,-398.2073170731707,667.0243902439024
741,2024-09-07_East Carolina_Old Dominion,2024-09-07,1.5,U,54.0,Old Dominion,East Carolina,East Carolina_Old Dominion,14,20,away,home,y,n,y,-323.8360655737705,588.6229508196722
742,2024-09-07_Eastern Michigan_Washington,2024-09-07,25.0,U,49.0,Washington,Eastern Michigan,Eastern Michigan_Washington,30,9,away,home,n,n,y,-1559.4444444444443,1209.5555555555557
743,2024-09-07_Georgia Southern_Nevada,2024-09-07,1.0,U,56.5,Nevada,Georgia Southern,Georgia Southern_Nevada,17,20,away,home,y,n,y,-180.61666666666667,415.98333333333335
744,2024-09-07_Georgia Tech_Syracuse,2024-09-07,3.0,U,60.5,Syracuse,Georgia Tech,Georgia Tech_Syracuse,31,28,away,home,n,n,y,-276.2142857142857,695.625
745,2024-09-07_Houston_Oklahoma,2024-09-07,27.5,U,49.5,Oklahoma,Houston,Houston_Oklahoma,16,12,home,away,n,n,y,-3594.4117647058824,1418.1176470588234
746,2024-09-07_Illinois_Kansas,2024-09-07,5.5,U,58.5,Illinois,Kansas,Illinois_Kansas,23,17,home,away,y,y,n,-404.5111111111111,991.0444444444445
747,2024-09-07_Iowa_Iowa State,2024-09-07,2.5,O,36.0,Iowa,Iowa State,Iowa_Iowa State,19,20,home,away,n,n,y,-378.39325842696627,412.0
748,2024-09-07_Jacksonville State_Louisville,2024-09-07,28.5,O,56.5,Louisville,Jacksonville State,Jacksonville State_Louisville,49,14,away,home,n,y,n,-1527.7777777777778,2232.777777777778
749,2024-09-07_Kansas State_Tulane,2024-09-07,8.5,O,47.5,Tulane,Kansas State,Kansas State_Tulane,27,34,home,away,n,n,y,-370.22222222222223,1141.0740740740741
750,2024-09-07_Kennesaw State_Louisiana Lafayette,2024-09-07,14.5,U,46.5,Kennesaw State,Louisiana Lafayette,Kennesaw State_Louisiana Lafayette,10,34,home,away,n,n,y,-730.8421052631579,496.3421052631579
751,2024-09-07_Kentucky_South Carolina,2024-09-07,9.5,U,41.5,Kentucky,South Carolina,Kentucky_South Carolina,6,31,home,away,n,n,y,-378.86538461538464,437.7307692307692
752,2024-09-07_Liberty_New Mexico State,2024-09-07,22.5,E,54.0,New Mexico State,Liberty,Liberty_New Mexico State,24,30,home,away,n,n,y,-395.0,922.2727272727273
753,2024-09-07_Marshall_Virginia Tech,2024-09-07,21.0,U,53.5,Virginia Tech,Marshall,Marshall_Virginia Tech,31,14,away,home,n,n,y,-855.2,704.6285714285714
754,2024-09-07_Maryland_Michigan State,2024-09-07,8.5,O,44.5,Maryland,Michigan State,Maryland_Michigan State,24,27,away,home,n,y,n,-370.22222222222223,1141.0740740740741
755,2024-09-07_Massachusetts_Toledo,2024-09-07,17.5,O,51.5,Toledo,Massachusetts,Massachusetts_Toledo,38,23,away,home,n,n,y,-678.28125,564.25
756,2024-09-07_Memphis_Troy,2024-09-07,18.5,U,56.0,Memphis,Troy,Memphis_Troy,38,17,home,away,y,y,n,-645.2941176470588,748.2352941176471
757,2024-09-07_Michigan_Texas,2024-09-07,6.5,O,42.0,Michigan,Texas,Michigan_Texas,12,31,away,home,y,n,y,-398.2073170731707,667.0243902439024
758,2024-09-07_NC State_Tennessee,2024-09-07,8.5,O,60.0,NC State,Tennessee,NC State_Tennessee,10,51,away,home,y,n,y,-370.22222222222223,1141.0740740740741
759,2024-09-07_Navy_Temple,2024-09-07,11.5,O,42.5,Navy,Temple,Navy_Temple,38,11,home,away,y,y,n,-495.29411764705884,393.0
760,2024-09-07_Northern Illinois_Notre Dame,2024-09-07,28.0,U,47.5,Notre Dame,Northern Illinois,Northern Illinois_Notre Dame,14,16,away,home,n,y,n,-1864.1538461538462,2040.3846153846155
761,2024-09-07_Ohio State_Western Michigan,2024-09-07,37.0,O,54.5,Ohio State,Western Michigan,Ohio State_Western Michigan,56,0,home,away,y,y,n,-151.25,8257.5
762,2024-09-07_Ohio_South Alabama,2024-09-07,1.0,U,55.5,Ohio,South Alabama,Ohio_South Alabama,27,20,away,home,n,y,n,-180.61666666666667,415.98333333333335
763,2024-09-07_Oregon State_San Diego State,2024-09-07,5.5,U,53.5,San Diego State,Oregon State,Oregon State_San Diego State,0,21,home,away,n,n,y,-404.5111111111111,991.0444444444445
764,2024-09-07_Texas State_UTSA,2024-09-07,2.5,O,58.5,Texas State,UTSA,Texas State_UTSA,49,10,away,home,n,y,n,-378.39325842696627,412.0
765,2024-09-07_Texas Tech_Washington State,2024-09-07,2.5,U,65.5,Washington State,Texas Tech,Texas Tech_Washington State,37,16,home,away,y,y,n,-378.39325842696627,412.0
766,2024-09-07_USC_Utah State,2024-09-07,31.5,U,64.5,USC,Utah State,USC_Utah State,48,0,home,away,y,y,n,-2723.75,4868.75
767,2024-09-12_Arizona State_Texas State,2024-09-12,3.0,U,59.5,Texas State,Arizona State,Arizona State_Texas State,28,31,away,home,n,y,n,-276.2142857142857,695.625
768,2024-09-13_Arizona_Kansas State,2024-09-13,7.0,U,60.5,Kansas State,Arizona,Arizona_Kansas State,31,7,away,home,n,y,n,-470.5263157894737,1887.4812030075188
769,2024-09-13_Kansas_UNLV,2024-09-13,9.0,U,57.5,Kansas,UNLV,Kansas_UNLV,20,23,away,home,n,y,n,-311.2972972972973,422.86486486486484
770,2024-09-14_Air Force_Baylor,2024-09-14,17.0,U,40.5,Baylor,Air Force,Air Force_Baylor,31,3,away,home,n,y,n,-620.0,635.2702702702703
771,2024-09-14_Alabama_Wisconsin,2024-09-14,14.5,O,47.0,Wisconsin,Alabama,Alabama_Wisconsin,10,42,home,away,n,n,y,-730.8421052631579,496.3421052631579
772,2024-09-14_Appalachian State_East Carolina,2024-09-14,1.0,U,58.5,East Carolina,Appalachian State,Appalachian State_East Carolina,19,21,home,away,n,n,y,-180.61666666666667,415.98333333333335
773,2024-09-14_Arkansas State_Michigan,2024-09-14,21.5,U,47.5,Michigan,Arkansas State,Arkansas State_Michigan,28,18,away,home,n,n,y,-1153.3333333333333,1057.8
774,2024-09-14_Arkansas_UAB,2024-09-14,23.5,O,61.0,Arkansas,UAB,Arkansas_UAB,37,27,away,home,n,n,y,-1360.6666666666667,1017.0
775,2024-09-14_Auburn_New Mexico,2024-09-14,24.0,O,58.0,Auburn,New Mexico,Auburn_New Mexico,45,19,home,away,y,y,n,-1007.78125,1114.375
776,2024-09-14_BYU_Wyoming,2024-09-14,9.5,O,40.0,Wyoming,BYU,BYU_Wyoming,14,34,home,away,n,n,y,-378.86538461538464,437.7307692307692
777,2024-09-14_Boston College_Missouri,2024-09-14,14.5,U,52.0,Missouri,Boston College,Boston College_Missouri,27,21,away,home,n,n,y,-730.8421052631579,496.3421052631579
778,2024-09-14_Buffalo_Massachusetts,2024-09-14,3.5,U,46.0,Buffalo,Massachusetts,Buffalo_Massachusetts,34,3,away,home,n,y,n,-252.70491803278688,1557.639344262295
779,2024-09-14_California_San Diego State,2024-09-14,18.5,U,48.5,California,San Diego State,California_San Diego State,31,10,home,away,y,y,n,-645.2941176470588,748.2352941176471
780,2024-09-14_Central Michigan_Illinois,2024-09-14,21.0,U,50.0,Illinois,Central Michigan,Central Michigan_Illinois,30,9,away,home,n,n,y,-855.2,704.6285714285714
781,2024-09-14_Coastal Carolina_Temple,2024-09-14,17.0,U,52.5,Temple,Coastal Carolina,Coastal Carolina_Temple,20,28,away,home,n,y,n,-620.0,635.2702702702703
782,2024-09-14_Colorado_Colorado State,2024-09-14,7.5,U,58.5,Colorado State,Colorado,Colorado_Colorado State,9,28,home,away,n,n,y,-367.5833333333333,977.5555555555555
783,2024-09-14_Connecticut_Duke,2024-09-14,17.0,U,47.5,Duke,Connecticut,Connecticut_Duke,26,21,home,away,n,n,y,-620.0,635.2702702702703
784,2024-09-14_Eastern Michigan_Jacksonville State,2024-09-14,2.5,O,54.0,Eastern Michigan,Jacksonville State,Eastern Michigan_Jacksonville State,37,34,home,away,y,y,n,-378.39325842696627,412.0
785,2024-09-14_Florida State_Memphis,2024-09-14,6.5,U,54.5,Florida State,Memphis,Florida State_Memphis,12,20,away,home,y,n,y,-398.2073170731707,667.0243902439024
786,2024-09-14_Florida_Texas A&M,2024-09-14,3.0,O,45.5,Florida,Texas A&M,Florida_Texas A&M,20,33,away,home,y,n,y,-276.2142857142857,695.625
787,2024-09-14_Fresno State_New Mexico State,2024-09-14,20.0,O,47.5,Fresno State,New Mexico State,Fresno State_New Mexico State,48,0,home,away,y,y,n,-887.578947368421,627.2631578947369
788,2024-09-14_Georgia State_Vanderbilt,2024-09-14,8.5,O,44.5,Georgia State,Vanderbilt,Georgia State_Vanderbilt,36,32,away,home,n,n,y,-370.22222222222223,1141.0740740740741
789,2024-09-14_Georgia_Kentucky,2024-09-14,21.5,U,45.5,Kentucky,Georgia,Georgia_Kentucky,12,13,home,away,n,n,y,-1153.3333333333333,1057.8
790,2024-09-14_Hawaii_Sam Houston,2024-09-14,3.5,U,48.5,Sam Houston,Hawaii,Hawaii_Sam Houston,31,13,home,away,y,y,n,-252.70491803278688,1557.639344262295
791,2024-09-14_Houston_Rice,2024-09-14,4.5,U,45.0,Houston,Rice,Houston_Rice,33,7,away,home,n,y,n,-309.2950819672131,392.8196721311475
792,2024-09-14_Indiana_UCLA,2024-09-14,3.5,O,46.5,UCLA,Indiana,Indiana_UCLA,13,42,away,home,y,n,y,-252.70491803278688,1557.639344262295
793,2024-09-14_Iowa_Troy,2024-09-14,23.5,O,39.0,Iowa,Troy,Iowa_Troy,38,21,home,away,n,n,y,-1360.6666666666667,1017.0
794,2024-09-14_Kennesaw State_San Jose State,2024-09-14,17.5,U,42.5,San Jose State,Kennesaw State,Kennesaw State_San Jose State,31,10,away,home,n,y,n,-678.28125,564.25
795,2024-09-14_LSU_South Carolina,2024-09-14,6.0,O,48.5,South Carolina,LSU,LSU_South Carolina,33,36,home,away,n,n,y,-524.776119402985,786.1044776119403
796,2024-09-14_Liberty_UTEP,2024-09-14,24.0,U,57.5,Liberty,UTEP,Liberty_UTEP,28,10,away,home,n,n,y,-1007.78125,1114.375
797,2024-09-14_Louisiana Tech_NC State,2024-09-14,20.5,O,48.0,NC State,Louisiana Tech,Louisiana Tech_NC State,30,20,home,away,n,n,y,-999.9047619047619,786.952380952381
798,2024-09-14_Maryland_Virginia,2024-09-14,2.5,U,56.5,Virginia,Maryland,Maryland_Virginia,13,27,away,home,y,n,y,-378.39325842696627,412.0
799,2024-09-14_Middle Tennessee_Western Kentucky,2024-09-14,7.5,O,54.5,Middle Tennessee,Western Kentucky,Middle Tennessee_Western Kentucky,21,49,away,home,y,n,y,-367.5833333333333,977.5555555555555
800,2024-09-14_Minnesota_Nevada,2024-09-14,16.5,U,44.5,Minnesota,Nevada,Minnesota_Nevada,27,0,away,home,n,y,n,-1718.775,539.65
801,2024-09-14_Mississippi State_Toledo,2024-09-14,10.5,O,57.5,Mississippi State,Toledo,Mississippi State_Toledo,17,41,home,away,n,n,y,-421.2708333333333,438.6041666666667
802,2024-09-14_North Texas_Texas Tech,2024-09-14,10.5,O,70.5,Texas Tech,North Texas,North Texas_Texas Tech,66,21,away,home,n,y,n,-421.2708333333333,438.6041666666667
803,2024-09-14_Notre Dame_Purdue,2024-09-14,7.5,O,47.0,Purdue,Notre Dame,Notre Dame_Purdue,7,66,home,away,n,n,y,-367.5833333333333,977.5555555555555
804,2024-09-14_Oklahoma State_Tulsa,2024-09-14,17.5,U,63.5,Tulsa,Oklahoma State,Oklahoma State_Tulsa,10,45,home,away,n,n,y,-678.28125,564.25
805,2024-09-14_Oklahoma_Tulane,2024-09-14,12.5,O,48.5,Oklahoma,Tulane,Oklahoma_Tulane,34,19,home,away,y,y,n,-628.1851851851852,429.48148148148147
806,2024-09-14_Old Dominion_Virginia Tech,2024-09-14,16.0,O,47.5,Old Dominion,Virginia Tech,Old Dominion_Virginia Tech,17,37,away,home,y,n,y,-586.3076923076923,832.8846153846154
807,2024-09-14_Ole Miss_Wake Forest,2024-09-14,21.0,U,66.0,Wake Forest,Ole Miss,Ole Miss_Wake Forest,6,40,home,away,n,n,y,-855.2,704.6285714285714
808,2024-09-14_Oregon_Oregon State,2024-09-14,18.5,O,50.0,Oregon State,Oregon,Oregon_Oregon State,14,49,away,home,y,n,y,-645.2941176470588,748.2352941176471
809,2024-09-14_Pittsburgh_West Virginia,2024-09-14,1.5,O,62.0,Pittsburgh,West Virginia,Pittsburgh_West Virginia,38,34,away,home,n,y,n,-323.8360655737705,588.6229508196722
810,2024-09-14_Southern Miss_USF,2024-09-14,12.5,O,58.5,Southern Miss,USF,Southern Miss_USF,24,49,home,away,n,n,y,-628.1851851851852,429.48148148148147
811,2024-09-14_Texas_UTSA,2024-09-14,35.5,O,55.5,Texas,UTSA,Texas_UTSA,56,7,away,home,n,y,n,-307.85714285714283,8100.0
812,2024-09-14_Utah_Utah State,2024-09-14,19.5,O,43.5,Utah State,Utah,Utah_Utah State,21,38,home,away,n,n,y,-1123.9473684210527,1319.4736842105262
813,2024-09-14_Washington_Washington State,2024-09-14,6.0,U,54.0,Washington,Washington State,Washington_Washington State,19,24,away,home,n,y,n,-524.776119402985,786.1044776119403
814,2024-09-19_Appalachian State_South Alabama,2024-09-19,7.5,U,62.5,Appalachian State,South Alabama,Appalachian State_South Alabama,14,48,away,home,y,n,y,-367.5833333333333,977.5555555555555
815,2024-09-20_Illinois_Nebraska,2024-09-20,9.5,O,42.5,Nebraska,Illinois,Illinois_Nebraska,24,31,away,home,n,y,n,-378.86538461538464,437.7307692307692
816,2024-09-20_San Jose State_Washington State,2024-09-20,13.0,O,55.5,Washington State,San Jose State,San Jose State_Washington State,54,52,away,home,n,n,y,-462.03125,577.53125
817,2024-09-20_Stanford_Syracuse,2024-09-20,9.5,U,57.0,Syracuse,Stanford,Stanford_Syracuse,24,26,away,home,n,y,n,-378.86538461538464,437.7307692307692
