,index,fav_side,dog_side,full_date,away_score,home_score,away,home,ou_total,spread,ou,spread_away_cover,spread_home_cover,ml_fav,ml_dog,match_key,game_id,favorite_covered
2804,2839,home,away,2011-10-01,35,34,Air Force,Navy,53.0,3.0,O,y,n,-276.2142857142857,695.625,Air Force_Navy,2011-10-1_Air Force_Navy,n
2816,2851,home,away,2011-10-01,23,31,Akron,Eastern Michigan,47.5,8.0,O,y,n,-434.64102564102564,358.0,Akron_Eastern Michigan,2011-10-1_Akron_Eastern Michigan,n
2826,2861,away,home,2011-10-01,38,10,Alabama,Florida,43.0,4.0,O,y,n,-252.21686746987953,446.71084337349396,Alabama_Florida,2011-10-1_Alabama_Florida,y
2832,2867,home,away,2011-10-01,20,35,Oregon State,Arizona State,54.5,17.5,O,y,n,-678.28125,564.25,Arizona State_Oregon State,2011-10-1_Arizona State_Oregon State,n
2829,2864,home,away,2011-10-01,41,48,Arizona,USC,57.0,12.5,O,y,n,-628.1851851851852,320,Arizona_USC,2011-10-1_Arizona_USC,n
2845,2881,away,home,2011-10-01,26,22,Arkansas State,Western Kentucky,52.5,11.5,U,y,n,-495.29411764705884,393.0,Arkansas State_Western Kentucky,2011-10-1_Arkansas State_Western Kentucky,n
2828,2863,away,home,2011-10-01,38,42,Texas A&M,Arkansas,61.0,2.5,O,y,n,-378.39325842696627,412.0,Arkansas_Texas A&M,2011-10-1_Arkansas_Texas A&M,n
2813,2848,home,away,2011-10-01,6,45,Tulane,Army,53.5,7.0,U,y,n,-575,215,Army_Tulane,2011-10-1_Army_Tulane,y
2836,2872,home,away,2011-10-01,16,13,Auburn,South Carolina,59.0,10.5,U,y,n,-421.2708333333333,425,Auburn_South Carolina,2011-10-1_Auburn_South Carolina,n
2833,2868,away,home,2011-10-01,35,36,Baylor,Kansas State,64.5,3.5,O,y,n,-165,20000,Baylor_Kansas State,2011-10-1_Baylor_Kansas State,n
2820,2855,home,away,2011-10-01,10,30,Nevada,Boise State,59.5,27.5,U,y,n,-3594.4117647058824,1418.1176470588234,Boise State_Nevada,2011-10-1_Boise State_Nevada,n
2807,2842,home,away,2011-10-01,27,19,Wake Forest,Boston College,49.0,1.0,U,y,n,-103,105,Boston College_Wake Forest,2011-10-1_Boston College_Wake Forest,n
2810,2845,home,away,2011-10-01,10,55,Bowling Green,West Virginia,61.0,17.5,O,y,n,-678.28125,564.25,Bowling Green_West Virginia,2011-10-1_Bowling Green_West Virginia,y
2812,2847,home,away,2011-10-01,10,41,Buffalo,Tennessee,56.0,28.5,U,y,n,-1527.7777777777778,2232.777777777778,Buffalo_Tennessee,2011-10-1_Buffalo_Tennessee,y
2822,2857,away,home,2011-10-01,41,48,FCS,Central Michigan,61.5,8.0,O,y,n,-434.64102564102564,358.0,Central Michigan_FCS,2011-10-1_Central Michigan_FCS,n
2817,2852,away,home,2011-10-01,27,0,Cincinnati,Miami OH,55.5,16.0,U,n,y,-630,480,Cincinnati_Miami OH,2011-10-1_Cincinnati_Miami OH,y
2838,2874,home,away,2011-10-01,23,3,Clemson,Virginia Tech,51.0,7.5,U,y,n,-117,245,Clemson_Virginia Tech,2011-10-1_Clemson_Virginia Tech,n
2831,2866,home,away,2011-10-01,38,31,San Jose State,Colorado State,44.5,4.0,O,y,n,-252.21686746987953,600,Colorado State_San Jose State,2011-10-1_Colorado State_San Jose State,n
2821,2856,home,away,2011-10-01,31,27,Washington State,Colorado,60.0,3.0,U,y,n,-320,140,Colorado_Washington State,2011-10-1_Colorado_Washington State,n
2815,2850,home,away,2011-10-01,38,31,Western Michigan,Connecticut,46.5,3.0,O,y,n,-276.2142857142857,275,Connecticut_Western Michigan,2011-10-1_Connecticut_Western Michigan,n
2840,2876,away,home,2011-10-01,35,20,North Carolina,East Carolina,61.0,6.5,U,y,n,-260,310,East Carolina_North Carolina,2011-10-1_East Carolina_North Carolina,y
2844,2880,home,away,2011-10-01,38,28,FCS,Fresno State,55.0,3.5,O,y,n,-450,150,FCS_Fresno State,2011-10-1_FCS_Fresno State,n
2847,2883,home,away,2011-10-01,34,37,FCS,Louisiana Lafayette,48.0,7.5,O,y,n,-367.5833333333333,977.5555555555555,FCS_Louisiana Lafayette,2011-10-1_FCS_Louisiana Lafayette,n
2850,2886,home,away,2011-10-01,3,28,FCS,Maryland,56.0,25.5,U,y,n,-1662.0,40000,FCS_Maryland,2011-10-1_FCS_Maryland,n
2811,2846,home,away,2011-10-01,20,21,FCS,Virginia,53.0,16.5,U,y,n,-1718.775,3250,FCS_Virginia,2011-10-1_FCS_Virginia,n
2835,2871,home,away,2011-10-01,10,24,Mississippi State,Georgia,51.5,7.0,U,y,n,-470.5263157894737,1887.4812030075188,Georgia_Mississippi State,2011-10-1_Georgia_Mississippi State,y
2834,2870,home,away,2011-10-01,44,26,Hawaii,Louisiana Tech,58.5,4.5,O,y,n,-309.2950819672131,245,Hawaii_Louisiana Tech,2011-10-1_Hawaii_Louisiana Tech,n
2805,2840,home,away,2011-10-01,35,38,Northwestern,Illinois,54.0,9.5,O,y,n,-378.86538461538464,775,Illinois_Northwestern,2011-10-1_Illinois_Northwestern,n
2814,2849,away,home,2011-10-01,16,10,Penn State,Indiana,49.5,14.0,U,eq,eq,-480.8358208955224,508.25373134328356,Indiana_Penn State,2011-10-1_Indiana_Penn State,n
2824,2859,away,home,2011-10-01,37,14,Texas,Iowa State,47.5,8.5,O,y,n,-370.22222222222223,1141.0740740740741,Iowa State_Texas,2011-10-1_Iowa State_Texas,y
2819,2854,away,home,2011-10-01,45,34,Texas Tech,Kansas,66.0,6.5,O,y,n,-260,2550,Kansas_Texas Tech,2011-10-1_Kansas_Texas Tech,y
2818,2853,home,away,2011-10-01,10,17,Kent State,Ohio,48.0,16.0,U,y,n,-586.3076923076923,832.8846153846154,Kent State_Ohio,2011-10-1_Kent State_Ohio,n
2842,2878,home,away,2011-10-01,7,35,Kentucky,LSU,46.5,29.5,U,y,n,-430,3500,Kentucky_LSU,2011-10-1_Kentucky_LSU,n
2827,2862,home,away,2011-10-01,17,13,Marshall,Louisville,46.0,11.0,U,y,n,-135,330,Louisville_Marshall,2011-10-1_Louisville_Marshall,n
2825,2860,home,away,2011-10-01,10,7,Michigan State,Ohio State,42.0,3.0,U,y,n,-200,145,Michigan State_Ohio State,2011-10-1_Michigan State_Ohio State,n
2806,2841,home,away,2011-10-01,0,58,Minnesota,Michigan,54.0,21.0,O,y,n,-855.2,704.6285714285714,Michigan_Minnesota,2011-10-1_Michigan_Minnesota,y
2841,2877,home,away,2011-10-01,17,48,Nebraska,Wisconsin,55.5,10.0,O,y,n,-521.3134328358209,471.5074626865672,Nebraska_Wisconsin,2011-10-1_Nebraska_Wisconsin,y
2839,2875,none,none,2011-10-01,42,28,New Mexico State,New Mexico,54.0,0.0,O,y,n,-110.0,-110.0,New Mexico_New Mexico State,2011-10-1_New Mexico_New Mexico State,eq
2848,2884,home,away,2011-10-01,24,41,North Texas,Tulsa,59.5,23.0,O,y,n,-566.0769230769231,380,North Texas_Tulsa,2011-10-1_North Texas_Tulsa,n
2843,2879,away,home,2011-10-01,38,10,Notre Dame,Purdue,48.0,12.0,E,y,n,-411.86206896551727,430.82758620689657,Notre Dame_Purdue,2011-10-1_Notre Dame_Purdue,y
2837,2873,home,away,2011-10-01,24,48,Rice,Southern Miss,63.0,13.5,O,y,n,-448.22222222222223,1511.4888888888888,Rice_Southern Miss,2011-10-1_Rice_Southern Miss,y
2808,2843,home,away,2011-10-01,19,16,Rutgers,Syracuse,50.0,1.5,U,y,n,-323.8360655737705,588.6229508196722,Rutgers_Syracuse,2011-10-1_Rutgers_Syracuse,n
2849,2885,home,away,2011-10-01,40,33,SMU,TCU,53.0,13.0,O,y,n,-462.03125,577.53125,SMU_TCU,2011-10-1_SMU_TCU,n
2823,2858,home,away,2011-10-01,19,45,UCLA,Stanford,56.5,23.0,O,y,n,-320,1100,Stanford_UCLA,2011-10-1_Stanford_UCLA,y
2809,2844,home,away,2011-10-01,36,13,Toledo,Temple,54.0,8.5,U,y,n,-370.22222222222223,650,Temple_Toledo,2011-10-1_Temple_Toledo,n
2846,2882,home,away,2011-10-01,23,24,UAB,Troy,58.5,15.5,U,y,n,-607.6153846153846,250,Troy_UAB,2011-10-1_Troy_UAB,n
2830,2865,home,away,2011-10-01,31,14,Washington,Utah,55.5,10.0,U,y,n,-521.3134328358209,471.5074626865672,Utah_Washington,2011-10-1_Utah_Washington,n
2947,2984,home,away,2011-10-20,12,48,UCLA,Arizona,62.5,5.0,U,y,n,-398.10526315789474,110,Arizona_UCLA,2011-10-20_Arizona_UCLA,y
2946,2983,away,home,2011-10-20,24,26,FCS,UAB,45.0,17.0,O,n,y,-620.0,635.2702702702703,FCS_UAB,2011-10-20_FCS_UAB,n
2948,2985,away,home,2011-10-21,14,16,Rutgers,Louisville,41.5,1.0,U,y,n,-180.61666666666667,415.98333333333335,Louisville_Rutgers,2011-10-21_Louisville_Rutgers,n
2949,2986,away,home,2011-10-21,23,49,West Virginia,Syracuse,60.5,14.5,O,n,y,-750,1125,Syracuse_West Virginia,2011-10-21_Syracuse_West Virginia,n
2973,3010,home,away,2011-10-22,26,37,Air Force,Boise State,62.0,30.0,O,y,n,-430,3000,Air Force_Boise State,2011-10-22_Air Force_Boise State,n
2967,3004,away,home,2011-10-22,37,20,Ohio,Akron,53.5,14.0,O,eq,eq,-500,380,Akron_Ohio,2011-10-22_Akron_Ohio,y
2982,3019,home,away,2011-10-22,6,37,Tennessee,Alabama,47.0,29.5,U,y,n,-2493.3333333333335,3011.3333333333335,Alabama_Tennessee,2011-10-22_Alabama_Tennessee,y
2964,3001,home,away,2011-10-22,21,44,Army,Vanderbilt,47.0,12.0,O,y,n,-411.86206896551727,430.82758620689657,Army_Vanderbilt,2011-10-22_Army_Vanderbilt,y
2986,3023,home,away,2011-10-22,10,45,Auburn,LSU,47.5,20.5,O,y,n,-999.9047619047619,786.952380952381,Auburn_LSU,2011-10-22_Auburn_LSU,y
2962,2999,home,away,2011-10-22,27,31,Central Michigan,Ball State,55.5,2.5,O,y,n,-378.39325842696627,412.0,Ball State_Central Michigan,2011-10-22_Ball State_Central Michigan,y
2958,2995,home,away,2011-10-22,14,30,Boston College,Virginia Tech,44.0,21.5,E,y,n,-1153.3333333333333,1057.8,Boston College_Virginia Tech,2011-10-22_Boston College_Virginia Tech,n
2966,3003,away,home,2011-10-22,10,13,Temple,Bowling Green,48.5,12.5,U,y,n,-628.1851851851852,429.48148148148147,Bowling Green_Temple,2011-10-22_Bowling Green_Temple,n
2957,2994,away,home,2011-10-22,31,30,FCS,Buffalo,62.0,14.0,U,eq,eq,-560,816,Buffalo_FCS,2011-10-22_Buffalo_FCS,n
2972,3009,home,away,2011-10-22,10,34,Utah,California,46.0,2.0,U,y,n,-474.98,1152.84,California_Utah,2011-10-22_California_Utah,y
2956,2993,home,away,2011-10-22,38,59,North Carolina,Clemson,56.0,10.0,O,y,n,-521.3134328358209,471.5074626865672,Clemson_North Carolina,2011-10-22_Clemson_North Carolina,y
2988,3025,home,away,2011-10-22,17,31,Colorado State,UTEP,54.0,10.5,U,y,n,-421.2708333333333,438.6041666666667,Colorado State_UTEP,2011-10-22_Colorado State_UTEP,y
2970,3007,away,home,2011-10-22,45,2,Oregon,Colorado,64.5,31.0,U,n,y,-237.5,2932.5,Colorado_Oregon,2011-10-22_Colorado_Oregon,y
2955,2992,away,home,2011-10-22,24,23,Wake Forest,Duke,60.5,3.5,U,y,n,-170,320,Duke_Wake Forest,2011-10-22_Duke_Wake Forest,n
2977,3014,home,away,2011-10-22,38,35,East Carolina,Navy,66.5,13.0,O,y,n,-462.03125,350,East Carolina_Navy,2011-10-22_East Carolina_Navy,n
2960,2997,away,home,2011-10-22,10,14,Western Michigan,Eastern Michigan,56.0,12.0,U,y,n,-411.86206896551727,430.82758620689657,Eastern Michigan_Western Michigan,2011-10-22_Eastern Michigan_Western Michigan,n
2951,2988,home,away,2011-10-22,28,14,FCS,Virginia,51.5,3.0,U,y,n,-165,150,FCS_Virginia,2011-10-22_FCS_Virginia,n
2953,2990,home,away,2011-10-22,16,41,Maryland,Florida State,55.0,19.5,O,y,n,-1123.9473684210527,120,Florida State_Maryland,2011-10-22_Florida State_Maryland,y
2978,3015,home,away,2011-10-22,38,45,Fresno State,Nevada,59.0,12.0,O,y,n,-411.86206896551727,430.82758620689657,Fresno State_Nevada,2011-10-22_Fresno State_Nevada,n
2954,2991,home,away,2011-10-22,7,24,Georgia Tech,Miami FL,63.5,3.0,U,y,n,-276.2142857142857,695.625,Georgia Tech_Miami FL,2011-10-22_Georgia Tech_Miami FL,y
2989,3026,home,away,2011-10-22,34,45,New Mexico State,Hawaii,61.5,24.0,O,y,n,-155,1025,Hawaii_New Mexico State,2011-10-22_Hawaii_New Mexico State,n
2979,3016,home,away,2011-10-22,28,63,Marshall,Houston,62.0,24.0,O,y,n,-190,1125,Houston_Marshall,2011-10-22_Houston_Marshall,y
2952,2989,away,home,2011-10-22,14,21,Illinois,Purdue,50.0,3.0,U,y,n,-276.2142857142857,695.625,Illinois_Purdue,2011-10-22_Illinois_Purdue,n
2950,2987,home,away,2011-10-22,24,45,Indiana,Iowa,54.5,23.0,O,y,n,-566.0769230769231,1060.8461538461538,Indiana_Iowa,2011-10-22_Indiana_Iowa,n
2959,2996,away,home,2011-10-22,33,17,Texas A&M,Iowa State,67.0,22.0,U,n,y,-460,864.2,Iowa State_Texas A&M,2011-10-22_Iowa State_Texas A&M,n
2992,3029,home,away,2011-10-22,14,38,Jacksonville State,Kentucky,48.5,12.5,O,y,n,-628.1851851851852,429.48148148148147,Jacksonville State_Kentucky,2011-10-22_Jacksonville State_Kentucky,y
2974,3011,away,home,2011-10-22,59,21,Kansas State,Kansas,59.5,11.0,O,y,n,-377.4,748.5,Kansas_Kansas State,2011-10-22_Kansas_Kansas State,y
2990,3027,away,home,2011-10-22,23,42,Louisiana Lafayette,Western Kentucky,48.5,3.0,O,y,n,-276.2142857142857,695.625,Louisiana Lafayette_Western Kentucky,2011-10-22_Louisiana Lafayette_Western Kentucky,n
2991,3028,away,home,2011-10-22,21,38,Louisiana Monroe,North Texas,47.5,7.0,O,y,n,-275,1887.4812030075188,Louisiana Monroe_North Texas,2011-10-22_Louisiana Monroe_North Texas,n
2965,3002,home,away,2011-10-22,24,17,Louisiana Tech,Utah State,57.0,6.5,U,y,n,-500,210,Louisiana Tech_Utah State,2011-10-22_Louisiana Tech_Utah State,n
2968,3005,home,away,2011-10-22,33,17,Memphis,Tulane,53.5,12.5,U,y,n,-628.1851851851852,429.48148148148147,Memphis_Tulane,2011-10-22_Memphis_Tulane,n
2981,3018,home,away,2011-10-22,28,49,Miami OH,Toledo,55.0,16.5,O,y,n,-1718.775,3000,Miami OH_Toledo,2011-10-22_Miami OH_Toledo,y
2987,3024,away,home,2011-10-22,31,37,Wisconsin,Michigan State,51.0,7.5,O,y,n,-300,330,Michigan State_Wisconsin,2011-10-22_Michigan State_Wisconsin,n
2971,3008,away,home,2011-10-22,41,14,Nebraska,Minnesota,57.5,24.0,U,n,y,-2000,110,Minnesota_Nebraska,2011-10-22_Minnesota_Nebraska,y
2969,3006,away,home,2011-10-22,45,24,Oklahoma State,Missouri,70.5,7.0,U,y,n,-6000,1887.4812030075188,Missouri_Oklahoma State,2011-10-22_Missouri_Oklahoma State,y
2961,2998,home,away,2011-10-22,0,69,New Mexico,TCU,62.0,44.5,O,y,n,-54000.0,125,New Mexico_TCU,2011-10-22_New Mexico_TCU,y
2980,3017,away,home,2011-10-22,34,24,Penn State,Northwestern,47.0,4.5,O,y,n,-309.2950819672131,392.8196721311475,Northwestern_Penn State,2011-10-22_Northwestern_Penn State,y
2983,3020,home,away,2011-10-22,31,17,USC,Notre Dame,57.5,9.5,U,y,n,-378.86538461538464,130,Notre Dame_USC,2011-10-22_Notre Dame_USC,n
2975,3012,home,away,2011-10-22,41,38,Texas Tech,Oklahoma,69.5,29.0,O,y,n,-4525.0,140,Oklahoma_Texas Tech,2011-10-22_Oklahoma_Texas Tech,n
2976,3013,home,away,2011-10-22,44,21,Oregon State,Washington State,56.0,3.0,O,y,n,-276.2142857142857,695.625,Oregon State_Washington State,2011-10-22_Oregon State_Washington State,n
2963,3000,away,home,2011-10-22,38,20,Tulsa,Rice,61.0,10.0,U,y,n,-400,360,Rice_Tulsa,2011-10-22_Rice_Tulsa,y
2984,3021,home,away,2011-10-22,3,27,SMU,Southern Miss,60.5,3.0,U,y,n,-276.2142857142857,695.625,SMU_Southern Miss,2011-10-22_SMU_Southern Miss,y
2985,3022,home,away,2011-10-22,21,65,Washington,Stanford,66.0,18.5,O,y,n,-645.2941176470588,865,Stanford_Washington,2011-10-22_Stanford_Washington,y
2993,3030,home,away,2011-10-26,20,35,Connecticut,Pittsburgh,43.0,10.0,O,y,n,-521.3134328358209,485,Connecticut_Pittsburgh,2011-10-26_Connecticut_Pittsburgh,y
2995,3032,home,away,2011-10-27,34,73,Rice,Houston,73.5,27.5,O,y,n,-3594.4117647058824,400,Houston_Rice,2011-10-27_Houston_Rice,y
2994,3031,home,away,2011-10-27,28,21,Virginia,Miami FL,48.0,14.0,O,y,n,-480.8358208955224,508.25373134328356,Miami FL_Virginia,2011-10-27_Miami FL_Virginia,n
2996,3033,home,away,2011-10-28,28,38,BYU,TCU,55.5,13.0,O,y,n,-462.03125,577.53125,BYU_TCU,2011-10-28_BYU_TCU,n
3017,3054,away,home,2011-10-29,42,0,Air Force,New Mexico,63.0,28.5,U,n,y,-5200,110,Air Force_New Mexico,2011-10-29_Air Force_New Mexico,y
2999,3036,away,home,2011-10-29,23,22,Central Michigan,Akron,50.5,7.0,U,y,n,-280,350,Akron_Central Michigan,2011-10-29_Akron_Central Michigan,n
3019,3056,home,away,2011-10-29,14,48,Colorado,Arizona State,56.5,32.5,O,y,n,-12038.333333333334,450,Arizona State_Colorado,2011-10-29_Arizona State_Colorado,y
3030,3067,home,away,2011-10-29,31,42,Arizona,Washington,72.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Arizona_Washington,2011-10-29_Arizona_Washington,y
3041,3078,home,away,2011-10-29,14,37,North Texas,Arkansas State,54.0,17.5,U,y,n,-678.28125,564.25,Arkansas State_North Texas,2011-10-29_Arkansas State_North Texas,y
3014,3051,away,home,2011-10-29,31,28,Arkansas,Vanderbilt,53.5,8.5,O,y,n,-370.22222222222223,1141.0740740740741,Arkansas_Vanderbilt,2011-10-29_Arkansas_Vanderbilt,n
3042,3079,home,away,2011-10-29,0,55,FCS,Army,52.0,29.5,O,y,n,-2493.3333333333335,3011.3333333333335,Army_FCS,2011-10-29_Army_FCS,y
3013,3050,home,away,2011-10-29,23,41,FCS,Auburn,51.5,12.0,O,y,n,-300,340,Auburn_FCS,2011-10-29_Auburn_FCS,y
3000,3037,home,away,2011-10-29,35,45,Ball State,Western Michigan,58.5,12.0,O,y,n,-411.86206896551727,430.82758620689657,Ball State_Western Michigan,2011-10-29_Ball State_Western Michigan,n
3034,3071,home,away,2011-10-29,24,59,Baylor,Oklahoma State,82.5,15.0,O,y,n,-540.32,502.0,Baylor_Oklahoma State,2011-10-29_Baylor_Oklahoma State,y
3012,3049,home,away,2011-10-29,28,17,Boston College,Maryland,48.0,7.0,U,y,n,-470.5263157894737,1887.4812030075188,Boston College_Maryland,2011-10-29_Boston College_Maryland,n
3016,3053,away,home,2011-10-29,15,27,Bowling Green,Kent State,39.5,3.5,O,y,n,-252.70491803278688,1557.639344262295,Bowling Green_Kent State,2011-10-29_Bowling Green_Kent State,n
3023,3060,home,away,2011-10-29,13,41,Buffalo,Miami OH,48.5,5.0,O,y,n,-398.10526315789474,1200,Buffalo_Miami OH,2011-10-29_Buffalo_Miami OH,y
3029,3066,away,home,2011-10-29,14,31,California,UCLA,51.5,4.0,U,y,n,-180,160,California_UCLA,2011-10-29_California_UCLA,n
3003,3040,away,home,2011-10-29,17,31,Clemson,Georgia Tech,64.0,3.5,U,y,n,-750,1557.639344262295,Clemson_Georgia Tech,2011-10-29_Clemson_Georgia Tech,n
3027,3064,away,home,2011-10-29,35,38,Colorado State,UNLV,47.5,1.5,O,y,n,-140,170,Colorado State_UNLV,2011-10-29_Colorado State_UNLV,n
3009,3046,away,home,2011-10-29,14,10,Virginia Tech,Duke,53.0,15.0,U,n,y,-230,502.0,Duke_Virginia Tech,2011-10-29_Duke_Virginia Tech,n
3020,3057,home,away,2011-10-29,13,34,Tulane,East Carolina,58.5,15.5,U,y,n,-607.6153846153846,474.88461538461536,East Carolina_Tulane,2011-10-29_East Carolina_Tulane,y
3002,3039,home,away,2011-10-29,0,34,FCS,Florida State,52.0,18.5,U,y,n,-645.2941176470588,748.2352941176471,FCS_Florida State,2011-10-29_FCS_Florida State,y
3025,3062,away,home,2011-10-29,24,20,Georgia,Florida,46.5,3.5,U,y,n,-165,240,Florida_Georgia,2011-10-29_Florida_Georgia,y
3008,3045,home,away,2011-10-29,7,10,Illinois,Penn State,38.0,5.0,U,y,n,-398.10526315789474,415.05263157894734,Illinois_Penn State,2011-10-29_Illinois_Penn State,n
3006,3043,away,home,2011-10-29,59,38,Northwestern,Indiana,63.0,9.0,O,y,n,-311.2972972972973,422.86486486486484,Indiana_Northwestern,2011-10-29_Indiana_Northwestern,y
3022,3059,home,away,2011-10-29,41,7,Iowa State,Texas Tech,67.0,16.0,U,y,n,-586.3076923076923,832.8846153846154,Iowa State_Texas Tech,2011-10-29_Iowa State_Texas Tech,n
3004,3041,away,home,2011-10-29,21,22,Iowa,Minnesota,53.0,15.5,U,n,y,-607.6153846153846,474.88461538461536,Iowa_Minnesota,2011-10-29_Iowa_Minnesota,n
3033,3070,away,home,2011-10-29,58,17,Oklahoma,Kansas State,58.0,13.0,O,y,n,-500,450,Kansas State_Oklahoma,2011-10-29_Kansas State_Oklahoma,y
3015,3052,home,away,2011-10-29,0,43,Kansas,Texas,64.5,28.5,U,y,n,-165,2100,Kansas_Texas,2011-10-29_Kansas_Texas,y
2997,3034,away,home,2011-10-29,28,16,Mississippi State,Kentucky,41.5,10.0,O,y,n,-375,175,Kentucky_Mississippi State,2011-10-29_Kentucky_Mississippi State,y
3040,3077,home,away,2011-10-29,31,28,Western Kentucky,Louisiana Monroe,48.0,6.0,O,y,n,-524.776119402985,786.1044776119403,Louisiana Monroe_Western Kentucky,2011-10-29_Louisiana Monroe_Western Kentucky,n
3026,3063,home,away,2011-10-29,28,38,San Jose State,Louisiana Tech,49.5,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Louisiana Tech_San Jose State,2011-10-29_Louisiana Tech_San Jose State,y
3011,3048,home,away,2011-10-29,10,27,Syracuse,Louisville,44.5,3.0,U,y,n,-276.2142857142857,220,Louisville_Syracuse,2011-10-29_Louisville_Syracuse,y
2998,3035,home,away,2011-10-29,14,59,UAB,Marshall,52.0,5.0,O,y,n,-398.10526315789474,415.05263157894734,Marshall_UAB,2011-10-29_Marshall_UAB,y
3005,3042,home,away,2011-10-29,3,24,Michigan State,Nebraska,51.0,4.5,U,y,n,-340,165,Michigan State_Nebraska,2011-10-29_Michigan State_Nebraska,y
3007,3044,home,away,2011-10-29,14,36,Purdue,Michigan,53.5,14.5,U,y,n,-730.8421052631579,165,Michigan_Purdue,2011-10-29_Michigan_Purdue,y
3021,3058,home,away,2011-10-29,38,31,Missouri,Texas A&M,64.5,10.5,O,y,n,-421.2708333333333,500,Missouri_Texas A&M,2011-10-29_Missouri_Texas A&M,n
3024,3061,home,away,2011-10-29,14,56,Navy,Notre Dame,62.0,23.5,O,y,n,-1360.6666666666667,1017.0,Navy_Notre Dame,2011-10-29_Navy_Notre Dame,y
3038,3075,away,home,2011-10-29,48,34,Nevada,New Mexico State,60.5,15.0,O,n,y,-540.32,502.0,Nevada_New Mexico State,2011-10-29_Nevada_New Mexico State,n
3001,3038,home,away,2011-10-29,24,49,Wake Forest,North Carolina,53.0,6.5,O,y,n,-398.2073170731707,688,North Carolina_Wake Forest,2011-10-29_North Carolina_Wake Forest,y
3035,3072,away,home,2011-10-29,29,33,Wisconsin,Ohio State,49.0,8.5,O,y,n,-380,1141.0740740740741,Ohio State_Wisconsin,2011-10-29_Ohio State_Wisconsin,n
3028,3065,home,away,2011-10-29,8,27,Oregon State,Utah,49.0,4.5,U,y,n,-309.2950819672131,392.8196721311475,Oregon State_Utah,2011-10-29_Oregon State_Utah,y
3031,3068,home,away,2011-10-29,28,43,Washington State,Oregon,70.0,37.5,O,y,n,-180,12820.0,Oregon_Washington State,2011-10-29_Oregon_Washington State,n
3010,3047,away,home,2011-10-29,41,31,West Virginia,Rutgers,50.0,6.0,O,y,n,-524.776119402985,786.1044776119403,Rutgers_West Virginia,2011-10-29_Rutgers_West Virginia,y
3018,3055,home,away,2011-10-29,7,38,SMU,Tulsa,58.5,1.5,U,y,n,-323.8360655737705,588.6229508196722,SMU_Tulsa,2011-10-29_SMU_Tulsa,y
3039,3076,home,away,2011-10-29,30,27,Wyoming,San Diego State,57.0,19.0,E,y,n,-725.7692307692307,200,San Diego State_Wyoming,2011-10-29_San Diego State_Wyoming,n
3032,3069,away,home,2011-10-29,14,3,South Carolina,Tennessee,44.0,4.0,U,y,n,-252.21686746987953,446.71084337349396,South Carolina_Tennessee,2011-10-29_South Carolina_Tennessee,y
3036,3073,away,home,2011-10-29,31,13,Southern Miss,UTEP,59.5,10.0,U,y,n,-521.3134328358209,471.5074626865672,Southern Miss_UTEP,2011-10-29_Southern Miss_UTEP,y
3037,3074,away,home,2011-10-29,56,48,Stanford,USC,63.0,8.5,O,y,n,-600,1141.0740740740741,Stanford_USC,2011-10-29_Stanford_USC,n
2851,2888,home,away,2011-10-06,15,43,California,Oregon,65.5,24.0,U,y,n,-1309,1125,California_Oregon,2011-10-6_California_Oregon,y
2852,2889,away,home,2011-10-07,57,7,Boise State,Fresno State,58.5,21.0,O,n,y,-855.2,704.6285714285714,Boise State_Fresno State,2011-10-7_Boise State_Fresno State,y
2876,2913,home,away,2011-10-08,33,59,Air Force,Notre Dame,55.5,14.5,O,y,n,-730.8421052631579,496.3421052631579,Air Force_Notre Dame,2011-10-8_Air Force_Notre Dame,y
2894,2931,away,home,2011-10-08,27,17,FCS,Akron,51.5,17.0,U,n,y,-620.0,635.2702702702703,Akron_FCS,2011-10-8_Akron_FCS,n
2855,2892,home,away,2011-10-08,0,34,Vanderbilt,Alabama,44.0,29.0,U,y,n,-4525.0,850,Alabama_Vanderbilt,2011-10-8_Alabama_Vanderbilt,y
2867,2904,away,home,2011-10-08,35,14,Arizona State,Utah,49.0,3.0,E,y,n,-160,440,Arizona State_Utah,2011-10-8_Arizona State_Utah,y
2879,2916,none,none,2011-10-08,27,37,Arizona,Oregon State,60.0,0.0,O,y,n,-120,6000,Arizona_Oregon State,2011-10-8_Arizona_Oregon State,eq
2896,2933,away,home,2011-10-08,24,19,Arkansas State,Louisiana Monroe,55.5,2.5,U,y,n,-378.39325842696627,412.0,Arkansas State_Louisiana Monroe,2011-10-8_Arkansas State_Louisiana Monroe,y
2871,2908,home,away,2011-10-08,14,38,Auburn,Arkansas,65.0,10.0,U,y,n,-521.3134328358209,460,Arkansas_Auburn,2011-10-8_Arkansas_Auburn,y
2864,2901,away,home,2011-10-08,28,35,Army,Miami OH,48.5,1.0,O,y,n,-180.61666666666667,415.98333333333335,Army_Miami OH,2011-10-8_Army_Miami OH,n
2868,2905,home,away,2011-10-08,16,29,San Jose State,BYU,51.5,14.5,U,y,n,-730.8421052631579,496.3421052631579,BYU_San Jose State,2011-10-8_BYU_San Jose State,n
2866,2903,away,home,2011-10-08,42,0,Temple,Ball State,50.5,9.5,U,y,n,-378.86538461538464,437.7307692307692,Ball State_Temple,2011-10-8_Ball State_Temple,y
