,index,fav_side,dog_side,full_date,away_score,home_score,away,home,ou_total,spread,ou,spread_away_cover,spread_home_cover,ml_fav,ml_dog,match_key,game_id,favorite_covered
251,255,away,home,2007-10-11,21,24,Florida State,Wake Forest,44.0,4.5,O,y,n,-309.2950819672131,392.8196721311475,Florida State_Wake Forest,2007-10-11_Florida State_Wake Forest,n
252,256,away,home,2007-10-12,42,35,Hawaii,San Jose State,66.5,15.5,O,n,y,-700,185,Hawaii_San Jose State,2007-10-12_Hawaii_San Jose State,n
277,281,home,away,2007-10-13,45,21,Air Force,Colorado State,45.5,2.5,O,y,n,-378.39325842696627,412.0,Air Force_Colorado State,2007-10-13_Air Force_Colorado State,n
278,282,home,away,2007-10-13,24,20,Temple,Akron,51.0,12.5,U,y,n,-425,400,Akron_Temple,2007-10-13_Akron_Temple,n
292,296,home,away,2007-10-13,20,44,Washington,Arizona State,57.0,11.5,O,y,n,-495.29411764705884,1050,Arizona State_Washington,2007-10-13_Arizona State_Washington,y
293,297,home,away,2007-10-13,13,20,Arizona,USC,56.0,21.0,U,y,n,-855.2,704.6285714285714,Arizona_USC,2007-10-13_Arizona_USC,n
294,298,home,away,2007-10-13,21,52,Louisiana Lafayette,Arkansas State,57.5,10.5,O,y,n,-305,345,Arkansas State_Louisiana Lafayette,2007-10-13_Arkansas State_Louisiana Lafayette,y
280,284,home,away,2007-10-13,9,7,Auburn,Arkansas,51.5,3.0,U,y,n,-276.2142857142857,120,Arkansas_Auburn,2007-10-13_Arkansas_Auburn,n
268,272,home,away,2007-10-13,23,47,Army,Central Michigan,54.0,13.5,O,y,n,-448.22222222222223,1000,Army_Central Michigan,2007-10-13_Army_Central Michigan,y
291,295,away,home,2007-10-13,24,14,BYU,UNLV,52.5,11.5,U,y,n,-495.29411764705884,393.0,BYU_UNLV,2007-10-13_BYU_UNLV,n
264,268,home,away,2007-10-13,10,58,Baylor,Kansas,57.5,26.0,O,y,n,-767.8571428571429,145,Baylor_Kansas,2007-10-13_Baylor_Kansas,y
274,278,away,home,2007-10-13,27,14,Boston College,Notre Dame,48.0,13.5,U,y,n,-240,1511.4888888888888,Boston College_Notre Dame,2007-10-13_Boston College_Notre Dame,n
267,271,away,home,2007-10-13,14,47,Bowling Green,Miami OH,56.5,1.5,O,y,n,-323.8360655737705,588.6229508196722,Bowling Green_Miami OH,2007-10-13_Bowling Green_Miami OH,n
263,267,home,away,2007-10-13,33,43,Toledo,Buffalo,56.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Buffalo_Toledo,2007-10-13_Buffalo_Toledo,y
276,280,home,away,2007-10-13,31,28,Oregon State,California,57.5,14.0,O,y,n,-480.8358208955224,125,California_Oregon State,2007-10-13_California_Oregon State,n
261,265,home,away,2007-10-13,28,24,Louisville,Cincinnati,67.0,8.0,U,y,n,-434.64102564102564,358.0,Cincinnati_Louisville,2007-10-13_Cincinnati_Louisville,n
288,292,home,away,2007-10-13,20,47,Colorado,Kansas State,50.5,4.0,O,y,n,-252.21686746987953,275,Colorado_Kansas State,2007-10-13_Colorado_Kansas State,y
282,286,home,away,2007-10-13,16,17,Connecticut,Virginia,45.5,3.0,U,y,n,-276.2142857142857,250,Connecticut_Virginia,2007-10-13_Connecticut_Virginia,n
260,264,away,home,2007-10-13,43,14,Virginia Tech,Duke,45.5,13.5,O,y,n,-525,265,Duke_Virginia Tech,2007-10-13_Duke_Virginia Tech,y
290,294,home,away,2007-10-13,45,42,East Carolina,UTEP,65.0,3.0,O,y,n,-430,140,East Carolina_UTEP,2007-10-13_East Carolina_UTEP,n
255,259,home,away,2007-10-13,42,48,Eastern Michigan,Ohio,46.0,4.0,O,y,n,-252.21686746987953,446.71084337349396,Eastern Michigan_Ohio,2007-10-13_Eastern Michigan_Ohio,y
296,300,home,away,2007-10-13,21,7,FCS,Memphis,56.0,3.5,U,y,n,-252.70491803278688,1150,FCS_Memphis,2007-10-13_FCS_Memphis,n
259,263,home,away,2007-10-13,17,14,Georgia Tech,Miami FL,44.0,2.0,U,y,n,-474.98,1152.84,Georgia Tech_Miami FL,2007-10-13_Georgia Tech_Miami FL,n
262,266,away,home,2007-10-13,20,17,Georgia,Vanderbilt,47.5,7.0,U,y,n,-290,145,Georgia_Vanderbilt,2007-10-13_Georgia_Vanderbilt,n
273,277,away,home,2007-10-13,6,10,Illinois,Iowa,44.5,3.5,U,y,n,-252.70491803278688,1557.639344262295,Illinois_Iowa,2007-10-13_Illinois_Iowa,n
285,289,home,away,2007-10-13,27,52,Indiana,Michigan State,62.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Indiana_Michigan State,2007-10-13_Indiana_Michigan State,y
272,276,away,home,2007-10-13,56,3,Texas,Iowa State,52.0,16.5,O,n,y,-175,539.65,Iowa State_Texas,2007-10-13_Iowa State_Texas,y
257,261,home,away,2007-10-13,3,48,Kent State,Ohio State,47.0,30.0,O,y,n,-2039.0,2622.8333333333335,Kent State_Ohio State,2007-10-13_Kent State_Ohio State,y
279,283,away,home,2007-10-13,37,43,LSU,Kentucky,54.0,10.0,O,y,n,-521.3134328358209,471.5074626865672,Kentucky_LSU,2007-10-13_Kentucky_LSU,n
295,299,away,home,2007-10-13,21,31,Louisiana Monroe,North Texas,61.0,8.0,U,y,n,-434.64102564102564,358.0,Louisiana Monroe_North Texas,2007-10-13_Louisiana Monroe_North Texas,n
283,287,home,away,2007-10-13,21,22,New Mexico State,Louisiana Tech,48.5,7.5,U,y,n,-367.5833333333333,977.5555555555555,Louisiana Tech_New Mexico State,2007-10-13_Louisiana Tech_New Mexico State,n
284,288,home,away,2007-10-13,31,38,Marshall,Tulsa,70.0,14.0,U,y,n,-480.8358208955224,145,Marshall_Tulsa,2007-10-13_Marshall_Tulsa,n
253,257,home,away,2007-10-13,21,48,Purdue,Michigan,57.5,5.0,O,y,n,-398.10526315789474,415.05263157894734,Michigan_Purdue,2007-10-13_Michigan_Purdue,y
256,260,home,away,2007-10-13,48,49,Minnesota,Northwestern,66.0,6.5,O,y,n,-398.2073170731707,3500,Minnesota_Northwestern,2007-10-13_Minnesota_Northwestern,n
266,270,away,home,2007-10-13,33,21,Tennessee,Mississippi State,51.0,7.0,O,y,n,-125,1887.4812030075188,Mississippi State_Tennessee,2007-10-13_Mississippi State_Tennessee,y
287,291,home,away,2007-10-13,31,41,Missouri,Oklahoma,63.0,13.0,O,y,n,-462.03125,577.53125,Missouri_Oklahoma,2007-10-13_Missouri_Oklahoma,n
271,275,home,away,2007-10-13,45,14,Oklahoma State,Nebraska,64.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Nebraska_Oklahoma State,2007-10-13_Nebraska_Oklahoma State,n
265,269,home,away,2007-10-13,20,3,New Mexico,Wyoming,47.5,3.5,U,y,n,-252.70491803278688,1557.639344262295,New Mexico_Wyoming,2007-10-13_New Mexico_Wyoming,n
258,262,away,home,2007-10-13,21,15,South Carolina,North Carolina,47.0,7.0,U,y,n,-290,110,North Carolina_South Carolina,2007-10-13_North Carolina_South Carolina,n
269,273,home,away,2007-10-13,7,53,Washington State,Oregon,69.0,20.0,U,y,n,-887.578947368421,627.2631578947369,Oregon_Washington State,2007-10-13_Oregon_Washington State,y
270,274,home,away,2007-10-13,7,38,Wisconsin,Penn State,46.5,7.0,U,y,n,-470.5263157894737,150,Penn State_Wisconsin,2007-10-13_Penn State_Wisconsin,y
254,258,away,home,2007-10-13,38,14,Rutgers,Syracuse,54.0,17.0,U,n,y,-800,155,Rutgers_Syracuse,2007-10-13_Rutgers_Syracuse,y
289,293,home,away,2007-10-13,7,28,SMU,Southern Miss,55.5,9.0,U,y,n,-311.2972972972973,422.86486486486484,SMU_Southern Miss,2007-10-13_SMU_Southern Miss,y
275,279,away,home,2007-10-13,38,36,TCU,Stanford,46.0,6.0,O,y,n,-524.776119402985,786.1044776119403,Stanford_TCU,2007-10-13_Stanford_TCU,n
286,290,home,away,2007-10-13,7,35,Texas A&M,Texas Tech,68.0,10.0,U,y,n,-521.3134328358209,400,Texas A&M_Texas Tech,2007-10-13_Texas A&M_Texas Tech,y
281,285,home,away,2007-10-13,21,26,Tulane,UAB,51.0,2.5,U,y,n,-378.39325842696627,412.0,Tulane_UAB,2007-10-13_Tulane_UAB,y
297,301,home,away,2007-10-14,67,69,Nevada,Boise State,62.0,25.0,O,y,n,-1559.4444444444443,1209.5555555555557,Boise State_Nevada,2007-10-14_Boise State_Nevada,n
298,302,away,home,2007-10-18,27,30,FCS,Rutgers,51.5,1.0,O,y,n,-130,140,FCS_Rutgers,2007-10-18_FCS_Rutgers,n
299,303,home,away,2007-10-18,27,20,Utah,TCU,48.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,TCU_Utah,2007-10-18_TCU_Utah,n
300,304,away,home,2007-10-19,17,21,Louisville,Connecticut,56.5,3.0,U,y,n,-165,150,Connecticut_Louisville,2007-10-19_Connecticut_Louisville,n
313,317,away,home,2007-10-20,17,41,Tennessee,Alabama,55.0,2.0,O,y,n,-474.98,1152.84,Alabama_Tennessee,2007-10-20_Alabama_Tennessee,n
325,329,home,away,2007-10-20,21,20,Stanford,Arizona,54.5,13.5,U,y,n,-448.22222222222223,1511.4888888888888,Arizona_Stanford,2007-10-20_Arizona_Stanford,n
307,311,home,away,2007-10-20,10,34,Army,Georgia Tech,44.5,24.0,U,y,n,-1007.78125,1114.375,Army_Georgia Tech,2007-10-20_Army_Georgia Tech,n
335,339,home,away,2007-10-20,24,30,Auburn,LSU,41.5,10.5,O,y,n,-421.2708333333333,438.6041666666667,Auburn_LSU,2007-10-20_Auburn_LSU,n
308,312,home,away,2007-10-20,27,23,Ball State,Western Michigan,69.0,1.0,U,y,n,-160,100,Ball State_Western Michigan,2007-10-20_Ball State_Western Michigan,n
330,334,away,home,2007-10-20,31,10,Texas,Baylor,60.0,26.5,U,n,y,-3500,130,Baylor_Texas,2007-10-20_Baylor_Texas,n
328,332,away,home,2007-10-20,45,31,Boise State,Louisiana Tech,53.5,16.5,O,n,y,-800,235,Boise State_Louisiana Tech,2007-10-20_Boise State_Louisiana Tech,n
323,327,home,away,2007-10-20,31,20,Bowling Green,Kent State,57.0,5.0,U,y,n,-398.10526315789474,415.05263157894734,Bowling Green_Kent State,2007-10-20_Bowling Green_Kent State,n
301,305,home,away,2007-10-20,12,20,Buffalo,Syracuse,56.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Buffalo_Syracuse,2007-10-20_Buffalo_Syracuse,y
317,321,away,home,2007-10-20,21,30,California,UCLA,57.0,3.0,U,y,n,-276.2142857142857,695.625,California_UCLA,2007-10-20_California_UCLA,n
305,309,home,away,2007-10-20,14,70,Central Michigan,Clemson,61.0,16.5,O,y,n,-1718.775,539.65,Central Michigan_Clemson,2007-10-20_Central Michigan_Clemson,y
332,336,away,home,2007-10-20,17,24,Cincinnati,Pittsburgh,50.0,10.5,U,y,n,-135,438.6041666666667,Cincinnati_Pittsburgh,2007-10-20_Cincinnati_Pittsburgh,n
337,341,home,away,2007-10-20,48,23,Colorado State,UNLV,47.5,3.0,O,y,n,-276.2142857142857,695.625,Colorado State_UNLV,2007-10-20_Colorado State_UNLV,n
309,313,away,home,2007-10-20,19,14,Kansas,Colorado,54.0,3.0,U,y,n,-276.2142857142857,695.625,Colorado_Kansas,2007-10-20_Colorado_Kansas,y
324,328,home,away,2007-10-20,34,20,FCS,East Carolina,54.5,5.5,U,y,n,-404.5111111111111,395,East Carolina_FCS,2007-10-20_East Carolina_FCS,n
339,343,away,home,2007-10-20,39,32,FCS,Louisiana Lafayette,60.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,FCS_Louisiana Lafayette,2007-10-20_FCS_Louisiana Lafayette,y
340,344,home,away,2007-10-20,14,28,FCS,Louisiana Monroe,50.5,13.0,U,y,n,-160,400,FCS_Louisiana Monroe,2007-10-20_FCS_Louisiana Monroe,y
334,338,home,away,2007-10-20,31,45,FCS,New Mexico State,59.0,8.0,O,y,n,-434.64102564102564,400,FCS_New Mexico State,2007-10-20_FCS_New Mexico State,y
319,323,home,away,2007-10-20,37,29,Miami FL,Florida State,42.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,Florida State_Miami FL,2007-10-20_Florida State_Miami FL,n
327,331,away,home,2007-10-20,45,37,Florida,Kentucky,63.5,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Florida_Kentucky,2007-10-20_Florida_Kentucky,y
326,330,away,home,2007-10-20,49,10,Houston,UAB,61.0,13.0,U,y,n,-305,577.53125,Houston_UAB,2007-10-20_Houston_UAB,y
333,337,away,home,2007-10-20,27,17,Michigan,Illinois,50.5,2.0,U,y,n,-474.98,1152.84,Illinois_Michigan,2007-10-20_Illinois_Michigan,y
304,308,away,home,2007-10-20,36,31,Penn State,Indiana,53.0,7.0,O,y,n,-300,500,Indiana_Penn State,2007-10-20_Indiana_Penn State,n
315,319,away,home,2007-10-20,17,7,Oklahoma,Iowa State,57.5,30.0,U,n,y,-2039.0,2622.8333333333335,Iowa State_Oklahoma,2007-10-20_Iowa State_Oklahoma,n
329,333,home,away,2007-10-20,6,31,Iowa,Purdue,46.5,7.0,U,y,n,-470.5263157894737,1887.4812030075188,Iowa_Purdue,2007-10-20_Iowa_Purdue,y
331,335,home,away,2007-10-20,39,41,Kansas State,Oklahoma State,60.0,3.0,O,y,n,-276.2142857142857,695.625,Kansas State_Oklahoma State,2007-10-20_Kansas State_Oklahoma State,n
322,326,home,away,2007-10-20,18,17,Virginia,Maryland,44.0,4.0,U,y,n,-252.21686746987953,205,Maryland_Virginia,2007-10-20_Maryland_Virginia,n
310,314,home,away,2007-10-20,38,35,Memphis,Rice,64.5,1.0,O,y,n,-180.61666666666667,210,Memphis_Rice,2007-10-20_Memphis_Rice,n
302,306,away,home,2007-10-20,17,24,Miami OH,Temple,50.5,6.5,U,y,n,-260,1750,Miami OH_Temple,2007-10-20_Miami OH_Temple,n
321,325,home,away,2007-10-20,17,24,Michigan State,Ohio State,51.5,17.0,U,y,n,-620.0,635.2702702702703,Michigan State_Ohio State,2007-10-20_Michigan State_Ohio State,n
303,307,home,away,2007-10-20,13,38,Mississippi State,West Virginia,57.5,26.0,U,y,n,-767.8571428571429,3287.8571428571427,Mississippi State_West Virginia,2007-10-20_Mississippi State_West Virginia,n
316,320,home,away,2007-10-20,10,41,Texas Tech,Missouri,73.5,3.5,U,y,n,-160,150,Missouri_Texas Tech,2007-10-20_Missouri_Texas Tech,y
314,318,home,away,2007-10-20,36,14,Texas A&M,Nebraska,58.5,1.5,U,y,n,-7000,105,Nebraska_Texas A&M,2007-10-20_Nebraska_Texas A&M,n
312,316,away,home,2007-10-20,31,28,Nevada,Utah State,60.5,7.0,U,y,n,-130,1887.4812030075188,Nevada_Utah State,2007-10-20_Nevada_Utah State,n
336,340,away,home,2007-10-20,20,17,New Mexico,San Diego State,53.5,9.0,U,y,n,-350,130,New Mexico_San Diego State,2007-10-20_New Mexico_San Diego State,n
338,342,home,away,2007-10-20,7,45,North Texas,Troy,64.5,23.5,U,y,n,-235,1150,North Texas_Troy,2007-10-20_North Texas_Troy,y
318,322,away,home,2007-10-20,38,0,USC,Notre Dame,44.5,17.0,U,n,y,-700,190,Notre Dame_USC,2007-10-20_Notre Dame_USC,y
320,324,away,home,2007-10-20,55,34,Oregon,Washington,63.0,12.0,O,y,n,-425,700,Oregon_Washington,2007-10-20_Oregon_Washington,y
311,315,home,away,2007-10-20,41,34,Tulane,SMU,56.0,6.0,O,y,n,-524.776119402985,786.1044776119403,SMU_Tulane,2007-10-20_SMU_Tulane,n
306,310,home,away,2007-10-20,17,6,Vanderbilt,South Carolina,48.0,12.5,U,y,n,-628.1851851851852,1750,South Carolina_Vanderbilt,2007-10-20_South Carolina_Vanderbilt,n
341,345,away,home,2007-10-21,33,24,Southern Miss,Marshall,55.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Marshall_Southern Miss,2007-10-21_Marshall_Southern Miss,y
342,346,home,away,2007-10-25,14,10,Boston College,Virginia Tech,41.0,3.0,U,y,n,-135,140,Boston College_Virginia Tech,2007-10-25_Boston College_Virginia Tech,n
343,347,away,home,2007-10-26,34,21,Boise State,Fresno State,63.5,2.0,U,y,n,-474.98,1152.84,Boise State_Fresno State,2007-10-26_Boise State_Fresno State,y
355,359,home,away,2007-10-27,10,26,Akron,Buffalo,49.5,1.0,U,y,n,-180.61666666666667,415.98333333333335,Akron_Buffalo,2007-10-27_Akron_Buffalo,y
383,387,home,away,2007-10-27,20,31,California,Arizona State,63.0,3.0,U,y,n,-276.2142857142857,695.625,Arizona State_California,2007-10-27_Arizona State_California,y
385,390,away,home,2007-10-27,27,0,Troy,Arkansas State,59.0,5.0,U,y,n,-435,415.05263157894734,Arkansas State_Troy,2007-10-27_Arkansas State_Troy,y
352,356,home,away,2007-10-27,3,17,FCS,Auburn,48.0,18.0,U,y,n,-813.6111111111111,2500,Auburn_FCS,2007-10-27_Auburn_FCS,n
349,353,home,away,2007-10-27,17,28,Ball State,Illinois,60.0,13.5,U,y,n,-448.22222222222223,1511.4888888888888,Ball State_Illinois,2007-10-27_Ball State_Illinois,n
357,361,home,away,2007-10-27,13,51,Baylor,Kansas State,60.5,26.0,O,y,n,-767.8571428571429,3287.8571428571427,Baylor_Kansas State,2007-10-27_Baylor_Kansas State,y
374,378,home,away,2007-10-27,38,27,Ohio,Bowling Green,60.5,7.0,O,y,n,-470.5263157894737,450,Bowling Green_Ohio,2007-10-27_Bowling Green_Ohio,n
356,360,away,home,2007-10-27,41,32,Central Michigan,Kent State,59.0,3.0,O,y,n,-150,2000,Central Michigan_Kent State,2007-10-27_Central Michigan_Kent State,y
369,373,away,home,2007-10-27,30,17,Clemson,Maryland,48.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Clemson_Maryland,2007-10-27_Clemson_Maryland,y
373,377,away,home,2007-10-27,27,3,Utah,Colorado State,51.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Colorado State_Utah,2007-10-27_Colorado State_Utah,y
359,363,home,away,2007-10-27,31,26,Colorado,Texas Tech,62.5,14.0,U,y,n,-480.8358208955224,508.25373134328356,Colorado_Texas Tech,2007-10-27_Colorado_Texas Tech,n
344,348,away,home,2007-10-27,15,22,FCS,Connecticut,43.0,4.0,U,y,n,-190,275,Connecticut_FCS,2007-10-27_Connecticut_FCS,n
350,354,home,away,2007-10-27,6,25,Duke,Florida State,49.5,17.5,U,y,n,-678.28125,1150,Duke_Florida State,2007-10-27_Duke_Florida State,y
366,370,home,away,2007-10-27,6,41,UAB,East Carolina,56.5,14.5,U,y,n,-730.8421052631579,250,East Carolina_UAB,2007-10-27_East Carolina_UAB,y
365,369,away,home,2007-10-27,2,19,Western Michigan,Eastern Michigan,56.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Eastern Michigan_Western Michigan,2007-10-27_Eastern Michigan_Western Michigan,n
371,375,home,away,2007-10-27,21,37,FCS,Nevada,66.0,18.0,U,y,n,-813.6111111111111,666.3888888888889,FCS_Nevada,2007-10-27_FCS_Nevada,n
386,391,away,home,2007-10-27,48,28,FCS,North Texas,54.5,12.0,O,y,n,-411.86206896551727,430.82758620689657,FCS_North Texas,2007-10-27_FCS_North Texas,y
378,382,home,away,2007-10-27,21,70,FCS,Toledo,57.0,3.5,O,y,n,-252.70491803278688,390,FCS_Toledo,2007-10-27_FCS_Toledo,y
367,371,home,away,2007-10-27,42,30,Georgia,Florida,55.0,7.5,O,y,n,-367.5833333333333,977.5555555555555,Florida_Georgia,2007-10-27_Florida_Georgia,n
384,388,home,away,2007-10-27,13,50,New Mexico State,Hawaii,79.5,29.5,U,y,n,-2493.3333333333335,5000,Hawaii_New Mexico State,2007-10-27_Hawaii_New Mexico State,y
382,386,away,home,2007-10-27,34,31,Houston,UTEP,74.5,6.0,U,y,n,-230,130,Houston_UTEP,2007-10-27_Houston_UTEP,n
345,349,home,away,2007-10-27,3,33,Indiana,Wisconsin,59.5,9.0,U,y,n,-311.2972972972973,422.86486486486484,Indiana_Wisconsin,2007-10-27_Indiana_Wisconsin,y
353,357,home,away,2007-10-27,28,42,Iowa State,Missouri,57.0,29.0,O,y,n,-4525.0,1705.0,Iowa State_Missouri,2007-10-27_Iowa State_Missouri,n
368,372,away,home,2007-10-27,27,34,Michigan State,Iowa,41.5,3.0,O,y,n,-160,695.625,Iowa_Michigan State,2007-10-27_Iowa_Michigan State,n
358,362,away,home,2007-10-27,19,11,Kansas,Texas A&M,54.0,2.5,U,y,n,-135,410,Kansas_Texas A&M,2007-10-27_Kansas_Texas A&M,y
379,383,home,away,2007-10-27,31,14,Mississippi State,Kentucky,60.5,14.0,U,y,n,-480.8358208955224,508.25373134328356,Kentucky_Mississippi State,2007-10-27_Kentucky_Mississippi State,n
364,368,away,home,2007-10-27,31,21,Louisiana Tech,Utah State,51.5,2.5,O,y,n,-205,412.0,Louisiana Tech_Utah State,2007-10-27_Louisiana Tech_Utah State,y
348,352,home,away,2007-10-27,17,24,Pittsburgh,Louisville,61.5,10.0,U,y,n,-521.3134328358209,400,Louisville_Pittsburgh,2007-10-27_Louisville_Pittsburgh,n
372,376,home,away,2007-10-27,21,34,Rice,Marshall,67.0,9.0,U,y,n,-210,255,Marshall_Rice,2007-10-27_Marshall_Rice,y
362,366,home,away,2007-10-27,28,27,Memphis,Tulane,56.5,2.5,U,y,n,-378.39325842696627,130,Memphis_Tulane,2007-10-27_Memphis_Tulane,n
354,358,home,away,2007-10-27,13,24,Miami OH,Vanderbilt,44.0,13.5,U,y,n,-105,450,Miami OH_Vanderbilt,2007-10-27_Miami OH_Vanderbilt,n
351,355,home,away,2007-10-27,10,34,Minnesota,Michigan,59.0,23.0,U,y,n,-566.0769230769231,1060.8461538461538,Michigan_Minnesota,2007-10-27_Michigan_Minnesota,y
370,374,home,away,2007-10-27,25,28,Nebraska,Texas,58.5,20.5,U,y,n,-999.9047619047619,600,Nebraska_Texas,2007-10-27_Nebraska_Texas,n
347,351,home,away,2007-10-27,10,37,North Carolina,Wake Forest,50.5,5.5,U,y,n,-404.5111111111111,991.0444444444445,North Carolina_Wake Forest,2007-10-27_North Carolina_Wake Forest,y
346,350,home,away,2007-10-27,17,35,Northwestern,Purdue,65.5,13.5,U,y,n,-448.22222222222223,200,Northwestern_Purdue,2007-10-27_Northwestern_Purdue,y
381,385,away,home,2007-10-27,37,17,Ohio State,Penn State,40.0,3.0,O,y,n,-276.2142857142857,695.625,Ohio State_Penn State,2007-10-27_Ohio State_Penn State,y
375,379,home,away,2007-10-27,6,23,Stanford,Oregon State,52.5,14.0,U,y,n,-480.8358208955224,508.25373134328356,Oregon State_Stanford,2007-10-27_Oregon State_Stanford,y
363,367,home,away,2007-10-27,17,24,USC,Oregon,59.0,3.0,U,y,n,-276.2142857142857,695.625,Oregon_USC,2007-10-27_Oregon_USC,y
380,384,away,home,2007-10-27,31,3,West Virginia,Rutgers,56.5,6.5,U,y,n,-160,667.0243902439024,Rutgers_West Virginia,2007-10-27_Rutgers_West Virginia,y
361,365,home,away,2007-10-27,23,29,SMU,Tulsa,73.0,13.5,U,y,n,-448.22222222222223,1511.4888888888888,SMU_Tulsa,2007-10-27_SMU_Tulsa,n
377,381,home,away,2007-10-27,24,27,South Carolina,Tennessee,53.0,2.5,U,y,n,-378.39325842696627,412.0,South Carolina_Tennessee,2007-10-27_South Carolina_Tennessee,y
376,380,away,home,2007-10-27,7,27,UCLA,Washington State,55.0,5.5,U,y,n,-230,125,UCLA_Washington State,2007-10-27_UCLA_Washington State,n
360,364,home,away,2007-10-27,24,29,UNLV,Wyoming,44.0,10.0,O,y,n,-521.3134328358209,400,UNLV_Wyoming,2007-10-27_UNLV_Wyoming,n
387,392,home,away,2007-10-28,34,17,FCS,Southern Miss,57.5,3.0,U,y,n,-276.2142857142857,120,FCS_Southern Miss,2007-10-28_FCS_Southern Miss,n
206,209,home,away,2007-10-02,21,24,Marshall,Memphis,59.5,2.5,U,y,n,-378.39325842696627,412.0,Marshall_Memphis,2007-10-2_Marshall_Memphis,y
207,210,home,away,2007-10-03,31,29,Rice,Southern Miss,54.0,20.5,O,y,n,-999.9047619047619,170,Rice_Southern Miss,2007-10-3_Rice_Southern Miss,n
208,211,home,away,2007-10-04,23,38,Kentucky,South Carolina,56.5,4.5,O,y,n,-309.2950819672131,392.8196721311475,Kentucky_South Carolina,2007-10-4_Kentucky_South Carolina,y
209,212,home,away,2007-10-05,44,35,Utah,Louisville,63.0,14.5,O,y,n,-175,480,Louisville_Utah,2007-10-5_Louisville_Utah,n
246,249,home,away,2007-10-06,14,31,UNLV,Air Force,44.0,5.5,O,y,n,-404.5111111111111,991.0444444444445,Air Force_UNLV,2007-10-6_Air Force_UNLV,y
239,242,home,away,2007-10-06,39,38,Akron,Western Michigan,56.5,9.0,O,y,n,-160,290,Akron_Western Michigan,2007-10-6_Akron_Western Michigan,n
234,237,home,away,2007-10-06,24,30,Houston,Alabama,58.0,10.5,U,y,n,-421.2708333333333,438.6041666666667,Alabama_Houston,2007-10-6_Alabama_Houston,n
237,240,home,away,2007-10-06,16,31,Arizona,Oregon State,53.5,2.5,U,y,n,-378.39325842696627,4000,Arizona_Oregon State,2007-10-6_Arizona_Oregon State,y
248,252,away,home,2007-10-06,13,30,Arkansas State,Louisiana Monroe,57.0,2.5,U,y,n,-145,310,Arkansas State_Louisiana Monroe,2007-10-6_Arkansas State_Louisiana Monroe,n
220,223,home,away,2007-10-06,17,20,Tulane,Army,44.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Army_Tulane,2007-10-6_Army_Tulane,n
217,220,home,away,2007-10-06,7,35,Vanderbilt,Auburn,43.5,7.5,U,y,n,-367.5833333333333,1000,Auburn_Vanderbilt,2007-10-6_Auburn_Vanderbilt,y
216,219,home,away,2007-10-06,58,38,Central Michigan,Ball State,67.5,13.0,O,y,n,-462.03125,577.53125,Ball State_Central Michigan,2007-10-6_Ball State_Central Michigan,n
227,230,away,home,2007-10-06,43,23,Colorado,Baylor,48.5,8.0,O,y,n,-330,200,Baylor_Colorado,2007-10-6_Baylor_Colorado,y
218,221,home,away,2007-10-06,24,55,Bowling Green,Boston College,58.5,19.0,O,y,n,-725.7692307692307,1304.5384615384614,Boston College_Bowling Green,2007-10-6_Boston College_Bowling Green,y
219,222,away,home,2007-10-06,10,31,Ohio,Buffalo,52.5,3.5,U,y,n,-175,185,Buffalo_Ohio,2007-10-6_Buffalo_Ohio,n
211,214,home,away,2007-10-06,28,23,Cincinnati,Rutgers,51.0,3.5,E,y,n,-252.70491803278688,120,Cincinnati_Rutgers,2007-10-6_Cincinnati_Rutgers,n
228,231,home,away,2007-10-06,41,23,Virginia Tech,Clemson,41.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,Clemson_Virginia Tech,2007-10-6_Clemson_Virginia Tech,n
236,239,home,away,2007-10-06,24,20,San Diego State,Colorado State,58.0,13.5,U,y,n,-448.22222222222223,1511.4888888888888,Colorado State_San Diego State,2007-10-6_Colorado State_San Diego State,n
215,218,away,home,2007-10-06,41,36,Wake Forest,Duke,50.5,7.5,O,y,n,-315,405,Duke_Wake Forest,2007-10-6_Duke_Wake Forest,n
242,245,away,home,2007-10-06,38,52,FCS,East Carolina,53.5,4.0,O,y,n,-252.21686746987953,446.71084337349396,East Carolina_FCS,2007-10-6_East Carolina_FCS,n
221,224,home,away,2007-10-06,22,33,Eastern Michigan,Michigan,45.5,28.5,O,y,n,-1527.7777777777778,135,Eastern Michigan_Michigan,2007-10-6_Eastern Michigan_Michigan,n
231,234,home,away,2007-10-06,10,27,FCS,Florida State,45.0,18.5,U,y,n,-120,650,FCS_Florida State,2007-10-6_FCS_Florida State,n
