,index,full_date,spread,ou,ou_total,home,away,match_key,game_id,home_score,away_score,fav_side,dog_side,favorite_covered,spread_away_cover,spread_home_cover,ml_fav,ml_dog
504,506,2023-08-26,12.0,U,57.5,Louisiana Tech,FIU,FIU_Louisiana Tech,2023-08-26_FIU_Louisiana Tech,22,17,away,home,n,y,n,-411.86206896551727,430.82758620689657
614,616,2023-08-26,17.0,O,54.5,Vanderbilt,Hawaii,Hawaii_Vanderbilt,2023-08-26_Hawaii_Vanderbilt,35,28,away,home,n,y,n,-620.0,635.2702702702703
1501,1508,2023-08-26,1.5,U,54.5,Jacksonville State,UTEP,Jacksonville State_UTEP,2023-08-26_Jacksonville State_UTEP,17,14,home,away,y,n,y,-323.8360655737705,588.6229508196722
896,900,2023-08-26,7.0,O,45.0,New Mexico State,Massachusetts,Massachusetts_New Mexico State,2023-08-26_Massachusetts_New Mexico State,30,41,away,home,y,y,n,-470.5263157894737,1887.4812030075188
1023,1028,2023-08-26,20.5,U,49.5,Notre Dame,Navy,Navy_Notre Dame,2023-08-26_Navy_Notre Dame,42,3,away,home,n,n,y,-999.9047619047619,786.952380952381
1127,1132,2023-08-26,2.0,U,48.5,San Diego State,Ohio,Ohio_San Diego State,2023-08-26_Ohio_San Diego State,20,13,away,home,n,n,y,-474.98,1152.84
1458,1465,2023-08-26,31.0,O,66.0,USC,San Jose State,San Jose State_USC,2023-08-26_San Jose State_USC,56,28,home,away,n,y,n,-237.5,2932.5
1038,1043,2023-08-31,14.5,U,48.0,Connecticut,NC State,Connecticut_NC State,2023-08-31_Connecticut_NC State,14,24,home,away,n,y,n,-730.8421052631579,496.3421052631579
521,523,2023-08-31,5.5,U,44.5,Utah,Florida,Florida_Utah,2023-08-31_Florida_Utah,24,11,away,home,n,n,y,-404.5111111111111,991.0444444444445
1388,1395,2023-08-31,35.5,O,53.5,UCF,Kent State,Kent State_UCF,2023-08-31_Kent State_UCF,56,6,home,away,y,n,y,-307.85714285714283,8100.0
995,1000,2023-08-31,7.5,U,43.0,Minnesota,Nebraska,Minnesota_Nebraska,2023-08-31_Minnesota_Nebraska,13,10,home,away,n,y,n,-367.5833333333333,977.5555555555555
332,334,2023-09-01,14.0,U,44.5,Michigan State,Central Michigan,Central Michigan_Michigan State,2023-09-01_Central Michigan_Michigan State,31,7,away,home,n,n,y,-480.8358208955224,508.25373134328356
604,606,2023-09-01,7.5,O,49.5,Georgia Tech,Louisville,Georgia Tech_Louisville,2023-09-01_Georgia Tech_Louisville,34,39,away,home,n,n,y,-367.5833333333333,977.5555555555555
615,617,2023-09-01,2.5,O,54.5,Hawaii,Stanford,Hawaii_Stanford,2023-09-01_Hawaii_Stanford,24,37,away,home,y,y,n,-378.39325842696627,412.0
32,32,2023-09-02,9.5,U,55.0,Temple,Akron,Akron_Temple,2023-09-02_Akron_Temple,24,21,away,home,n,y,n,-378.86538461538464,437.7307692307692
52,52,2023-09-02,39.0,O,52.0,Alabama,Middle Tennessee,Alabama_Middle Tennessee,2023-09-02_Alabama_Middle Tennessee,56,7,home,away,y,n,y,-170.0,16000.0
143,143,2023-09-02,36.5,O,57.5,Oklahoma,Arkansas State,Arkansas State_Oklahoma,2023-09-02_Arkansas State_Oklahoma,73,0,away,home,n,n,y,-103.0,7500.0
829,833,2023-09-02,8.5,U,47.0,Louisiana Monroe,Army,Army_Louisiana Monroe,2023-09-02_Army_Louisiana Monroe,17,13,away,home,n,y,n,-370.22222222222223,1141.0740740740741
175,175,2023-09-02,35.0,O,51.0,Auburn,Massachusetts,Auburn_Massachusetts,2023-09-02_Auburn_Massachusetts,59,14,home,away,y,n,y,-1167.1666666666667,6666.666666666667
192,192,2023-09-02,25.5,O,49.0,Kentucky,Ball State,Ball State_Kentucky,2023-09-02_Ball State_Kentucky,44,14,away,home,n,n,y,-1662.0,888.2
209,210,2023-09-02,27.0,O,59.0,Baylor,Texas State,Baylor_Texas State,2023-09-02_Baylor_Texas State,31,42,home,away,n,y,n,-917.1111111111111,1494.7777777777778
229,230,2023-09-02,14.5,O,59.0,Washington,Boise State,Boise State_Washington,2023-09-02_Boise State_Washington,56,19,away,home,n,n,y,-730.8421052631579,496.3421052631579
249,250,2023-09-02,8.0,O,50.0,Boston College,Northern Illinois,Boston College_Northern Illinois,2023-09-02_Boston College_Northern Illinois,24,27,home,away,n,y,n,-434.64102564102564,358.0
266,267,2023-09-02,8.0,O,49.0,Liberty,Bowling Green,Bowling Green_Liberty,2023-09-02_Bowling Green_Liberty,34,24,away,home,n,n,y,-434.64102564102564,358.0
284,286,2023-09-02,28.5,O,52.5,Wisconsin,Buffalo,Buffalo_Wisconsin,2023-09-02_Buffalo_Wisconsin,38,17,away,home,n,y,n,-1527.7777777777778,2232.777777777778
317,319,2023-09-02,5.0,O,53.5,North Texas,California,California_North Texas,2023-09-02_California_North Texas,21,58,home,away,n,y,n,-398.10526315789474,415.05263157894734
1410,1417,2023-09-02,15.5,U,66.5,UCLA,Coastal Carolina,Coastal Carolina_UCLA,2023-09-02_Coastal Carolina_UCLA,27,13,home,away,n,y,n,-607.6153846153846,474.88461538461536
428,430,2023-09-02,8.5,O,54.0,Colorado State,Washington State,Colorado State_Washington State,2023-09-02_Colorado State_Washington State,24,50,away,home,y,y,n,-370.22222222222223,1141.0740740740741
1328,1334,2023-09-02,21.0,O,63.5,TCU,Colorado,Colorado_TCU,2023-09-02_Colorado_TCU,42,45,home,away,n,y,n,-855.2,704.6285714285714
474,476,2023-09-02,35.5,U,53.5,Michigan,East Carolina,East Carolina_Michigan,2023-09-02_East Carolina_Michigan,30,3,away,home,n,y,n,-307.85714285714283,8100.0
548,550,2023-09-02,4.0,O,47.0,Purdue,Fresno State,Fresno State_Purdue,2023-09-02_Fresno State_Purdue,35,39,away,home,n,n,y,-252.21686746987953,446.71084337349396
1520,1527,2023-09-02,2.5,U,59.0,Houston,UTSA,Houston_UTSA,2023-09-02_Houston_UTSA,17,14,home,away,y,n,y,-378.39325842696627,412.0
646,648,2023-09-02,7.5,O,45.5,Illinois,Toledo,Illinois_Toledo,2023-09-02_Illinois_Toledo,30,28,home,away,n,y,n,-367.5833333333333,977.5555555555555
666,668,2023-09-02,30.0,U,59.5,Indiana,Ohio State,Indiana_Ohio State,2023-09-02_Indiana_Ohio State,3,23,away,home,n,n,y,-2039.0,2622.8333333333335
686,688,2023-09-02,24.0,U,43.5,Iowa,Utah State,Iowa_Utah State,2023-09-02_Iowa_Utah State,24,14,home,away,n,y,n,-1007.78125,1114.375
1278,1284,2023-09-02,21.0,U,66.5,SMU,Louisiana Tech,Louisiana Tech_SMU,2023-09-02_Louisiana Tech_SMU,38,14,home,away,y,n,y,-855.2,704.6285714285714
1459,1466,2023-09-02,38.0,O,63.5,USC,Nevada,Nevada_USC,2023-09-02_Nevada_USC,66,14,home,away,y,n,y,-575.0,19500.0
1070,1075,2023-09-02,38.0,O,49.5,Texas A&M,New Mexico,New Mexico_Texas A&M,2023-09-02_New Mexico_Texas A&M,52,10,away,home,n,n,y,-575.0,19500.0
1089,1094,2023-09-02,2.5,U,63.5,South Carolina,North Carolina,North Carolina_South Carolina,2023-09-02_North Carolina_South Carolina,17,31,home,away,n,y,n,-378.39325842696627,412.0
1161,1166,2023-09-02,16.5,O,48.0,Virginia Tech,Old Dominion,Old Dominion_Virginia Tech,2023-09-02_Old Dominion_Virginia Tech,36,17,away,home,n,n,y,-1718.775,539.65
1211,1217,2023-09-02,21.0,O,48.5,Penn State,West Virginia,Penn State_West Virginia,2023-09-02_Penn State_West Virginia,38,15,home,away,y,n,y,-855.2,704.6285714285714
1227,1233,2023-09-02,35.5,U,59.0,Texas,Rice,Rice_Texas,2023-09-02_Rice_Texas,37,10,away,home,n,y,n,-307.85714285714283,8100.0
1294,1300,2023-09-02,6.0,O,51.0,Tulane,South Alabama,South Alabama_Tulane,2023-09-02_South Alabama_Tulane,37,17,away,home,n,n,y,-524.776119402985,786.1044776119403
1343,1349,2023-09-02,27.5,O,55.5,Tennessee,Virginia,Tennessee_Virginia,2023-09-02_Tennessee_Virginia,49,13,home,away,y,n,y,-3594.4117647058824,1418.1176470588234
1356,1362,2023-09-02,13.5,O,50.5,Wyoming,Texas Tech,Texas Tech_Wyoming,2023-09-02_Texas Tech_Wyoming,35,33,home,away,n,y,n,-448.22222222222223,1511.4888888888888
1479,1486,2023-09-02,13.0,U,71.5,Western Kentucky,USF,USF_Western Kentucky,2023-09-02_USF_Western Kentucky,41,24,away,home,n,n,y,-462.03125,577.53125
856,860,2023-09-03,2.0,O,56.5,Florida State,LSU,Florida State_LSU,2023-09-03_Florida State_LSU,45,24,home,away,y,n,y,-474.98,1152.84
1108,1113,2023-09-03,5.0,U,38.5,Rutgers,Northwestern,Northwestern_Rutgers,2023-09-03_Northwestern_Rutgers,24,7,away,home,n,n,y,-398.10526315789474,415.05263157894734
1201,1207,2023-09-03,14.0,O,56.5,San Jose State,Oregon State,Oregon State_San Jose State,2023-09-03_Oregon State_San Jose State,17,42,home,away,n,y,n,-480.8358208955224,508.25373134328356
380,382,2023-09-04,12.0,U,54.5,Duke,Clemson,Clemson_Duke,2023-09-04_Clemson_Duke,28,7,home,away,y,n,y,-411.86206896551727,430.82758620689657
647,649,2023-09-08,3.5,U,57.5,Kansas,Illinois,Illinois_Kansas,2023-09-08_Illinois_Kansas,34,23,away,home,n,n,y,-252.70491803278688,1557.639344262295
1248,1254,2023-09-09,13.5,U,36.5,Sam Houston,Air Force,Air Force_Sam Houston,2023-09-09_Air Force_Sam Houston,3,13,away,home,n,n,y,-448.22222222222223,1511.4888888888888
53,53,2023-09-09,7.0,O,53.5,Alabama,Texas,Alabama_Texas,2023-09-09_Alabama_Texas,24,34,home,away,n,y,n,-470.5263157894737,1887.4812030075188
71,71,2023-09-09,19.5,O,58.0,North Carolina,Appalachian State,Appalachian State_North Carolina,2023-09-09_Appalachian State_North Carolina,40,34,away,home,n,y,n,-1123.9473684210527,1319.4736842105262
110,110,2023-09-09,2.5,U,53.5,Arizona State,Oklahoma State,Arizona State_Oklahoma State,2023-09-09_Arizona State_Oklahoma State,15,27,away,home,y,y,n,-378.39325842696627,412.0
90,90,2023-09-09,9.0,U,60.0,Mississippi State,Arizona,Arizona_Mississippi State,2023-09-09_Arizona_Mississippi State,31,24,away,home,n,y,n,-311.2972972972973,422.86486486486484
144,144,2023-09-09,21.0,U,57.0,Arkansas State,Memphis,Arkansas State_Memphis,2023-09-09_Arkansas State_Memphis,3,37,away,home,y,y,n,-855.2,704.6285714285714
127,127,2023-09-09,38.0,U,57.5,Arkansas,Kent State,Arkansas_Kent State,2023-09-09_Arkansas_Kent State,28,6,home,away,n,y,n,-575.0,19500.0
176,176,2023-09-09,5.0,U,55.5,California,Auburn,Auburn_California,2023-09-09_Auburn_California,10,14,home,away,n,y,n,-398.10526315789474,415.05263157894734
210,211,2023-09-09,7.0,U,45.5,Baylor,Utah,Baylor_Utah,2023-09-09_Baylor_Utah,13,20,away,home,n,n,y,-470.5263157894737,1887.4812030075188
1389,1396,2023-09-09,3.0,U,58.5,Boise State,UCF,Boise State_UCF,2023-09-09_Boise State_UCF,16,18,home,away,n,y,n,-276.2142857142857,695.625
348,350,2023-09-09,24.5,O,50.0,Maryland,Charlotte,Charlotte_Maryland,2023-09-09_Charlotte_Maryland,38,20,away,home,n,y,n,-1142.235294117647,1202.0588235294117
363,365,2023-09-09,6.5,O,44.5,Pittsburgh,Cincinnati,Cincinnati_Pittsburgh,2023-09-09_Cincinnati_Pittsburgh,21,27,away,home,n,n,y,-398.2073170731707,667.0243902439024
398,400,2023-09-09,13.5,U,61.0,Coastal Carolina,Jacksonville State,Coastal Carolina_Jacksonville State,2023-09-09_Coastal Carolina_Jacksonville State,30,16,home,away,y,n,y,-448.22222222222223,1511.4888888888888
413,415,2023-09-09,2.5,U,56.5,Colorado,Nebraska,Colorado_Nebraska,2023-09-09_Colorado_Nebraska,36,14,home,away,y,n,y,-378.39325842696627,412.0
592,594,2023-09-09,3.0,U,54.5,Georgia State,Connecticut,Connecticut_Georgia State,2023-09-09_Connecticut_Georgia State,35,14,home,away,y,n,y,-276.2142857142857,695.625
475,477,2023-09-09,3.0,O,43.5,East Carolina,Marshall,East Carolina_Marshall,2023-09-09_East Carolina_Marshall,13,31,away,home,y,y,n,-276.2142857142857,695.625
460,462,2023-09-09,19.5,U,48.0,Minnesota,Eastern Michigan,Eastern Michigan_Minnesota,2023-09-09_Eastern Michigan_Minnesota,25,6,away,home,n,y,n,-1123.9473684210527,1319.4736842105262
488,490,2023-09-09,3.5,U,62.0,FAU,Ohio,FAU_Ohio,2023-09-09_FAU_Ohio,10,17,home,away,n,y,n,-252.70491803278688,1557.639344262295
505,507,2023-09-09,11.0,O,51.5,FIU,North Texas,FIU_North Texas,2023-09-09_FIU_North Texas,46,39,away,home,n,y,n,-377.4,748.5
533,535,2023-09-09,31.0,O,54.0,Florida State,Southern Miss,Florida State_Southern Miss,2023-09-09_Florida State_Southern Miss,66,13,home,away,y,n,y,-237.5,2932.5
1374,1380,2023-09-09,7.0,O,63.0,Georgia Southern,UAB,Georgia Southern_UAB,2023-09-09_Georgia Southern_UAB,49,35,away,home,n,n,y,-470.5263157894737,1887.4812030075188
629,631,2023-09-09,7.0,O,51.0,Rice,Houston,Houston_Rice,2023-09-09_Houston_Rice,43,41,home,away,n,y,n,-470.5263157894737,1887.4812030075188
687,689,2023-09-09,3.5,U,35.0,Iowa State,Iowa,Iowa_Iowa State,2023-09-09_Iowa_Iowa State,13,20,home,away,n,y,n,-252.70491803278688,1557.639344262295
731,733,2023-09-09,6.5,O,40.0,Virginia,James Madison,James Madison_Virginia,2023-09-09_James Madison_Virginia,35,36,home,away,n,y,n,-398.2073170731707,667.0243902439024
750,752,2023-09-09,15.0,O,50.0,Kansas State,Troy,Kansas State_Troy,2023-09-09_Kansas State_Troy,42,13,home,away,y,n,y,-540.32,502.0
793,796,2023-09-09,9.5,U,54.5,Liberty,New Mexico State,Liberty_New Mexico State,2023-09-09_Liberty_New Mexico State,33,17,home,away,y,n,y,-378.86538461538464,437.7307692307692
811,814,2023-09-09,6.5,O,51.5,Old Dominion,Louisiana Lafayette,Louisiana Lafayette_Old Dominion,2023-09-09_Louisiana Lafayette_Old Dominion,38,31,home,away,y,n,y,-398.2073170731707,667.0243902439024
947,952,2023-09-09,7.0,O,44.0,Massachusetts,Miami OH,Massachusetts_Miami OH,2023-09-09_Massachusetts_Miami OH,28,41,home,away,n,y,n,-470.5263157894737,1887.4812030075188
923,928,2023-09-09,2.5,O,50.0,Miami FL,Texas A&M,Miami FL_Texas A&M,2023-09-09_Miami FL_Texas A&M,48,33,away,home,n,n,y,-378.39325842696627,412.0
1435,1442,2023-09-09,38.0,U,57.5,Michigan,UNLV,Michigan_UNLV,2023-09-09_Michigan_UNLV,35,7,away,home,n,y,n,-575.0,19500.0
986,991,2023-09-09,21.0,U,47.5,Missouri,Middle Tennessee,Middle Tennessee_Missouri,2023-09-09_Middle Tennessee_Missouri,23,19,away,home,n,y,n,-855.2,704.6285714285714
1039,1044,2023-09-09,7.0,O,49.5,NC State,Notre Dame,NC State_Notre Dame,2023-09-09_NC State_Notre Dame,24,45,away,home,y,y,n,-470.5263157894737,1887.4812030075188
1502,1509,2023-09-09,1.0,O,39.5,Northwestern,UTEP,Northwestern_UTEP,2023-09-09_Northwestern_UTEP,38,7,away,home,n,n,y,-180.61666666666667,415.98333333333335
1279,1285,2023-09-09,16.5,U,69.0,Oklahoma,SMU,Oklahoma_SMU,2023-09-09_Oklahoma_SMU,28,11,away,home,n,n,y,-1718.775,539.65
1175,1181,2023-09-09,13.0,U,60.5,Tulane,Ole Miss,Ole Miss_Tulane,2023-09-09_Ole Miss_Tulane,20,37,home,away,n,y,n,-462.03125,577.53125
1190,1196,2023-09-09,4.5,U,69.0,Texas Tech,Oregon,Oregon_Texas Tech,2023-09-09_Oregon_Texas Tech,30,38,home,away,n,y,n,-309.2950819672131,392.8196721311475
1222,1228,2023-09-09,1.0,U,49.0,Virginia Tech,Purdue,Purdue_Virginia Tech,2023-09-09_Purdue_Virginia Tech,17,24,away,home,y,y,n,-180.61666666666667,415.98333333333335
1235,1241,2023-09-09,7.5,U,43.5,Rutgers,Temple,Rutgers_Temple,2023-09-09_Rutgers_Temple,36,7,home,away,y,n,y,-367.5833333333333,977.5555555555555
1411,1418,2023-09-09,13.0,U,49.0,San Diego State,UCLA,San Diego State_UCLA,2023-09-09_San Diego State_UCLA,10,35,home,away,n,y,n,-462.03125,577.53125
1460,1467,2023-09-09,28.5,U,70.0,USC,Stanford,Stanford_USC,2023-09-09_Stanford_USC,56,10,home,away,y,n,y,-1527.7777777777778,2232.777777777778
1316,1322,2023-09-09,24.5,U,56.5,Syracuse,Western Michigan,Syracuse_Western Michigan,2023-09-09_Syracuse_Western Michigan,48,7,home,away,y,n,y,-1142.235294117647,1202.0588235294117
1521,1528,2023-09-09,14.0,U,66.0,UTSA,Texas State,Texas State_UTSA,2023-09-09_Texas State_UTSA,20,13,home,away,n,y,n,-480.8358208955224,508.25373134328356
1364,1370,2023-09-09,34.0,U,66.5,Washington,Tulsa,Tulsa_Washington,2023-09-09_Tulsa_Washington,43,10,away,home,n,y,n,-6605.0,6538.333333333333
1531,1538,2023-09-09,9.5,E,56.0,Wake Forest,Vanderbilt,Vanderbilt_Wake Forest,2023-09-09_Vanderbilt_Wake Forest,36,20,away,home,n,n,y,-378.86538461538464,437.7307692307692
1539,1546,2023-09-09,5.5,U,58.0,Washington State,Wisconsin,Washington State_Wisconsin,2023-09-09_Washington State_Wisconsin,31,22,away,home,n,n,y,-404.5111111111111,991.0444444444445
907,912,2023-09-14,11.5,O,47.0,Memphis,Navy,Memphis_Navy,2023-09-14_Memphis_Navy,28,24,home,away,n,y,n,-495.29411764705884,393.0
11,11,2023-09-15,9.0,O,45.5,Air Force,Utah State,Air Force_Utah State,2023-09-15_Air Force_Utah State,39,21,home,away,y,n,y,-311.2972972972973,422.86486486486484
1522,1529,2023-09-15,7.0,O,41.5,UTSA,Army,Army_UTSA,2023-09-15_Army_UTSA,29,37,home,away,n,y,n,-470.5263157894737,1887.4812030075188
883,887,2023-09-15,16.0,O,48.5,Maryland,Virginia,Maryland_Virginia,2023-09-15_Maryland_Virginia,42,14,home,away,y,n,y,-586.3076923076923,832.8846153846154
33,33,2023-09-16,25.0,U,48.5,Kentucky,Akron,Akron_Kentucky,2023-09-16_Akron_Kentucky,35,3,away,home,n,n,y,-1559.4444444444443,1209.5555555555557
1480,1487,2023-09-16,34.5,U,61.0,USF,Alabama,Alabama_USF,2023-09-16_Alabama_USF,3,17,away,home,n,n,y,-3561.875,6212.125
72,72,2023-09-16,7.5,O,48.5,Appalachian State,East Carolina,Appalachian State_East Carolina,2023-09-16_Appalachian State_East Carolina,43,28,home,away,y,n,y,-367.5833333333333,977.5555555555555
111,111,2023-09-16,3.5,U,48.0,Arizona State,Fresno State,Arizona State_Fresno State,2023-09-16_Arizona State_Fresno State,0,29,away,home,y,y,n,-252.70491803278688,1557.639344262295
1503,1510,2023-09-16,18.0,U,57.5,Arizona,UTEP,Arizona_UTEP,2023-09-16_Arizona_UTEP,31,10,away,home,n,n,y,-813.6111111111111,666.3888888888889
301,303,2023-09-16,8.0,O,48.0,Arkansas,BYU,Arkansas_BYU,2023-09-16_Arkansas_BYU,31,38,away,home,n,n,y,-434.64102564102564,358.0
250,251,2023-09-16,25.5,O,48.0,Boston College,Florida State,Boston College_Florida State,2023-09-16_Boston College_Florida State,29,31,away,home,n,n,y,-1662.0,888.2
285,287,2023-09-16,3.0,O,54.0,Buffalo,Liberty,Buffalo_Liberty,2023-09-16_Buffalo_Liberty,27,55,away,home,y,y,n,-276.2142857142857,695.625
333,335,2023-09-16,35.0,O,51.0,Notre Dame,Central Michigan,Central Michigan_Notre Dame,2023-09-16_Central Michigan_Notre Dame,41,17,away,home,n,y,n,-1167.1666666666667,6666.666666666667
349,351,2023-09-16,4.5,O,52.0,Charlotte,Georgia State,Charlotte_Georgia State,2023-09-16_Charlotte_Georgia State,25,41,away,home,y,y,n,-309.2950819672131,392.8196721311475
948,953,2023-09-16,14.0,O,44.0,Cincinnati,Miami OH,Cincinnati_Miami OH,2023-09-16_Cincinnati_Miami OH,24,31,away,home,n,n,y,-480.8358208955224,508.25373134328356
489,491,2023-09-16,25.0,O,51.5,Clemson,FAU,Clemson_FAU,2023-09-16_Clemson_FAU,48,14,away,home,n,n,y,-1559.4444444444443,1209.5555555555557
414,416,2023-09-16,23.0,O,63.0,Colorado,Colorado State,Colorado_Colorado State,2023-09-16_Colorado_Colorado State,43,35,home,away,n,y,n,-566.0769230769231,1060.8461538461538
506,508,2023-09-16,7.0,U,44.0,Connecticut,FIU,Connecticut_FIU,2023-09-16_Connecticut_FIU,17,24,away,home,n,n,y,-470.5263157894737,1887.4812030075188
443,445,2023-09-16,17.0,O,48.0,Duke,Northwestern,Duke_Northwestern,2023-09-16_Duke_Northwestern,38,14,home,away,y,n,y,-620.0,635.2702702702703
461,463,2023-09-16,7.5,U,50.0,Eastern Michigan,Massachusetts,Eastern Michigan_Massachusetts,2023-09-16_Eastern Michigan_Massachusetts,19,17,home,away,n,y,n,-367.5833333333333,977.5555555555555
522,524,2023-09-16,5.5,U,56.5,Florida,Tennessee,Florida_Tennessee,2023-09-16_Florida_Tennessee,29,16,away,home,n,n,y,-404.5111111111111,991.0444444444445
578,580,2023-09-16,20.5,U,65.5,Wisconsin,Georgia Southern,Georgia Southern_Wisconsin,2023-09-16_Georgia Southern_Wisconsin,35,14,away,home,n,n,y,-999.9047619047619,786.952380952381
1176,1182,2023-09-16,17.0,O,61.5,Ole Miss,Georgia Tech,Georgia Tech_Ole Miss,2023-09-16_Georgia Tech_Ole Miss,48,23,home,away,y,n,y,-620.0,635.2702702702703
565,567,2023-09-16,26.5,U,54.0,Georgia,South Carolina,Georgia_South Carolina,2023-09-16_Georgia_South Carolina,24,14,home,away,n,y,n,-1588.5555555555557,1173.111111111111
616,618,2023-09-16,38.0,U,68.5,Oregon,Hawaii,Hawaii_Oregon,2023-09-16_Hawaii_Oregon,55,10,away,home,n,n,y,-575.0,19500.0
1329,1335,2023-09-16,7.0,U,64.0,Houston,TCU,Houston_TCU,2023-09-16_Houston_TCU,13,36,home,away,n,y,n,-470.5263157894737,1887.4812030075188
648,650,2023-09-16,14.0,U,47.5,Illinois,Penn State,Illinois_Penn State,2023-09-16_Illinois_Penn State,13,30,away,home,y,y,n,-480.8358208955224,508.25373134328356
667,669,2023-09-16,10.0,U,50.5,Indiana,Louisville,Indiana_Louisville,2023-09-16_Indiana_Louisville,14,21,away,home,n,n,y,-521.3134328358209,471.5074626865672
704,706,2023-09-16,1.5,U,42.0,Ohio,Iowa State,Iowa State_Ohio,2023-09-16_Iowa State_Ohio,10,7,home,away,y,n,y,-323.8360655737705,588.6229508196722
688,690,2023-09-16,28.5,O,43.0,Iowa,Western Michigan,Iowa_Western Michigan,2023-09-16_Iowa_Western Michigan,41,10,home,away,y,n,y,-1527.7777777777778,2232.777777777778
732,734,2023-09-16,2.5,U,46.5,Troy,James Madison,James Madison_Troy,2023-09-16_James Madison_Troy,14,16,away,home,n,n,y,-378.39325842696627,412.0
751,753,2023-09-16,3.5,O,47.5,Missouri,Kansas State,Kansas State_Missouri,2023-09-16_Kansas State_Missouri,30,27,home,away,n,y,n,-252.70491803278688,1557.639344262295
740,742,2023-09-16,28.0,U,58.0,Nevada,Kansas,Kansas_Nevada,2023-09-16_Kansas_Nevada,24,31,home,away,n,y,n,-1864.1538461538462,2040.3846153846155
857,861,2023-09-16,9.5,O,54.0,Mississippi State,LSU,LSU_Mississippi State,2023-09-16_LSU_Mississippi State,14,41,home,away,n,y,n,-378.86538461538464,437.7307692307692
830,834,2023-09-16,36.5,U,53.5,Texas A&M,Louisiana Monroe,Louisiana Monroe_Texas A&M,2023-09-16_Louisiana Monroe_Texas A&M,47,3,away,home,n,n,y,-103.0,7500.0
783,786,2023-09-16,4.5,O,66.5,Louisiana Tech,North Texas,Louisiana Tech_North Texas,2023-09-16_Louisiana Tech_North Texas,37,40,home,away,n,y,n,-309.2950819672131,392.8196721311475
978,983,2023-09-16,15.0,U,57.0,Michigan State,Washington,Michigan State_Washington,2023-09-16_Michigan State_Washington,7,41,away,home,y,y,n,-540.32,502.0
996,1001,2023-09-16,7.0,U,52.0,North Carolina,Minnesota,Minnesota_North Carolina,2023-09-16_Minnesota_North Carolina,31,13,away,home,n,n,y,-470.5263157894737,1887.4812030075188
1053,1058,2023-09-16,11.5,O,42.5,Nebraska,Northern Illinois,Nebraska_Northern Illinois,2023-09-16_Nebraska_Northern Illinois,35,11,home,away,y,n,y,-495.29411764705884,393.0
1071,1076,2023-09-16,2.5,U,52.0,New Mexico,New Mexico State,New Mexico_New Mexico State,2023-09-16_New Mexico_New Mexico State,17,27,home,away,n,y,n,-378.39325842696627,412.0
1136,1141,2023-09-16,29.5,O,65.0,Ohio State,Western Kentucky,Ohio State_Western Kentucky,2023-09-16_Ohio State_Western Kentucky,63,10,home,away,y,n,y,-2493.3333333333335,3011.3333333333335
1154,1159,2023-09-16,7.0,U,49.0,Oklahoma State,South Alabama,Oklahoma State_South Alabama,2023-09-16_Oklahoma State_South Alabama,7,33,home,away,n,y,n,-470.5263157894737,1887.4812030075188
1146,1151,2023-09-16,28.0,O,58.5,Tulsa,Oklahoma,Oklahoma_Tulsa,2023-09-16_Oklahoma_Tulsa,17,66,home,away,n,y,n,-1864.1538461538462,2040.3846153846155
1162,1167,2023-09-16,13.5,U,61.0,Old Dominion,Wake Forest,Old Dominion_Wake Forest,2023-09-16_Old Dominion_Wake Forest,24,27,away,home,n,n,y,-448.22222222222223,1511.4888888888888
1202,1208,2023-09-16,24.5,U,48.5,Oregon State,San Diego State,Oregon State_San Diego State,2023-09-16_Oregon State_San Diego State,26,9,home,away,n,y,n,-1142.235294117647,1202.0588235294117
1217,1223,2023-09-16,2.5,U,48.0,West Virginia,Pittsburgh,Pittsburgh_West Virginia,2023-09-16_Pittsburgh_West Virginia,17,6,away,home,n,n,y,-378.39325842696627,412.0
1223,1229,2023-09-16,1.0,U,56.5,Purdue,Syracuse,Purdue_Syracuse,2023-09-16_Purdue_Syracuse,20,35,away,home,y,y,n,-180.61666666666667,415.98333333333335
1236,1242,2023-09-16,6.5,O,37.5,Rutgers,Virginia Tech,Rutgers_Virginia Tech,2023-09-16_Rutgers_Virginia Tech,35,16,home,away,y,n,y,-398.2073170731707,667.0243902439024
1265,1271,2023-09-16,9.0,U,56.5,Toledo,San Jose State,San Jose State_Toledo,2023-09-16_San Jose State_Toledo,21,17,away,home,n,y,n,-311.2972972972973,422.86486486486484
1305,1311,2023-09-16,7.5,U,47.5,Southern Miss,Tulane,Southern Miss_Tulane,2023-09-16_Southern Miss_Tulane,3,21,away,home,y,y,n,-367.5833333333333,977.5555555555555
1349,1355,2023-09-16,30.5,U,48.5,Texas,Wyoming,Texas_Wyoming,2023-09-16_Texas_Wyoming,31,10,home,away,n,y,n,-4873.333333333333,2848.6666666666665
1436,1443,2023-09-16,4.5,O,57.5,UNLV,Vanderbilt,UNLV_Vanderbilt,2023-09-16_UNLV_Vanderbilt,40,37,away,home,n,y,n,-309.2950819672131,392.8196721311475
399,401,2023-09-21,4.5,U,62.5,Coastal Carolina,Georgia State,Coastal Carolina_Georgia State,2023-09-21_Coastal Carolina_Georgia State,17,30,home,away,n,y,n,-309.2950819672131,392.8196721311475
12,12,2023-09-22,6.5,O,45.0,San Jose State,Air Force,Air Force_San Jose State,2023-09-22_Air Force_San Jose State,20,45,home,away,n,y,n,-398.2073170731707,667.0243902439024
