,index,full_date,spread,ou,ou_total,home,away,match_key,game_id,home_score,away_score,fav_side,dog_side,favorite_covered,spread_away_cover,spread_home_cover,ml_fav,ml_dog
1497,1504,2024-11-02,2.0,U,48.0,UTEP,Middle Tennessee,Middle Tennessee_UTEP,2024-11-02_Middle Tennessee_UTEP,13,20,home,away,n,y,n,-474.98,1152.84
1033,1038,2024-11-02,9.5,O,46.5,NC State,Stanford,NC State_Stanford,2024-11-02_NC State_Stanford,59,28,home,away,y,n,y,-378.86538461538464,437.7307692307692
1020,1025,2024-11-02,12.5,U,49.5,Rice,Navy,Navy_Rice,2024-11-02_Navy_Rice,24,10,home,away,y,n,y,-628.1851851851852,429.48148148148147
1406,1413,2024-11-02,7.5,O,38.5,Nebraska,UCLA,Nebraska_UCLA,2024-11-02_Nebraska_UCLA,20,27,away,home,n,n,y,-367.5833333333333,977.5555555555555
1067,1072,2024-11-02,7.5,O,60.5,New Mexico,Wyoming,New Mexico_Wyoming,2024-11-02_New Mexico_Wyoming,45,49,home,away,n,y,n,-367.5833333333333,977.5555555555555
1106,1111,2024-11-02,2.5,O,44.5,Purdue,Northwestern,Northwestern_Purdue,2024-11-02_Northwestern_Purdue,20,26,away,home,y,y,n,-378.39325842696627,412.0
1131,1136,2024-11-02,3.0,U,47.5,Penn State,Ohio State,Ohio State_Penn State,2024-11-02_Ohio State_Penn State,13,20,home,away,n,y,n,-276.2142857142857,695.625
1272,1278,2024-11-02,7.0,O,55.5,SMU,Pittsburgh,Pittsburgh_SMU,2024-11-02_Pittsburgh_SMU,48,25,home,away,y,n,y,-470.5263157894737,1887.4812030075188
1298,1304,2024-11-02,3.0,O,43.5,South Carolina,Texas A&M,South Carolina_Texas A&M,2024-11-02_South Carolina_Texas A&M,44,20,away,home,n,n,y,-276.2142857142857,695.625
1313,1319,2024-11-02,4.0,O,53.5,Syracuse,Virginia Tech,Syracuse_Virginia Tech,2024-11-02_Syracuse_Virginia Tech,38,31,away,home,n,n,y,-252.21686746987953,446.71084337349396
1369,1375,2024-11-02,2.5,O,57.5,UAB,Tulsa,Tulsa_UAB,2024-11-02_Tulsa_UAB,59,21,home,away,y,n,y,-378.39325842696627,412.0
1454,1461,2024-11-02,2.0,U,55.5,Washington,USC,USC_Washington,2024-11-02_USC_Washington,26,21,home,away,y,n,y,-474.98,1152.84
941,946,2024-11-05,12.5,E,48.0,Ball State,Miami OH,Ball State_Miami OH,2024-11-05_Ball State_Miami OH,21,27,home,away,n,y,n,-628.1851851851852,429.48148148148147
264,265,2024-11-05,16.0,U,48.5,Central Michigan,Bowling Green,Bowling Green_Central Michigan,2024-11-05_Bowling Green_Central Michigan,13,23,home,away,n,y,n,-586.3076923076923,832.8846153846154
763,766,2024-11-06,20.5,U,53.0,Kent State,Ohio,Kent State_Ohio,2024-11-06_Kent State_Ohio,0,41,away,home,y,y,n,-999.9047619047619,786.952380952381
1080,1085,2024-11-06,2.0,O,52.0,Western Michigan,Northern Illinois,Northern Illinois_Western Michigan,2024-11-06_Northern Illinois_Western Michigan,28,42,home,away,n,y,n,-474.98,1152.84
68,68,2024-11-07,2.0,U,62.5,Coastal Carolina,Appalachian State,Appalachian State_Coastal Carolina,2024-11-07_Appalachian State_Coastal Carolina,38,24,home,away,y,n,y,-474.98,1152.84
484,486,2024-11-07,7.5,O,58.5,East Carolina,FAU,East Carolina_FAU,2024-11-07_East Carolina_FAU,49,14,away,home,n,n,y,-367.5833333333333,977.5555555555555
314,316,2024-11-08,7.0,O,55.5,Wake Forest,California,California_Wake Forest,2024-11-08_California_Wake Forest,36,46,home,away,n,y,n,-470.5263157894737,1887.4812030075188
1407,1414,2024-11-08,6.5,U,45.5,UCLA,Iowa,Iowa_UCLA,2024-11-08_Iowa_UCLA,20,17,away,home,n,y,n,-398.2073170731707,667.0243902439024
904,909,2024-11-08,7.0,U,50.5,Memphis,Rice,Memphis_Rice,2024-11-08_Memphis_Rice,27,20,home,away,n,y,n,-470.5263157894737,1887.4812030075188
1068,1073,2024-11-08,1.5,U,65.5,San Diego State,New Mexico,New Mexico_San Diego State,2024-11-08_New Mexico_San Diego State,16,21,away,home,y,y,n,-323.8360655737705,588.6229508196722
7,7,2024-11-09,9.5,O,40.5,Air Force,Fresno State,Air Force_Fresno State,2024-11-09_Air Force_Fresno State,36,28,away,home,n,y,n,-378.86538461538464,437.7307692307692
851,855,2024-11-09,3.0,U,58.5,LSU,Alabama,Alabama_LSU,2024-11-09_Alabama_LSU,13,42,away,home,y,y,n,-276.2142857142857,695.625
1385,1392,2024-11-09,2.5,O,56.0,Arizona State,UCF,Arizona State_UCF,2024-11-09_Arizona State_UCF,35,31,away,home,n,n,y,-378.39325842696627,412.0
807,810,2024-11-09,14.0,O,60.5,Louisiana Lafayette,Arkansas State,Arkansas State_Louisiana Lafayette,2024-11-09_Arkansas State_Louisiana Lafayette,55,19,home,away,y,n,y,-480.8358208955224,508.25373134328356
157,157,2024-11-09,6.5,U,68.0,North Texas,Army,Army_North Texas,2024-11-09_Army_North Texas,3,14,home,away,n,y,n,-398.2073170731707,667.0243902439024
296,298,2024-11-09,3.0,O,40.5,Utah,BYU,BYU_Utah,2024-11-09_BYU_Utah,21,22,home,away,n,y,n,-276.2142857142857,695.625
224,225,2024-11-09,23.5,U,61.5,Boise State,Nevada,Boise State_Nevada,2024-11-09_Boise State_Nevada,28,21,home,away,n,y,n,-1360.6666666666667,1017.0
245,246,2024-11-09,3.0,O,52.5,Boston College,Syracuse,Boston College_Syracuse,2024-11-09_Boston College_Syracuse,37,31,home,away,y,n,y,-276.2142857142857,695.625
360,362,2024-11-09,5.5,O,54.5,Cincinnati,West Virginia,Cincinnati_West Virginia,2024-11-09_Cincinnati_West Virginia,24,31,home,away,n,y,n,-404.5111111111111,991.0444444444445
376,378,2024-11-09,5.5,U,54.5,Virginia Tech,Clemson,Clemson_Virginia Tech,2024-11-09_Clemson_Virginia Tech,14,24,home,away,n,y,n,-404.5111111111111,991.0444444444445
409,411,2024-11-09,4.5,O,62.5,Texas Tech,Colorado,Colorado_Texas Tech,2024-11-09_Colorado_Texas Tech,27,41,home,away,n,y,n,-309.2950819672131,392.8196721311475
1370,1376,2024-11-09,7.5,U,54.5,UAB,Connecticut,Connecticut_UAB,2024-11-09_Connecticut_UAB,23,31,away,home,y,y,n,-367.5833333333333,977.5555555555555
1034,1039,2024-11-09,3.0,U,51.5,NC State,Duke,Duke_NC State,2024-11-09_Duke_NC State,19,29,home,away,n,y,n,-276.2142857142857,695.625
532,534,2024-11-09,25.5,O,43.5,Notre Dame,Florida State,Florida State_Notre Dame,2024-11-09_Florida State_Notre Dame,52,3,away,home,n,n,y,-1662.0,888.2
518,520,2024-11-09,23.0,O,48.5,Texas,Florida,Florida_Texas,2024-11-09_Florida_Texas,49,17,away,home,n,n,y,-566.0769230769231,1060.8461538461538
590,592,2024-11-09,14.5,U,53.5,James Madison,Georgia State,Georgia State_James Madison,2024-11-09_Georgia State_James Madison,38,7,away,home,n,n,y,-730.8421052631579,496.3421052631579
919,924,2024-11-09,8.5,U,65.0,Georgia Tech,Miami FL,Georgia Tech_Miami FL,2024-11-09_Georgia Tech_Miami FL,28,23,home,away,n,y,n,-370.22222222222223,1141.0740740740741
1171,1177,2024-11-09,2.0,U,55.5,Ole Miss,Georgia,Georgia_Ole Miss,2024-11-09_Georgia_Ole Miss,28,10,away,home,n,n,y,-474.98,1152.84
1430,1437,2024-11-09,12.5,O,51.5,Hawaii,UNLV,Hawaii_UNLV,2024-11-09_Hawaii_UNLV,27,29,home,away,n,y,n,-628.1851851851852,429.48148148148147
662,664,2024-11-09,14.5,U,47.5,Indiana,Michigan,Indiana_Michigan,2024-11-09_Indiana_Michigan,20,15,home,away,n,y,n,-730.8421052631579,496.3421052631579
701,703,2024-11-09,2.5,O,52.5,Kansas,Iowa State,Iowa State_Kansas,2024-11-09_Iowa State_Kansas,45,36,home,away,y,n,y,-378.39325842696627,412.0
717,719,2024-11-09,10.0,O,55.5,Louisiana Tech,Jacksonville State,Jacksonville State_Louisiana Tech,2024-11-09_Jacksonville State_Louisiana Tech,37,44,home,away,n,y,n,-521.3134328358209,471.5074626865672
1498,1505,2024-11-09,4.5,O,42.5,UTEP,Kennesaw State,Kennesaw State_UTEP,2024-11-09_Kennesaw State_UTEP,43,35,home,away,y,n,y,-309.2950819672131,392.8196721311475
790,793,2024-11-09,12.5,U,54.5,Middle Tennessee,Liberty,Liberty_Middle Tennessee,2024-11-09_Liberty_Middle Tennessee,17,37,home,away,n,y,n,-628.1851851851852,429.48148148148147
826,830,2024-11-09,9.5,O,50.0,Louisiana Monroe,Texas State,Louisiana Monroe_Texas State,2024-11-09_Louisiana Monroe_Texas State,17,38,away,home,y,y,n,-378.86538461538464,437.7307692307692
870,874,2024-11-09,13.5,U,53.5,Southern Miss,Marshall,Marshall_Southern Miss,2024-11-09_Marshall_Southern Miss,3,37,home,away,n,y,n,-448.22222222222223,1511.4888888888888
880,884,2024-11-09,24.0,U,57.5,Oregon,Maryland,Maryland_Oregon,2024-11-09_Maryland_Oregon,39,18,away,home,n,y,n,-1007.78125,1114.375
991,996,2024-11-09,6.5,O,44.5,Rutgers,Minnesota,Minnesota_Rutgers,2024-11-09_Minnesota_Rutgers,26,19,home,away,y,n,y,-398.2073170731707,667.0243902439024
1004,1009,2024-11-09,25.5,U,61.5,Tennessee,Mississippi State,Mississippi State_Tennessee,2024-11-09_Mississippi State_Tennessee,33,14,away,home,n,y,n,-1662.0,888.2
1012,1017,2024-11-09,3.0,O,42.5,Missouri,Oklahoma,Missouri_Oklahoma,2024-11-09_Missouri_Oklahoma,30,23,away,home,n,n,y,-276.2142857142857,695.625
1474,1481,2024-11-09,4.5,U,58.5,USF,Navy,Navy_USF,2024-11-09_Navy_USF,7,28,away,home,y,y,n,-309.2950819672131,392.8196721311475
1075,1080,2024-11-09,17.5,O,53.5,New Mexico State,Western Kentucky,New Mexico State_Western Kentucky,2024-11-09_New Mexico State_Western Kentucky,28,41,away,home,n,n,y,-678.28125,564.25
1132,1137,2024-11-09,37.5,U,55.5,Ohio State,Purdue,Ohio State_Purdue,2024-11-09_Ohio State_Purdue,45,0,home,away,y,n,y,-8718.0,12820.0
1325,1331,2024-11-09,10.5,U,68.5,TCU,Oklahoma State,Oklahoma State_TCU,2024-11-09_Oklahoma State_TCU,38,13,home,away,y,n,y,-421.2708333333333,438.6041666666667
1199,1205,2024-11-09,3.0,U,58.5,Oregon State,San Jose State,Oregon State_San Jose State,2024-11-09_Oregon State_San Jose State,13,24,home,away,n,y,n,-276.2142857142857,695.625
1209,1215,2024-11-09,13.5,U,47.5,Penn State,Washington,Penn State_Washington,2024-11-09_Penn State_Washington,35,6,home,away,y,n,y,-448.22222222222223,1511.4888888888888
1215,1221,2024-11-09,7.0,U,57.5,Pittsburgh,Virginia,Pittsburgh_Virginia,2024-11-09_Pittsburgh_Virginia,19,24,home,away,n,y,n,-470.5263157894737,1887.4812030075188
1299,1305,2024-11-09,6.0,U,44.5,Vanderbilt,South Carolina,South Carolina_Vanderbilt,2024-11-09_South Carolina_Vanderbilt,7,28,home,away,n,y,n,-524.776119402985,786.1044776119403
1340,1346,2024-11-09,26.5,O,50.5,Tulane,Temple,Temple_Tulane,2024-11-09_Temple_Tulane,52,6,away,home,n,n,y,-1588.5555555555557,1173.111111111111
1491,1498,2024-11-09,20.5,O,68.5,Washington State,Utah State,Utah State_Washington State,2024-11-09_Utah State_Washington State,49,28,away,home,n,n,y,-999.9047619047619,786.952380952381
189,189,2024-11-12,3.5,O,55.5,Buffalo,Ball State,Ball State_Buffalo,2024-11-12_Ball State_Buffalo,51,48,away,home,n,y,n,-252.70491803278688,1557.639344262295
265,266,2024-11-12,9.5,U,57.5,Bowling Green,Western Michigan,Bowling Green_Western Michigan,2024-11-12_Bowling Green_Western Michigan,31,13,home,away,y,n,y,-378.86538461538464,437.7307692307692
329,331,2024-11-12,14.5,U,52.0,Toledo,Central Michigan,Central Michigan_Toledo,2024-11-12_Central Michigan_Toledo,37,10,away,home,n,n,y,-730.8421052631579,496.3421052631579
29,29,2024-11-13,14.0,O,43.5,Northern Illinois,Akron,Akron_Northern Illinois,2024-11-13_Akron_Northern Illinois,29,16,away,home,n,y,n,-480.8358208955224,508.25373134328356
458,460,2024-11-13,10.5,U,51.5,Ohio,Eastern Michigan,Eastern Michigan_Ohio,2024-11-13_Eastern Michigan_Ohio,35,10,away,home,n,n,y,-421.2708333333333,438.6041666666667
942,947,2024-11-13,30.5,U,47.5,Miami OH,Kent State,Kent State_Miami OH,2024-11-13_Kent State_Miami OH,34,7,home,away,n,y,n,-4873.333333333333,2848.6666666666665
471,473,2024-11-14,16.5,O,63.0,Tulsa,East Carolina,East Carolina_Tulsa,2024-11-14_East Carolina_Tulsa,31,38,home,away,n,y,n,-1718.775,539.65
88,88,2024-11-15,1.5,U,46.5,Arizona,Houston,Arizona_Houston,2024-11-15_Arizona_Houston,27,3,home,away,y,n,y,-323.8360655737705,588.6229508196722
425,427,2024-11-15,8.5,U,47.5,Colorado State,Wyoming,Colorado State_Wyoming,2024-11-15_Colorado State_Wyoming,24,10,home,away,y,n,y,-370.22222222222223,1141.0740740740741
1516,1523,2024-11-15,1.5,O,73.0,UTSA,North Texas,North Texas_UTSA,2024-11-15_North Texas_UTSA,48,27,home,away,y,n,y,-323.8360655737705,588.6229508196722
1408,1415,2024-11-15,4.5,O,47.0,Washington,UCLA,UCLA_Washington,2024-11-15_UCLA_Washington,31,19,away,home,n,n,y,-309.2950819672131,392.8196721311475
8,8,2024-11-16,3.0,U,44.5,Air Force,Oregon State,Air Force_Oregon State,2024-11-16_Air Force_Oregon State,28,0,away,home,n,n,y,-276.2142857142857,695.625
107,107,2024-11-16,7.5,U,51.5,Kansas State,Arizona State,Arizona State_Kansas State,2024-11-16_Arizona State_Kansas State,14,24,away,home,y,y,n,-367.5833333333333,977.5555555555555
140,140,2024-11-16,2.5,U,59.5,Georgia State,Arkansas State,Arkansas State_Georgia State,2024-11-16_Arkansas State_Georgia State,20,27,away,home,y,y,n,-378.39325842696627,412.0
123,123,2024-11-16,13.5,U,56.5,Arkansas,Texas,Arkansas_Texas,2024-11-16_Arkansas_Texas,10,20,away,home,n,n,y,-448.22222222222223,1511.4888888888888
827,831,2024-11-16,24.5,O,46.0,Auburn,Louisiana Monroe,Auburn_Louisiana Monroe,2024-11-16_Auburn_Louisiana Monroe,48,14,away,home,n,n,y,-1142.235294117647,1202.0588235294117
297,299,2024-11-16,2.5,U,55.5,BYU,Kansas,BYU_Kansas,2024-11-16_BYU_Kansas,13,17,home,away,n,y,n,-378.39325842696627,412.0
206,207,2024-11-16,2.0,O,59.5,West Virginia,Baylor,Baylor_West Virginia,2024-11-16_Baylor_West Virginia,35,49,home,away,n,y,n,-474.98,1152.84
225,226,2024-11-16,14.0,O,62.5,San Jose State,Boise State,Boise State_San Jose State,2024-11-16_Boise State_San Jose State,21,42,home,away,n,y,n,-480.8358208955224,508.25373134328356
1273,1279,2024-11-16,19.5,O,53.5,SMU,Boston College,Boston College_SMU,2024-11-16_Boston College_SMU,38,28,home,away,n,y,n,-1123.9473684210527,1319.4736842105262
315,317,2024-11-16,10.5,E,58.0,California,Syracuse,California_Syracuse,2024-11-16_California_Syracuse,25,33,home,away,n,y,n,-421.2708333333333,438.6041666666667
1475,1482,2024-11-16,1.5,O,53.5,Charlotte,USF,Charlotte_USF,2024-11-16_Charlotte_USF,24,59,away,home,y,y,n,-323.8360655737705,588.6229508196722
361,363,2024-11-16,7.0,U,52.5,Iowa State,Cincinnati,Cincinnati_Iowa State,2024-11-16_Cincinnati_Iowa State,34,17,away,home,n,n,y,-470.5263157894737,1887.4812030075188
377,379,2024-11-16,12.5,U,51.5,Pittsburgh,Clemson,Clemson_Pittsburgh,2024-11-16_Clemson_Pittsburgh,20,24,home,away,n,y,n,-628.1851851851852,429.48148148148147
395,397,2024-11-16,7.5,U,57.0,Marshall,Coastal Carolina,Coastal Carolina_Marshall,2024-11-16_Coastal Carolina_Marshall,31,19,away,home,n,n,y,-367.5833333333333,977.5555555555555
410,412,2024-11-16,13.5,O,43.5,Colorado,Utah,Colorado_Utah,2024-11-16_Colorado_Utah,49,24,home,away,y,n,y,-448.22222222222223,1511.4888888888888
485,487,2024-11-16,2.0,U,50.0,Temple,FAU,FAU_Temple,2024-11-16_FAU_Temple,18,15,away,home,n,n,y,-474.98,1152.84
501,503,2024-11-16,12.5,O,58.5,Jacksonville State,FIU,FIU_Jacksonville State,2024-11-16_FIU_Jacksonville State,34,31,away,home,n,y,n,-628.1851851851852,429.48148148148147
852,856,2024-11-16,3.5,U,57.0,Florida,LSU,Florida_LSU,2024-11-16_Florida_LSU,27,16,home,away,y,n,y,-252.70491803278688,1557.639344262295
577,579,2024-11-16,7.0,U,54.0,Georgia Southern,Troy,Georgia Southern_Troy,2024-11-16_Georgia Southern_Troy,20,28,home,away,n,y,n,-470.5263157894737,1887.4812030075188
560,562,2024-11-16,8.5,O,46.5,Georgia,Tennessee,Georgia_Tennessee,2024-11-16_Georgia_Tennessee,31,17,home,away,y,n,y,-370.22222222222223,1141.0740740740741
612,614,2024-11-16,2.5,O,62.0,Utah State,Hawaii,Hawaii_Utah State,2024-11-16_Hawaii_Utah State,55,10,home,away,y,n,y,-378.39325842696627,412.0
642,644,2024-11-16,1.5,O,47.5,Illinois,Michigan State,Illinois_Michigan State,2024-11-16_Illinois_Michigan State,38,16,home,away,y,n,y,-323.8360655737705,588.6229508196722
728,730,2024-11-16,1.0,O,51.0,Old Dominion,James Madison,James Madison_Old Dominion,2024-11-16_James Madison_Old Dominion,32,35,home,away,n,y,n,-180.61666666666667,415.98333333333335
1244,1250,2024-11-16,21.0,U,42.5,Kennesaw State,Sam Houston,Kennesaw State_Sam Houston,2024-11-16_Kennesaw State_Sam Houston,17,23,home,away,n,y,n,-855.2,704.6285714285714
791,794,2024-11-16,16.5,O,52.5,Massachusetts,Liberty,Liberty_Massachusetts,2024-11-16_Liberty_Massachusetts,34,35,home,away,n,y,n,-1718.775,539.65
808,811,2024-11-16,6.5,U,60.0,Louisiana Lafayette,South Alabama,Louisiana Lafayette_South Alabama,2024-11-16_Louisiana Lafayette_South Alabama,22,24,home,away,n,y,n,-398.2073170731707,667.0243902439024
782,785,2024-11-16,11.5,U,52.5,Western Kentucky,Louisiana Tech,Louisiana Tech_Western Kentucky,2024-11-16_Louisiana Tech_Western Kentucky,7,12,away,home,n,n,y,-495.29411764705884,393.0
840,844,2024-11-16,21.0,O,57.5,Stanford,Louisville,Louisville_Stanford,2024-11-16_Louisville_Stanford,38,35,home,away,n,y,n,-855.2,704.6285714285714
881,885,2024-11-16,4.0,U,54.5,Maryland,Rutgers,Maryland_Rutgers,2024-11-16_Maryland_Rutgers,17,31,home,away,n,y,n,-252.21686746987953,446.71084337349396
1371,1377,2024-11-16,16.0,O,62.5,Memphis,UAB,Memphis_UAB,2024-11-16_Memphis_UAB,53,18,away,home,n,n,y,-586.3076923076923,832.8846153846154
1013,1018,2024-11-16,10.5,O,42.5,South Carolina,Missouri,Missouri_South Carolina,2024-11-16_Missouri_South Carolina,34,30,away,home,n,y,n,-421.2708333333333,438.6041666666667
1021,1026,2024-11-16,7.0,U,49.0,Navy,Tulane,Navy_Tulane,2024-11-16_Navy_Tulane,0,35,away,home,y,y,n,-470.5263157894737,1887.4812030075188
1455,1462,2024-11-16,6.5,U,51.0,USC,Nebraska,Nebraska_USC,2024-11-16_Nebraska_USC,28,20,home,away,y,n,y,-398.2073170731707,667.0243902439024
1076,1081,2024-11-16,38.5,U,54.5,Texas A&M,New Mexico State,New Mexico State_Texas A&M,2024-11-16_New Mexico State_Texas A&M,38,3,away,home,n,y,n,-15095.0,2075.0
1069,1074,2024-11-16,10.5,O,72.5,New Mexico,Washington State,New Mexico_Washington State,2024-11-16_New Mexico_Washington State,38,35,away,home,n,y,n,-421.2708333333333,438.6041666666667
1087,1092,2024-11-16,10.5,U,64.0,North Carolina,Wake Forest,North Carolina_Wake Forest,2024-11-16_North Carolina_Wake Forest,31,24,home,away,n,y,n,-421.2708333333333,438.6041666666667
1107,1112,2024-11-16,28.0,U,43.5,Northwestern,Ohio State,Northwestern_Ohio State,2024-11-16_Northwestern_Ohio State,7,31,away,home,n,n,y,-1864.1538461538462,2040.3846153846155
1116,1121,2024-11-16,20.5,U,51.0,Notre Dame,Virginia,Notre Dame_Virginia,2024-11-16_Notre Dame_Virginia,35,14,home,away,y,n,y,-999.9047619047619,786.952380952381
1187,1193,2024-11-16,13.5,U,49.5,Wisconsin,Oregon,Oregon_Wisconsin,2024-11-16_Oregon_Wisconsin,13,16,home,away,n,y,n,-448.22222222222223,1511.4888888888888
1210,1216,2024-11-16,30.0,O,51.5,Purdue,Penn State,Penn State_Purdue,2024-11-16_Penn State_Purdue,10,49,home,away,n,y,n,-2039.0,2622.8333333333335
1431,1438,2024-11-16,21.5,O,54.5,UNLV,San Diego State,San Diego State_UNLV,2024-11-16_San Diego State_UNLV,41,20,home,away,n,y,n,-1153.3333333333333,1057.8
1303,1309,2024-11-16,27.5,O,56.5,Texas State,Southern Miss,Southern Miss_Texas State,2024-11-16_Southern Miss_Texas State,58,3,away,home,n,n,y,-3594.4117647058824,1418.1176470588234
30,30,2024-11-19,10.5,O,49.0,Kent State,Akron,Akron_Kent State,2024-11-19_Akron_Kent State,17,38,home,away,n,y,n,-421.2708333333333,438.6041666666667
330,332,2024-11-19,6.0,U,56.0,Central Michigan,Western Michigan,Central Michigan_Western Michigan,2024-11-19_Central Michigan_Western Michigan,16,14,away,home,n,y,n,-524.776119402985,786.1044776119403
943,948,2024-11-19,1.0,U,42.5,Miami OH,Northern Illinois,Miami OH_Northern Illinois,2024-11-19_Miami OH_Northern Illinois,20,9,home,away,y,n,y,-180.61666666666667,415.98333333333335
281,283,2024-11-20,1.0,O,53.5,Eastern Michigan,Buffalo,Buffalo_Eastern Michigan,2024-11-20_Buffalo_Eastern Michigan,20,37,away,home,y,y,n,-180.61666666666667,415.98333333333335
1126,1131,2024-11-20,1.5,U,46.5,Toledo,Ohio,Ohio_Toledo,2024-11-20_Ohio_Toledo,7,24,away,home,y,y,n,-323.8360655737705,588.6229508196722
1035,1040,2024-11-21,7.5,O,51.5,Georgia Tech,NC State,Georgia Tech_NC State,2024-11-21_Georgia Tech_NC State,30,29,away,home,n,y,n,-367.5833333333333,977.5555555555555
976,981,2024-11-22,14.0,U,48.5,Michigan State,Purdue,Michigan State_Purdue,2024-11-22_Michigan State_Purdue,24,17,home,away,n,y,n,-480.8358208955224,508.25373134328356
1432,1439,2024-11-22,7.5,U,59.5,San Jose State,UNLV,San Jose State_UNLV,2024-11-22_San Jose State_UNLV,16,27,home,away,n,y,n,-367.5833333333333,977.5555555555555
1517,1524,2024-11-22,16.5,O,56.0,UTSA,Temple,Temple_UTSA,2024-11-22_Temple_UTSA,51,27,home,away,y,n,y,-1718.775,539.65
9,9,2024-11-23,3.0,U,44.5,Nevada,Air Force,Air Force_Nevada,2024-11-23_Air Force_Nevada,19,22,away,home,n,n,y,-276.2142857142857,695.625
49,49,2024-11-23,14.0,U,46.5,Oklahoma,Alabama,Alabama_Oklahoma,2024-11-23_Alabama_Oklahoma,24,3,home,away,y,n,y,-480.8358208955224,508.25373134328356
69,69,2024-11-23,7.5,U,57.5,Appalachian State,James Madison,Appalachian State_James Madison,2024-11-23_Appalachian State_James Madison,34,20,away,home,n,n,y,-367.5833333333333,977.5555555555555
298,300,2024-11-23,3.5,O,49.5,Arizona State,BYU,Arizona State_BYU,2024-11-23_Arizona State_BYU,28,23,away,home,n,n,y,-252.70491803278688,1557.639344262295
1326,1332,2024-11-23,10.5,O,60.0,TCU,Arizona,Arizona_TCU,2024-11-23_Arizona_TCU,49,28,home,away,y,n,y,-421.2708333333333,438.6041666666667
828,832,2024-11-23,3.0,U,51.5,Arkansas State,Louisiana Monroe,Arkansas State_Louisiana Monroe,2024-11-23_Arkansas State_Louisiana Monroe,28,21,away,home,n,n,y,-276.2142857142857,695.625
124,124,2024-11-23,23.5,O,48.5,Arkansas,Louisiana Tech,Arkansas_Louisiana Tech,2024-11-23_Arkansas_Louisiana Tech,35,14,home,away,n,y,n,-1360.6666666666667,1017.0
158,158,2024-11-23,14.5,O,44.5,Notre Dame,Army,Army_Notre Dame,2024-11-23_Army_Notre Dame,49,14,away,home,n,n,y,-730.8421052631579,496.3421052631579
174,174,2024-11-23,2.5,O,47.5,Auburn,Texas A&M,Auburn_Texas A&M,2024-11-23_Auburn_Texas A&M,43,41,away,home,n,y,n,-378.39325842696627,412.0
190,190,2024-11-23,12.5,U,54.5,Ball State,Bowling Green,Ball State_Bowling Green,2024-11-23_Ball State_Bowling Green,13,38,away,home,y,y,n,-628.1851851851852,429.48148148148147
207,208,2024-11-23,7.0,U,51.0,Houston,Baylor,Baylor_Houston,2024-11-23_Baylor_Houston,10,20,home,away,n,y,n,-470.5263157894737,1887.4812030075188
226,227,2024-11-23,22.5,U,54.0,Wyoming,Boise State,Boise State_Wyoming,2024-11-23_Boise State_Wyoming,13,17,home,away,n,y,n,-395.0,922.2727272727273
246,247,2024-11-23,2.5,O,51.0,Boston College,North Carolina,Boston College_North Carolina,2024-11-23_Boston College_North Carolina,41,21,away,home,n,n,y,-378.39325842696627,412.0
316,318,2024-11-23,14.5,U,53.5,California,Stanford,California_Stanford,2024-11-23_California_Stanford,24,21,home,away,n,y,n,-730.8421052631579,496.3421052631579
486,488,2024-11-23,3.0,O,49.5,FAU,Charlotte,Charlotte_FAU,2024-11-23_Charlotte_FAU,27,39,away,home,y,y,n,-276.2142857142857,695.625
362,364,2024-11-23,7.5,O,54.0,Kansas State,Cincinnati,Cincinnati_Kansas State,2024-11-23_Cincinnati_Kansas State,41,15,away,home,n,n,y,-367.5833333333333,977.5555555555555
396,398,2024-11-23,2.5,U,59.5,Coastal Carolina,Georgia Southern,Coastal Carolina_Georgia Southern,2024-11-23_Coastal Carolina_Georgia Southern,6,26,home,away,n,y,n,-378.39325842696627,412.0
426,428,2024-11-23,3.5,O,43.5,Fresno State,Colorado State,Colorado State_Fresno State,2024-11-23_Colorado State_Fresno State,28,22,away,home,n,n,y,-252.70491803278688,1557.639344262295
411,413,2024-11-23,2.5,U,59.5,Kansas,Colorado,Colorado_Kansas,2024-11-23_Colorado_Kansas,37,21,home,away,y,n,y,-378.39325842696627,412.0
1314,1320,2024-11-23,10.0,O,53.5,Syracuse,Connecticut,Connecticut_Syracuse,2024-11-23_Connecticut_Syracuse,31,24,home,away,n,y,n,-521.3134328358209,471.5074626865672
441,443,2024-11-23,2.5,O,45.5,Duke,Virginia Tech,Duke_Virginia Tech,2024-11-23_Duke_Virginia Tech,31,28,away,home,n,n,y,-378.39325842696627,412.0
472,474,2024-11-23,2.5,U,74.5,North Texas,East Carolina,East Carolina_North Texas,2024-11-23_East Carolina_North Texas,28,40,away,home,y,y,n,-378.39325842696627,412.0
502,504,2024-11-23,9.0,O,42.5,Kennesaw State,FIU,FIU_Kennesaw State,2024-11-23_FIU_Kennesaw State,27,26,home,away,n,y,n,-311.2972972972973,422.86486486486484
1172,1178,2024-11-23,13.5,U,57.5,Florida,Ole Miss,Florida_Ole Miss,2024-11-23_Florida_Ole Miss,24,17,home,away,n,y,n,-448.22222222222223,1511.4888888888888
591,593,2024-11-23,22.5,O,59.5,Texas State,Georgia State,Georgia State_Texas State,2024-11-23_Georgia State_Texas State,44,52,away,home,n,n,y,-395.0,922.2727272727273
561,563,2024-11-23,42.5,O,55.5,Georgia,Massachusetts,Georgia_Massachusetts,2024-11-23_Georgia_Massachusetts,59,21,home,away,n,y,n,-370.0,35000.0
